id,name,author,translator,publisher
190213,مجموعه قصه های شیرین جهان با شخصیت های حیوان,شاگا هیراتا,بیژن نامجو $ سبا بابایی,انتشارات قدیانی
190214,بازی های سایه,گلن کوک,آیدا کشوری,انتشارات تندیس
190215,کامل می کنم، رنگ می زنم,فیونا وات,محمدعلی كشاورز,انتشارات قدیانی
190216,بیست و پنج سال در ایران چه گذشت؟ از بازرگان تا خاتمی,داود علی بابایی,,انتشارات امید فردا
190217,سابینا,آنائیس نین,فرید قدمی,نشر نیماژ
190218,از رنجی که می بریم,جلال آل احمد,,انتشارات جامی
190219,دید و بازدید,جلال آل احمد,,انتشارات جامی
19022,درخت زیبای من,ژوزه‌ م‍ائ‍ورو ده‌ واس‍ک‍ون‍س‍ل‍وس‌,مرضیه کردبچه,انتشارات شبگون
190220,شادی و شور و لبخند، شیمو شده هنرمند,لوسی کازینس,,نشر پنجره
190221,دوستای خوب و مهربون، شیمو می ره دیدنشون,لوسی کازینس,,نشر پنجره
190222,شیمو، خورشید، آسمون تو خونه می شه مهمون,لوسی کازینس,,نشر پنجره
190223,شیمو نه دور نه نزدیک، عکس می گیره چیک و چیک,لوسی کازینس,,نشر پنجره
190224,آموزش علیه آموزش,عبدالعظیم کریمی,,انتشارات قدیانی
190225,مسافر هشتم,مژگان شیخی,,انتشارات قدیانی
190226,مجموعه اشعار سیاوش كسرایی,سیاوش کسرایی,,انتشارات نگاه
190227,درباره تو,میلاد عرفان‌پور,,انتشارات سوره مهر
190228,کیارش,هادی حوری,,انتشارات سوره مهر
190229,عشق باران است,عبدالرضا رضایی‌نیا,,انتشارات سوره مهر
19023,سنگر اجتماعی (جلد دوم),محمدرضا زائری,,احیاء
190230,ورزش و بازی كتی,شرکت هارپر کالینز,پریسا همایون روز,انتشارات قدیانی
190231,خانه درختی ۱۳ طبقه,اندی گریفیتس,آنیتا یارمحمدی,انتشارات هوپا
190232,مجموعه قصه های شیرین جهان با شخصیت های دختر,هانس کریستین اندرسن,بیژن نامجو,انتشارات قدیانی
190233,شرحی بر زیارت جامعه كبیره,سید مجتبی حسینی,,نیستان
190234,غوطه ور در اكنون ابدی,محمود پورآزاد,,انتشارات ذهن زیبا
190235,عروس دریایی,الی بنجامین,کیوان عبیدی آشتیانی,نشر افق
190236,آخرالزمان,مدیا کاشیگر,,نشر نیماژ
190237,(عروسی در سرزمین درختی,ربکا الیوت,سید نوید سید علی اکبر,انتشارات هوپا
190238,امام زین العابدین (ع),محسن هجری,,انتشارات شهر قلم
190239,امام حسن عسگری (ع),محسن هجری,,انتشارات شهر قلم
19024,خراسان - ۱۳۹۶ سه شنبه ۲۹ فروردين,,,روزنامه خراسان
190240,امام علی النقی (ع),محسن هجری,,انتشارات شهر قلم
190241,امام محمد باقر (ع),محسن هجری,,انتشارات شهر قلم
190242,امام محمد تقی (ع),محسن هجری,,انتشارات شهر قلم
190243,امام موسی كاظم (ع),محسن هجری,,انتشارات شهر قلم
190244,چی چیل خوشحال، چی چیل غمگین,لسلی پاتری سلی,مصطفی رحماندوست,نشر پنجره
