name,author,translator,publisher
مگره در پیکراتس,ژرژ سیمنون,عباس آگاهی,موسسه فرهنگی هنری جهان کتاب
میراکلس (1),توماس آستروک,,انتشارات راهنمای سفر
ماه عسل,مریم عرفانیان,,فراانگیزش‏‫
او هیچ وقت نمی دانست ساعت چند است,انید بلایتون,,نشر مرکز
شورش خراسان و صولت السلطنه هزاره,کاوه بیات,,موسسه فرهنگی هنری جهان کتاب
روزی که پدرم را با دو ماهی طلایی عوض کردم,نیل گیمن,,حوض نقره
شب طولانی موسا,فرهاد کشوری,,انتشارات نودا
34/7 کوادریلیون دقیقه از انقراض آخرین دایناسور می ,پل میسون,,انتشارات فاطمی
رنجر تگزاس,جیمز پترسون,مهدی صالحی اقدم,انتشارات فروزش
گورشاه 4,سیامک گلشیری,,نشر افق
قصه های قشنگ و قدیمی 13,فریبا کلهر,,انتشارات قدیانی
با کاروان غالیان,حسین بابازاده مقدم,,سیب سرخ نیکان
مگره و مرد خانه به دوش,ژرژ سیمنون,,خجسته
موش میشم مرا بگیر,مجید راستی,,نشر شهر
نیروی امید,آنتونی سیولی,مریم تقدیسی,گروه انتشاراتی ققنوس
عشق در زمانه ی کورونا و در همیشه,نوذر اسمعیلی,,نشر شورآفرین
آخرین جزیره,زولفو لیوانلی,ایلناز حقوقی,انتشارات نگاه
تمساح ها,استیو پارکر,,جاجرمی
راهنمای بازیگری برای سینما,مایکل کین,,تابان خرد
چرا احمق،بیمار و بی پول هستید...,رندی گیج,علیرضا خاکساران,انتشارات آموخته
وقت نیایش ماهی ها,مصطفی جمشیدی,,انتشارات علمی و فرهنگی
ورونیکا تصمیم می گیرد بمیرد,پائولو کوئیلو,ایلیا حریری,انتشارات مکتوب
یک روز ارس گردم,فاطمه  باباخانی,,انتشارات افراز
عبور از مرز کوچک,اریش کستنر,کمال بهروزکیا,انتشارات محراب قلم
احساس آن چه اتفاق می افتد,آنتونیو داماسیو,جهانشاه میرزابیگی,انتشارات آگاه
تنگنا,فردریک دار,عباس آگاهی,موسسه فرهنگی هنری جهان کتاب
پالایش درون و راهی به روشن بینی,حبیب صادقی,مهدی سررشته داری,انتشارات مهراندیش
گاندی کیست؟,دانا میچن رو,مرضیه بیگی,نشر پیدایش
روز نحس,میخاییل زوشنکو,رضا قیصریه,انتشارات نیلا
وسوسه انتقام,لی چایلد,محمد عباس آبادی,انتشارات کتابسرای تندیس
حکایت جامعه شناسی,عباس محمدی اصل,,نشر علم
از مزرعه,جان آپدایک,سهیل سمی,گروه انتشاراتی ققنوس
آینده ی کهن,آرمان آرین,,انتشارات پرتقال
سیاست نامه ـ شماره ۶ ـ زمستان ۹۵,,,سیاست‌نامه
کاوشگر,کترین راندل,لیلا موسوی,انتشارات قدیانی
برسد به دست گمشده ها,مژده الفت,,هیلا
من لودویگ هستم!,باربارا رز,مهدیه متقی,انتشارات علمی و فرهنگی
مگه الان نباید مدرسه باشی؟,لمونی اسنیکت,,انتشارات کتابسرای تندیس
امریکانا,چیماماندا انگزی آدیچی,,در دانش بهمن
دوربین بازی,داود مرادیان,,ساقی
کدام هیولا؟,لیز پیشون,,نشر افق
سر نثار,مازیار عارفانی,,انتشارات سیب سرخ
عیدهای اسلامی 2,مجید ملامحمدی,,نوای مدرسه
مدیریت زمان,برایان تریسی,,شهرآب
قصد و صدا کن لیکو,عزت‌اله مهرآوران,,انتشارات نمایش
پدر بد,دیوید ویلیامز,,قاصدک صبا
آموزش دهل,امین ماسوری,,انتشارات سوره مهر
برای یافتنت باز می گردم,گیوم موسو,,انتشارات ترانه
ارج نامه شهریاری,پرویز رجبی,,انتشارات توس
تاریخ پانصد ساله خوزستان,احمد کسروی,,باهم
ارمغان دوست,ایرج زبردست,,انتشارات نگاه
تو تیپ ششمی!,مهری رحمانی,,انتشارات نسل نواندیش
پرنده کوچک بهشت,جویس کارول اوتس,بهناز باقری,انتشارات مانیاهنر
بازگشت شازده پسر,الخاندرو گیلرمو روئمز,ریحانه حسنوی,آلاچیق
پرده,ریموند چندلر,فتح‌الله جعفری جوزانی,نشر آناپنا
زهر,آلکساندر شلان,اردشیر اسفندیاری,انتشارات مهراندیش
دعای کمیل,مهدی الهی قمشه ای,,انتشارات پیام بهاران
ته چشم هایش انگار مرگ دست تکان می داد,رضا کاظمی,,مهر نوروز
بارون دون دون,افسانه شعبان نژاد,,لوپه تو
طولانی ترین سفر,نیکلاس اسپارکس,شهرزاد بیات موحد,در دانش بهمن
جادوی زندگی من,حسین قاسم زاده,,انتشارات رهنج
دنیای شیشه ای (1),علیرضا بهرامی,,انتشارات آرادمان
یهودیت,عبدالرحیم سلیمانی اردستانی,,انتشارات کتاب طه
پر پرواز,حسن احمدی,,انتشارات سروش
پی تی کو پی تی کو سواری,مجید محبوبی,,نشر جمال
تجلی دین در نمایش شرق و غرب,حسین  فدایی حسین,,انتشارات نمایش
روزی که جوحا هندوانه ای ترشیده فروخت,فریبا کلهر,,انتشارات قدیانی
باران و نقاشی های خانم آبان و 29 قصه ی دیگر,مجید شفیعی,,سایه گستر
بازگشت به آتلانتیس,ر آ مونتگومری,فریبا شریفی,دیبایه
سنت و تجدد معماری در دارالخلافه ناصری,وحید قبادیان,,انتشارات علم معمار
نقد ادبی و مطالعات فرهنگی,حسین پاینده,,نشر شهر
کلمات آب و هوایی,سایمون آبوت,سیده سودابه احمدی,سایه گستر
7/6 میلیارد نفر در کشورهای جهان زندگی می کنند,بن هوبارد,,انتشارات فاطمی
زمزمه باد,مریم جعفری,,شادان
اخلاق حرفه ای صلح و سازش,سعید نظری توکلی,,انتشارات کتاب طه
جستارهایی در هنر نمایشی,یدالله آقاعباسی,,انتشارات افراز
شطرنج با ماشین قیامت,حبیب  احمدزاده,,انتشارات سوره مهر
آسیب های پنهان طبقه,ریچارد سنت,محمدرضا فدایی,انتشارات شیرازه
روز خوب جینگولک بازی,پریسا شمس,,انتشارات علمی و فرهنگی
عجول خانم,راجر هارگریوز,مهدی حجوانی,انتشارات قدیانی
سیاست ادبیات,فرید قدمی,,انتشارات روزنه
آقای شهریور و شهر پرنده و 30 قصه ی دیگر,مجید شفیعی,,سایه گستر
110 تلنگر,احمد طرماح,,انتشارات مرسل
قصر گریپسهلم,کورت توخولسکی,محمدرضا قلیچ خانی,انتشارات افراز
آینده قدرت,جوزف نای,,نشر فرزان روز
رشد ده هزار برابری,مایکل گربر,,انتشارات نگاه نوین
چهار فصل دوستت دارم,قدمعلی سرامی,,نشر علم
شورای شش نفره,سعید  داودی ,,انتشارات امام علی بن ابی طالب (ع)
ورای حصارها,آلیس سبالد,,انتشارات کتابسرای میردشتی
مثل پرنده ای در باران,ریچارد براتیگان,علیرضا بهنام,سرزمین اهورایی
از دو که حرف می زنم از چه می گویم,هاروکی موراکامی,,آوای مکتوب
آدر,کاترین اپلگیت,,آرشیو روز
معماهای سیاسی,داود علی بابایی,,انتشارات امید فردا
آرامش در تی.ام,حمیدرضا مظاهری سیف,,انتشارات جمهوری
شهر تاریک,کاترین فیشر,زهرا طباطبایی,انتشارات بهنام
تاریخ فلسفه مسیحی در قرون وسطی,اتین ژیلسون,رضا گندمی نصرآبادی,ادیان و مذاهب
الیور توئیست,چارلز دیکنز,مهسا محجوب لاله,انتشارات نودا
مفتاح فتوحات,نصراله حکمت,,نشر علم
اقامتگاه‌های غیررسمی,,,مقصد
آپولو - مارپیچ آتشین,ریک ریوردن,آرزو مقدس,انتشارات پرتقال
مهدی حمیدی شیرازی,کامیار عابدی,,موسسه فرهنگی هنری جهان کتاب
دارم می رسم جان جان,مهدی کرد فیروزجایی,,انتشارات شهرستان ادب
شاعران آشنا,محمود پوروهاب,,نشر جمال
کلاه سازان,تامزین مرچنت,سپیده تفضلی,انتشارات مهرسا
زن منی و زنت هستم و زنم هستی,حدیث لزرغلامی,,انتشارات روزنه
خانه ی خیابان مهر,غلامحسین دولت آبادی,,یکشنبه
آزادی، قانون و سازمان,رضا داوری اردکانی,,پگاه روزگار نو
توت فرنگی و خامه,ناتالیا گینزبورگ,,انتشارات فرهنگ جاوید
زمین بازی ما را خریدند,مریم هاشم پور,,نشر شهر
جای خالی ابزارهای شفافیت,,,مقصد
نخستین کوشش های قانون گذاری در ایران,سید علی آل داوود,,انتشارات سخن
اگر فرصت دوباره ای بود,مارک لوی,عباس آگاهی,موسسه فرهنگی هنری جهان کتاب
تاریخ به روایت فوتبال,داوود قنبری,,حوض نقره
قربانیان گودال خدایان,بهروز واثقی,,ابوعطا
غذا حاضره,ربکا کاب,نوشابه امیری,مرغابی
لرد یکشنبه,گارت نیکس,مریم رفیعی,انتشارات بهنام
کاوش درونی,رابرت الکس جانسون,,انتشارات بینش نو
رباعیات عمر خیام,عمر خیام,,آوای خاور
توضیح المسائل شعر به لی لی,علی قنبری,,سرزمین اهورایی
زبان فارسی در آذربایجان,ایرج افشار,,انتشارات سخن
الهیات نجات: تقریرات دروس آیت الله سید حسن سعادت مصطفوی  (جلد ۲),سیدحسن سعادت مصطفوی $ حسین کلباسی اشتری,,پژوهشگاه علوم انسانی و مطالعات فرهنگی
رها زیستن,مایکل سینگر,منصور بیگدلی,بهار سبز
خیال های طلایی آقای تیرماه و 30 قصه ی دیگر,مجید شفیعی,,سایه گستر
زن مرموز بی رمز و راز,ویلیام ترور,نسرین طباطبایی,انتشارات فرهنگ جاوید
گفت وگو در تالاب,مارگریت یورسنار,مهتاب صبوری,انتشارات کلاغ
آزادی,نایجل واربرتون,یاشار جیرانی,انتشارات نگاه معاصر
نخستین زنان صوفی,مریم حسینی,,نشر علم
تغییر چهره,ریچارد استارک,,انتشارات کتابسرای تندیس
ابشالوم، ابشالوم!,ویلیام فاکنر,صالح حسینی,انتشارات نیلوفر
گفت و گوهایی درباره ی شکسپیر,یان کات,رضا سرور,انتشارات افراز
قدرت تان را در اختیار بگیرید,جیل بولت تیلور,فرخ بافنده,آسمان نیلگون
ماهنامه خط‌خطی ـ شماره ۶۸ ـ بهمن ۹۵,,,ماهنامه طنز و کارتون خط خطی
در خواب هایمان مردیم,مرتضی نجاتی,,نشر نیماژ
دوستی که نیاز دارم,گابی گارسیا,,انتشارات نودا
شکوه خانم,راجر هارگریوز,مهدی حجوانی,انتشارات قدیانی
پاد شکننده: چیزهایی که از بی نظمی بهره می برند,نسیم نیکلاس طالب,,نشر دیوار
از بهشت تا زمین,جعفر ابراهیمی (شاهد),,انتشارات علمی و فرهنگی
داستان نی,حمیدرضا توکلی,,مؤسسه سروش مولانا
چگونه کمال گرا نباشیم,استفان گایز,سیما ایرانخواه,آرایان
رأس ساعت گل,ایرج صف شکن,,انتشارات نگاه
365 قصه از زندگی حضرت محمد (ص),مجید ملامحمدی,,پیام آزادی
جادو,انجی سیج,پرتو اشراق,انتشارات ناهید
الهیات نجات : تقریرات دروس آیت الله سید حسن سعادت مصطفوی(جلد ۱),سیدحسن سعادت مصطفوی $ حسین کلباسی اشتری,,پژوهشگاه علوم انسانی و مطالعات فرهنگی
مدیریت پول,دیو رمزی,گیتی شهیدی,آرایان
خانواده ی بالای پله ها,لیزا جول,,انتشارات آوند دانش
روز بهترین سبزی شدن,پریسا شمس,,انتشارات علمی و فرهنگی
سبیل سرگردان,محمدکاظم اخوان,,نشر پیدایش
پل سوخته,جان فلنگن,سعیدا زندیان,انتشارات قدیانی
پس از پایان,کیوان محب خسروی,,نقد فرهنگ
جمعیت نسوان وطن خواه ایران,محمدحسین خسروپناه,,خجسته
رنگ های دیگر,اورهان پاموک,علیرضا سلیمانی,انتشارات اختران
صد سال نویسندگی در تهران,میلاد حسینی,,انتشارات علمی و فرهنگی
دست به کار شو,استیون پرسفیلد,,انتشارات پنگوئن آبی
«ما» و «جمهوری‌خواهان آمریکا»,,,مقصد
گذری بر احوالات یک زن,جوآن اندرسون,رضا امیرارجمند,انتشارات اژدهای طلایی
شهر و شهر,چاینا میه ویل,نریمان افشاری,نشر هیرمند
چرا زن ها گریه می کنند,رنه-ژان کلو,عظیم جابری,انتشارات افراز
برف های کلیمانجارو,ارنست همینگوی,,باهم
عزا برازنده الکتراست,یوجین اونیل,یدالله آقاعباسی,نشر قطره
سه تفنگدار,الکساندر دوما,میثم امینی,سایه گستر
لورنزاچیو,آلفرد دو موسه,,نشر خاموش
شهر ارواح,ویکتوریا شواب,معصومه تاجیک,پیام آزادی
باشگاه  خوانی بانی به مدرسه می رود,آنی سیلوسترو,میترا نوحی جهرمی,بازی و اندیشه
مجموعه آثار صادق هدایت,صادق هدایت,,قاصدک صبا
مادرید,نیکو  زهادی,,فرهنگ رسانه پویا
ماده تاریک و دایناسورها,لیزا رندال,,سبزان
قلعه حیوانات,جورج اورول,,انتشارات شبگیر
برف تا کمر در تاریکی نشسته,حسن همایون,,انتشارات مروارید
آپریل و آپریکا,باب گراهام,,بازی و اندیشه
کوچ روزبه,آتوسا صالحی,,نشر افق
روزن,احمد پوری,,نشر نیماژ
توپ سفید خال خالی کجا رفت؟,سوسن طاقدیس,,انتشارات شهر قلم
فقط عاشق زبان عاشق را می فهمد,قاسمعلی فراست,,انتشارات قدیانی
هرمس و سنت هرمسی,حسین کلباسی اشتری,,نشر علم
در جست و جوی آدری,سوفی کینسلا,,ابوعطا
هجوم ابرشرکت‌ها,,,مقصد
لحظه های بیتابی 2,فرهاد عابدینی,,انتشارات کتابسرای تندیس
روان شناسی کهن الگویی,جیمز هیلمن,محمدرضا چنگیز,انتشارات ماهریس
معجزه,راندا برن,مینا اعظامی,انتشارات کتابسرای میردشتی
هرمنوتیک و نمادپردازی در غزلیات شمس,علی محمدی آسیابادی,,انتشارات سخن
حقیقت عریان,جودی پیکولت,,نشر پیکان
آیا هر ارتباطی ارتباط است؟,جان سی مکسول,مهدی قراچه داغی,نشر پیکان
هیولای هوشمند,دن گاتمن,مونا قائمی,انتشارات گام
بوی دلتنگی,مریم ریاحی,,انتشارات پرسمان
تایدلاین و انفجاری در قلب,وجدی معود,نازنین میهن,انتشارات مات
مردی بالای صلیب,میکا والتاری,ذبیح الله منصوری,انتشارات نگاه
بررسی راهبرد طرفین درگیر در بحران سوریه,,,مقصد
کاملا خودت باش,متیو کلی,منیژه شیخ جوادی,نشر پیکان
ده تفاوت والدین استثنایی,اریکا رایشر,فریده فتوحی,انتشارات بذر خرد
هورا خانم بزرگ می مونه,سعید هاشمی,,به نشر
دردسر شغل من است,ریموند چندلر,فتح‌الله جعفری جوزانی,نشر آناپنا
قدرت,راندا برن,شبنم سعادت,انتشارات افراز
دوست دارم گاهی شاعر نباشم,واهه آرمن,,انتشارات نگاه
آقا گرگه خودش را خیلی دوست دارد,اریان لالمان,مهناز عسگری,انتشارات محراب قلم
بحران رهبری نقد ادبی و رساله حافظ,رضا براهنی,,دریچه
سلوک فردی,سید مجتبی حسینی,,نیستان
روزهای افتخار,عبدالرضا هوشنگ مهدوی,,نشر قطره
ملاصدرا و یحیی,عظیم  موسوی,,انتشارات نمایش
خنیاگر خیابان 18,ماریو بندتی,,نشر خاموش
سقوط بابل,بهروز واثقی,,ابوعطا
باتلاق فن,کاریل چرچیل,,انتشارات علمی و فرهنگی
اول سود,مایک میخالوویچ,منصور بیگدلی,انتشارات آوین
دژ فراموشی,آنتونی هوروویتس,گیتا گرکانی,انتشارات کتابسرای تندیس
عوامل موفقیت یک نهضت,محمد حسینی بهشتی,,انتشارات روزنه
از این بدتر نمیشه,جف کینی,,خلاق
داستان خانوادگی,واسکو پراتولینی,بهمن فرزانه,انتشارات علمی و فرهنگی
انقلاب ایران,ادوارد براون,,اساطیر
رفتارشناسی‏ خانواده ‏سبز,حسین باهر,,خیام
سوکورو تازاکی بی‌رنگ و سال‌های زیارتش,هاروکی موراکامی,میثم فرجی,نشر میانه
این رنج، یک رنج نیست,زهرا خشک جان,,انتشارات کویر
مامور مذاکره,داریوش عابدی,,انتشارات قدیانی
ضربان فکر,الهام یاوری,,انتشارات سروش
انسان تک ساحتی,هربرت مارکوزه,وحید اسلام زاده,انتشارات اندیشه احسان
توهمات,ریچارد باخ,سهیل سمی,نشر علم
زیتون,دیو اگرز,,انتشارات مروارید
مینیمالیست,بیاتریس آناهاتا,یاسین قاسمی بجد,انتشارات پل
باد سرخ,هادی حکیمیان,,انتشارات سوره مهر
وقتی آتش پاره وارد شهر می شود,کاترینا نانستاد,رقیه بهشتی,آفرینگان
خاطرات باب دیلن,باب دیلن,,انتشارات دنیای اقتصاد تابان
کیهان ـ ۲۱ بهمن ۵۷,,,روزنامه کیهان
مقدمه ای بر درک بینارشته ای فیلم,محمد هاشمی,,انتشارات لوگوس
دره ی انجیر,فرشته نوبخت,,نشر پیدایش
ترسیده بود جوجه ی نوک حنایی,منصوره عرب خراسانی,,ناریا
عار یا شعار,مهدی مسائلی,,نشر آرما
تصوف در مصر,مهدی فرمانیان,,ادیان و مذاهب
بررسی مبادی فلسفه نقادی,حسین غفاری,,انتشارات حکمت
یدک,شاهزاده هری,,انتشارات اسپینا
حسی از سرپناه,جان آپدایک,مهسا خلیلی,انتشارات نیلا
شاهزاده ی اندوه,محمد چرمشیر,,انتشارات نیلا
رنگ جادو,تری پرچت,رضا اسکندری آذر,نشر هیرمند
آیندگان ـ ۲۱ بهمن ۵۷,,,روزنامه آیندگان
دبیرستان: برادرم یک دروغگوی خیکی است,جیمز پترسون,,انتشارات کتابسرای میردشتی
زندگی رو به جلو,مایکل هایت,آزیتا نجات مهر,آرایان
یادداشت های پکن,محمد دهقانی,,نگاره آفتاب
جان روح,گری زوکاو,امیر بهنام,پازینه
فرهنگ توصیفی نحو,محمد راسخ مهند,,انتشارات علمی
فراموش شده,دیوید بالداچی,مهدی قراچه داغی,در دانش بهمن
سرسره متقاعدسازی,راجر دالی,,نشر کتاب مهربان
شمشیر و اسب زخمی,طاهره ایبد,,به نشر
برای والدین و نوجوانان,ویلیام گلسر,مهرداد فیروزبخت,انتشارات رسا
پایان ضیافت,یوکیو میشیما,شیوا مقانلو,نشر نیماژ
اطلاعات ـ ۲۱ بهمن ۵۷,,,اطلاعات
طراحی نشانه,آناهیتا مقبلی,,فخراکیا
شاه زخم ها,لی باردوگو,بهنام حاجی زاده,نشر باژ
داستان های کوتاه دارن شان,دارن شان,,نشر موج
نمایش سیاه بازی چله زری و عمو چله جون,جواد انصافی,,نشر مسیر دانشگاه
راحت گرایی,گرگ مک کیون,,نشر اشراقی
نمیشه؟! میشه!,الگا کیایی,,شادان
بچه های صحرا,واریس دیری,,انتشارات مروارید
آنا کارنینا,لئو تولستوی,,پارمیس
دفترچه های کتاب فروش,جلال برجس,کریم اسدی اصل,انتشارات مروارید
کوشک زلزله,اکبر صحرایی,,انتشارات کتابستان معرفت
بحرانی به نام «تغییر اقلیم»,,,مقصد
آینده ای برای نقد,کاترین بلزی,حبیب رستمی,نشر نیماژ
چه,علیرضا بهنام,,انتشارات افراز
خونه ی خاله کدوم وره,زهرا موسوی,,انتشارات علمی و فرهنگی
بخشودن نابخشودنی ها,لیزا ترکیورست,,انتشارات آوند دانش
دعای توسل,مهدی الهی قمشه ای,,انتشارات پیام بهاران
نگذارید فرار کند,طاهره ایبد,,نشر شهر
روز استخر,کریستین نومان ویلمن,نوشابه امیری,مرغابی
چای سرد,حسام نیک فال,,نشر آناپنا
سنجاقک ها,فاطمه راکعی,,نشر علم
دیده بان اژدها (پنج گانه ی دیده بان اژدها) اول,براندون مال,میلاد فشتمی,انتشارات بهنام
کیهان ـ ۲۲ بهمن ۵۷,,,روزنامه کیهان
راز طالع ووکی,تام انگلبرگر,انوشه قناتیان,نشر هیرمند
ازدواج دروغین,کیمبرلی بل,محدثه احمدی,نشر قطره
در کمال خونسردی,ترومن کاپوتی,,نشر پیکان
افراد موفق چگونه رهبری می کنند؟,جان سی مکسول,گیتی شهیدی,آرایان
پیشگوی پنهان,ریک ریوردن,فرزام حبیبی اصفهانی,آریابان
قصه های قرآن,محمدرضا مرعشی پور,,انتشارات نیلوفر
گزارشی از ملوان سرگردان در دریا,گابریل گارسیا مارکز,کیومرث پارسای,هنرکده
قفس پولادین,میشل لووی,,عطائی
گیج آقا,راجر هارگریوز,مهدی حجوانی,انتشارات قدیانی
چشم چشم خیابان,مجید محبوبی,,نشر جمال
آیندگان ـ ۲۲ بهمن ۵۷,,,روزنامه آیندگان
جایگاه دین در سینمای دینی پس از انقلاب,محسن گودرزی,,نقد فرهنگ
زنان اسطوره ای,جین شینودا بولن,نجمه زینلی,انتشارات ورجاوند
شصت سال صبوری و شکوری - جلد 5 - دفتر اول,ابراهیم یزدی,,انتشارات کویر
در ستایش سایه ها,جونیچیرو تانیزاکی,,انتشارات حرفه نویسنده
و کوه ها انعکاس دادند,خالد حسینی,,در دانش بهمن
فرهنگ ماثورات متون عرفانی,باقر صدری نیا,,انتشارات سخن
گاف فرهنگ,محمدرضا زائری,,نشر آرما
هما,کاظم رضا,,رشدیه
وغ وغ ساهاب,صادق هدایت,,انتشارات بدرقه جاویدان
رمان تاریخی,گئورگ لوکاچ,,انتشارات اشاره
اطلاعات ـ ۲۲ بهمن ۵۷,,,اطلاعات
مترسنگ,جلیل صفربیگی,,انتشارات سیب سرخ
انجمن زیرزمینی,عزت الله الوندی,,انتشارات طلایی
دنیا با رنگ قشنگه 4,زهرا موسوی,,نشر کتاب پرنده
کلودومیر بداخلاق (سلطان صحنه),کریستین نومان ویلمن,,مرغابی
سیر حکمت در ایران,اقبال لاهوری,,انتشارات فردوس
چگونه شاد باشیم و از زندگی خود لذت ببریم,مایکل نیل,فهیمه رحمتی,استاندارد
پاکو یادت هست؟,شارل اگزبرایا,عباس آگاهی,موسسه فرهنگی هنری جهان کتاب
ی که هیچ کس به فکرش نیست,فریبا کلهر,,نشر شهر
در ستایش بیداری,رضا اسماعیلی,,پارس کتاب
بهشت نیمه کاره,توماس ترانسترومر,بابک زمانی,انتشارات فصل پنجم
فنون بیان و سخنرانی,ریچارد  پین ,علی دنیادیده,انتشارات اندیشه آریا
دعوت به دعای عهد زنان,سید علی صالحی,,انتشارات نگاه
گرگ,مارسل امه,,انتشارات سروش
آستریکس و گلادیاتور,رنه گوسینی,فریبرز افروزی,سامر
فاصله ای که پیر شد,محمدرضا شمس,,نشر پیدایش
مفاهیم اصلی در فلسفه شرقی,اولیور لیمن,,نشر علم
خوشحال آقا,راجر هارگریوز,مهدی حجوانی,انتشارات قدیانی
اتیپل,ایلیا ارنبورگ,مژگان صمدی,انتشارات کلاغ
ماجراهای هاکلبری فین,مارک تواین,فروزان صاعدی,انتشارات بدرقه جاویدان
شیوه ی دیگری برای گفتن,جان برجر,,نشر قو
جشن همگانی,مجید قیصری,,نشر افق
به آینه نگاه نمی کنم,مژگان کلهر,,نشر پیدایش
شرح غزل های حافظ,محمد معین,,انتشارات صدای معاصر
چگونه کلمات مناسب را کشف کنیم,آلن دوباتن,راضیه جلالی,نشر لگا
دین ، جامعه و دولت در ایران,احمد موثقی,,موسسه تحقیقات و توسعه علوم انسانی
صدای جنگلبان مهربان بود,منصوره عرب خراسانی,,ناریا
زن کامل,مارابل مورگان,,عالی تبار
تاریخ اجتماعی آینده,آلن تورن,,نشر گاه
تفکر طراحی,یحیی تابش,,انتشارات فاطمی
دستیار دیجیتالی,دن گاتمن,مونا قائمی,انتشارات گام
بچه های تانر,روبرت والزر,علی عبداللهی,فرهنگ نشر نو
فلسفه در زمانه حاضر,آلن بدیو $ اسلاوی  ژیژک,فواد  حبیبی $ کمال  خالق‌پناه,انتشارات روزبهان
ازدواج از توهم تا واقعیت,پیمان آزاد,,نشر علم
عاقبت چه بر سر قورباغه آمد,پتر هرتلینگ,گیتا رسولی,آفرینگان
پس از کشف ردپای پلنگ صورتی,غلامحسین دولت آبادی,,یکشنبه
