name,author,translator,publisher
سازمان و مدیریت,مهرداد پورفتحی,,انتشارات فرشتگان فردا
معلم پژوهنده,جمعی از پژوهشگران,,انتشارات فرشتگان فردا
چارقد قرمزم همیشه مرداد است,معصومه محمدی سیف,,انتشارات فرشتگان فردا
من نباید قبل از مرگم بمیرم,معصومه محمدی سیف,,انتشارات فرشتگان فردا
ماهنامه عصر کرمان ـ شماره ۵ ـ ۲۴ اسفند ۱۳۹۹,,,نشریه فرهنگی هنری عصر کرمان
شیمی (۳) و آزمایشگاه سوم متوسطه  (نمونه سوالات امتحانی),محمدعلی  زیرک,,نشر گل‌واژه
روزنامه سراسری خوزی‌ها ـ شماره ۹۹ـ یک‌شنبه ۲۴ اسفند ۹۹,,,روزنامه خوزی ها
فصلنامه خاطرات سیاسی ـ شماره ۱۱ ـ زمستان ۱۳۹۹,,,فصلنامه خاطرات سیاسی
نشریه ندا ـ ۲۳ اسفند ۹۹,,,نشریه ندا
فصلنامه اختصاصی مهندسی پلیمر و شیمی ـ فصلنامه ۱۸ - زمستان ۹۹,,,فصلنامه اختصاصی مهندسین شیمی و پلیمر
هفته نامه اطلاعات بورس ـ شماره ۳۹۳ ـ ۲۴ اسقند ۹۹,,,ماهنامه بازار و سرمایه
هفته نامه اطلاعات بورس ـ شماره ۳۹۳ ـ ۲۴ اسفند ۹۹,,,هفته نامه شرکت نیکان رسانه بازار سرمایه
از بوشهر تا بوشر,میثم رضایی,,انتشارات هلیله
هفته نامه اطلاعات بورس ـ شماره ۳۹۳ ـ ویژه نامه نوروز ۱۴۰۰,,,هفته نامه شرکت نیکان رسانه بازار سرمایه
فیلترهای وفقی,آلکساندر دی پولاریکاس,مهدی بکرانی $ روزبه رجبی,انتشارات دانشگاه صنعتی قم
زیست‌شناسی (2) و آزمایشگاه سوم متوسطه (نمونه سوالات امتحانی),افشین  ابوالحسنی $ کتایون  قضاوت,,نشر گل‌واژه
روان شناسی و توسعه,,سعید عبدالملکی,انتشارات ترجمان علوم انسانی
پایان افسانه کالری ها,عانگع اصلانیان,,انتشارات کلید آموزش
اعترافات یک کتاب خوان معمولی,آنه فدیمن,محمد معماریان,انتشارات ترجمان علوم انسانی
رویای عاشقانه,مریم عبدالهی کرانی,,انتشارات آذرفر
روان شناسی پول,مورگان هاوزل,حسین عزیزطائمه $ سودابه خادمی,انتشارات دوران
مدیریت ارتباط با مشتری,بهمن حیدری $ شعبان الهی,,انتشارات چاپ و نشر بازرگانی
مدیریت استراتژیک و مزیت رقابتی,جی بارنی $ ویلیام هسترلی,حامد دهقانان $ وحید خاشعی $ عطا الله هرندی,انتشارات چاپ و نشر بازرگانی
گلبرگ مطالعات اجتماعی هفتم,حسین  آذرحزین,,نشر گل‌واژه
به دنیای مدیریت خوش آمدید,رایان هاک,سودابه خادمی $ حسین عزیزطائمه,انتشارات دوران
بازاریابی یک‌صفحه‌‎ای,آلن دیپ,زهره نوروزی,ره‌آورد مدیریت
مدیریت استراتژیک منابع انسانی,جفری ای. ملو,حامد دهقانان $ کریم رحمتی $ وحید خاشعی,انتشارات چاپ و نشر بازرگانی
معافیت های گمرکی و سیاست های تجارت مرزی در ایران,علی زاهدطلبان,,انتشارات چاپ و نشر بازرگانی
من یک زنم و مصممم در کسب و کار خود موفق شوم,استفانی بنلمسلی,ناعمه بریمانی,انتشارات چاپ و نشر بازرگانی
زنی به نام من,فرزانه برزو,,انتشارات گیوا
مدیریت استرس در ورزش,یوسف معصومیان $ محمد بابارئیسی,,انتشارات آذرفر
ایران - ۲۴ اسفند ۱۳۹۹,,,روزنامه ایران
خراسان - ۱۳۹۹ يکشنبه ۲۴ اسفند,,,روزنامه خراسان
گلبرگ علوم تجربی هفتم,پگاه میرزایی,,نشر گل‌واژه
کیهان - يکشنبه ۲۴ اسفند ۱۳۹۹,,,روزنامه کیهان
جوان - يکشنبه ۲۴ اسفند ۱۳۹۹,,,روزنامه جوان
مجله قلک ـ شماره ۸۱ ـ فروردین ۱۴۰۰,,,مجله قلک و مدیریت ارتباطات
آفتاب یزد - ۲۴ اسفند ۱۳۹۹,,,روزنامه آفتاب یزد
ابتکار - ۲۴ اسفند ۱۳۹۹,,,روزنامه ابتکار
بهار - ۱۳۹۹ يکشنبه ۲۴ اسفند,,,روزنامه بهار
وطن امروز - ۱۳۹۹ يکشنبه ۲۴ اسفند,,,روزنامه وطن امروز
ایران ورزشی - ۱۳۹۹ يکشنبه ۲۴ اسفند,,,روزنامه ایران ورزشی
متغیرهای داخلی در ترموالاستیسیته,آرکادی برزوفسکی $ پیتر وان,هادی بشیرنژاد دهقان,انتشارات آذرفر
بازاریابی یک صفحه ای,آلن دیپ,زهره نوروزی,ره‌آورد مدیریت
گلبرگ ریاضی هفتم,حامد اصلانی,,نشر گل‌واژه
دیوان آنی,آنیتا متکیانی,,انتشارات مولفین طلایی
مهر، پاییز، آذر,کیارش دل‌آرام,,انتشارات مولفین طلایی
مجله مدیریت ارتباطات ـ شماره ۱۳۰ و ۱۳۱ ـ اسفند ۱۳۹۹ و فروردین ۱۴۰۰,,,مجله قلک و مدیریت ارتباطات
قدرت خواندن؛ از سقراط تا توییتر,فرانک فوردی,محمد معماریان,انتشارات ترجمان علوم انسانی
ماهنامه گفتمان پیشرفت ـ شماره دوم ـ اسفند ۹۹,,,نشریه گفتمان پیشرفت
روزنامه سازندگی ـ شماره ۸۹۶ ـ ۲۴ اسفند ۹۹,,,روزنامه سازندگی
هفته‌نامه اقتصاد برتر ـ شماره  ۱۱۹ـ ۲۷ اردیبهشت ۹۵,,,روزنامه اقتصاد برتر
خشم و بخشش,مارتا نوسباوم,تورج حوری $ فیروزه مقدم,انتشارات مازیار
سوگند به انجیر,وحیده افضلی,,انتشارات سوره مهر
سومین سوگواره پوسترهای عاشورایی,مرکز هنرهای تجسمی حوزه هنری,,انتشارات سوره مهر
سی کشتی، یک فرمانده,لیلا نظری گیلانده,,انتشارات سوره مهر
سیر تفکر معاصر؛ جلد سوم,محمد مددپور,,انتشارات سوره مهر
سیر تفکر معاصر؛ جلد دوم,محمد مددپور,,انتشارات سوره مهر
سیر حکمت و هنر مسیحی,محمد مددپور,,انتشارات سوره مهر
سیر طنز در ادبیات ترکی آذربایجانی؛ جلد ۱,صالح سجادی,,انتشارات سوره مهر
سیر طنز در ادبیات ترکی آذربایجانی؛ جلد ۲,صالح سجادی,,انتشارات سوره مهر
سیر طنز در ادبیات ترکی آذربایجانی؛ جلد ۳,صالح سجادی,,انتشارات سوره مهر
پیام های آسمان هشتم,مصطفی  جعفری,,نشر گل‌واژه
سیری بر تاریخ داستان پردازی آوازی و موسیقایی ایران,هوشنگ جاوید,,انتشارات سوره مهر
سیستم های کوک موسیقایی,فرشاد شیخی,,انتشارات سوره مهر
شاعر درباری,احمدرضا قدیریان,,انتشارات سوره مهر
شاعران سرزمین من ۳,,,انتشارات سوره مهر
قصه های شیرین ایرانی (شاهنامه),سعید بیابانکی,,انتشارات سوره مهر
شاهنامه نگاری در ایران,عبدالمجید شریف‌زاده,,انتشارات سوره مهر
شب دنباله دار,ناصر حامدی,,انتشارات سوره مهر
شب ستاره و گیسو,انسیه موسویان,,انتشارات سوره مهر
شب طولانی,عبدالرحمان اونق,,انتشارات سوره مهر
شب گرفتن ماه,ساتم الوغ‌زاده,,انتشارات سوره مهر
گلبرگ ریاضی هشتم,حامد اصلانی,,نشر گل‌واژه
سیستم تصمیم یار,محمدهادی زاهدی $ زینب دهقان,,انتشارات دانشگاه پیام نور
شب های بی فانوس,جعفر ابراهیمی (شاهد),,انتشارات سوره مهر
شب و یاس  یأس,ابوالقاسم غلام‌حیدر,,انتشارات سوره مهر
سلطنت ترس,مارتا نوسباوم,حامد قدیری,انتشارات ترجمان علوم انسانی
سیدمرتضی علم الهدی,احمد علامه فلسفی,,انتشارات فراروان‌شناسی
جریان شناسی نثر معاصر ایران,مصطفی گرجی $ سیدعلی سراج,,انتشارات دانشگاه پیام نور
ژیمناستیک ۱,حمزه دانشمندی $ نیما صمدزاده یقینی,,انتشارات دانشگاه پیام نور
شیمی تجزیه پیشرفته,حسن کرمی $ محمدعلی کریمی,,انتشارات دانشگاه پیام نور
سینتیک و دینامیک شیمیایی,محمد زکریانژاد $ بتول مکی‌آبادی,,انتشارات دانشگاه پیام نور
زیست شناسی پرتوی,صفیه صوفیان $ سعید رضایی زارچی,,انتشارات دانشگاه پیام نور
گلبرگ مطالعات اجتماعی هشتم,حسین  آذرحزین,,نشر گل‌واژه
متون نظم ۳ (خاقانی و نظامی),علی محمد گیتی فروز $ مهدی کدخدای طراحی,,انتشارات دانشگاه پیام نور
مدیریت رفتار سازمانی پیشرفته,محمد مهدی پرهیزگار $ سیدمحمد باقری,,انتشارات دانشگاه پیام نور
زبان,شیا اولو گوا,صبا راستگار,انتشارات کتاب‌سرای نیک
زن یعنی فرشته ...,ماریو بارث,ندا متانی,انتشارات آینده درخشان
مراقبت‌های سلامتی ایمن‌تر استراتژی‌های جهان واقعی,چارلز وینسنت $ رنه آمالبرتی,طاهره نجفی قزلجه $ سحر کیوانلو شهرستانکی,انتشارات بشری
املین پنک هرست,لیزبت کیسر,زهره زاهدی,كارگاه فيلم و گرافيگ سپاس
پیروزی در بازی های بزرگ,کیومرث رضائیان چشمه کبود,,انتشارات ماهواره
گلبرگ علوم تجربی هشتم,پگاه میرزایی,,نشر گل‌واژه
۲۳ راه برای غلبه بر تنبلی (خلاصه کتاب),اس. جی. اسکات,گروه مترجمان,نشر مسیر سبز رشد
آبنبات ـ شماره ۲۷ ـ ۶ اسفند ۹۹,,,موسسه فرهنگی هنری خراسان
آبنبات ـ شماره ۲۶ ـ ۲۹ بهمن ۹۹,,,موسسه فرهنگی هنری خراسان
آبنبات ـ شماره ۲۵ ـ ۱۵ بهمن ۹۹,,,موسسه فرهنگی هنری خراسان
نشریه ارگ ـ شهر آینده ـ شماره ۱۱ ـ زمستان ۹۹,,,نشریه ارگ
زمزم عشق,اسماعیل منصوری لاریجانی,,انتشارات خادم الرضا (ع)
فصل نامه اجتماعی ـ سیاسی رِباط- شماره ۲ ـ زمستان ۱۳۹۹,,,نشریه رباط
دانشمند ـ ضمیمه شماره ۶۹۰ ـ عیدانه ـ فروردین ۱۴۰۰,,,انتشارات دانشمند
هفته‌نامه شما – شماره ۹۴۶ – ۲۷ اردیبهشت ۹۵,,,نشریه شما
زن صدف آفرینش,فاطمه قاضی,,انتشارات خادم الرضا (ع)
ضامن آهو؛ زمزمه های توسل,محمدرضا زائری,,انتشارات خادم الرضا (ع)
دوماهنامه دید برتر ـ شماره ۳۲ ـ بهمن و اسفند ۹۹,,,دیدبرتر
روزنامه اقتصاد برتر ـ شماره ٩١٣ ـ ٢۵ اسفند ٩٩,,,روزنامه اقتصاد برتر
روزنامه سراسری خوزی‌ها ـ آخرین چاپ در سال ۹۹ ـ شماره ۱۰۰ ـ دوشنبه ۲۵ اسفند ۹۹,,,روزنامه خوزی ها
برتری خفیف,جف اولسون,حمید کلایی‌راد,انتشارات میلکان
ایران - ۲۵ اسفند ۱۳۹۹,,,روزنامه ایران
از من تا هستی,سالومه نواب,,انتشارات پژوهش اخوت
خراسان - ۱۳۹۹ دوشنبه ۲۵ اسفند,,,روزنامه خراسان
کیهان - دوشنبه ۲۵ اسفند ۱۳۹۹,,,روزنامه کیهان
جوان - دوشنبه ۲۵ اسفند ۱۳۹۹,,,روزنامه جوان
آفتاب یزد - ۲۵ اسفند ۱۳۹۹,,,روزنامه آفتاب یزد
ابتکار - ۲۵ اسفند ۱۳۹۹,,,روزنامه ابتکار
بهار - ۱۳۹۹ دوشنبه ۲۵ اسفند,,,روزنامه بهار
وطن امروز - ۱۳۹۹ دوشنبه ۲۵ اسفند,,,روزنامه وطن امروز
ایران ورزشی - ۱۳۹۹ دوشنبه ۲۵ اسفند,,,روزنامه ایران ورزشی
قصه های عطار نیشابوری,عطار نیشابوری,,نشر آواهیا
در چشمه سار نهج البلاغه,اسماعیل منصوری‌ لاریجانی,,انتشارات خادم الرضا (ع)
صبحی در تاریکی,فاطمه قهدریجانی,,انتشارات پژوهش اخوت
ماری کوری,ماریا ایزابل سانچز وگارا,زهره زاهدی,كارگاه فيلم و گرافيگ سپاس
دنیا و دنیاگرایی در نهج البلاغه,سید علیرضا ادیانی,,انتشارات خادم الرضا (ع)
زندگی خانوادگی (کودکان و نوجوانان ۱),پگی پست $ آنا پست $ لیزی پست $ دانیل پست سنینگ,مریم تقدیسی,آسمان نیلگون
زندگی خانوادگی (کودکان و نوجوانان ۲),پگی پست $ آنا پست $ لیزی پست $ دانیل پست سنینگ,مریم تقدیسی,آسمان نیلگون
هنر؛ دیالوگ با فرشته یا شیطان؟,حسن رحیم‌پور ازغدی,,نشر معارف
زندگی خانوادگی (نکات کلی),پگی پست $ آنا پست $ لیزی پست $ دانیل پست سنینگ,مریم تقدیسی,آسمان نیلگون
علیه تربیت فرزند,آلیسون گوپنیک,مینا قاجارگر,انتشارات ترجمان علوم انسانی
۵۰ نکته درباره ارتقای حرفه ای معلمان,جک سی ریچاردز,علی درخشان $ فرزانه شکی $ کلثوم غلامی اندراتی,نشر بوی کاغذ (بوکا)
راز حجاب,زهرا سادات اخوت,,انتشارات پژوهش اخوت
هلهله فرشته ها,سعید شریف یزدی $ علی‌اکبر حائری,,نشر معارف
هلو برادر,حامد اشتری,,نشر معارف
پدر یک دقیقه‌ای,اسپنسر جانسون,آرش صدر,شادن پژواک
101 Educational Concepts,رضا پیش‌قدم,ابوالفضل خدامرادی,نشر بوی کاغذ (بوکا)
چهار اثر از فلورانس اسکاول شین,فلورانس اسکاول شین,گیتی خوشدل,انتشارات ماه آوا
عملیات واحد مهندسی شیمی ۱,عارف شکری $ صفورا کریمی,,انتشارات دانشگاه صنعتی جندی شاپور دزفول
اقتصاد جمهوری‌های مسلمان فدراسیون روسیه,احسان رسولی‌نژاد $ پریسا صبری,,انتشارات نور علم
بند باز,ساسان حبیب‌وند,,انتشارات ماه آوا
مکانیک سیالات کاربردی برای مهندسان شیمی,صفورا کریمی,,انتشارات دانشگاه صنعتی جندی شاپور دزفول
مبانی لاتک,مهدی بدیعی $ حسین کثیری,,انتشارات دانشگاه صنعتی جندی شاپور دزفول
پریوش,محمد رضایی بختیاری,,انتشارات پژوهش اخوت
تکنیک های آنالیز گرمایی و کاربردهای متنوع آن,,مجید عبدوس $ فاطمه فتح‌الهی $ سیدعلیرضا حسنی نجف‌آبادی,مرکز نشر دانشگاه امیرکبیر
معرفی فناوری های نوین دارورسانی,عاطفه پورجاهد,,انتشارات دانشگاه صنعتی جندی شاپور دزفول
MOHALLA,سیدنادر پورموسوی,,انتشارات دانشگاه صنعتی جندی شاپور دزفول
خری که در برلین گم شد,مسلم ناصری,,نشر معارف
آگاهی نو ـ شماره ۲ ـ زمستان ۹۹,,,مجله آگاهی نو
سیاست نامه ـ شماره ۱۶ ـ نوروز ۱۴۰۰,,,سیاست‌نامه
ماهنامه تجربه ـ شماره ۷۲ ـ اسفند ۹۹,,,ماهنامه هنر و ادبیات تجربه
کافه ای به نام چرا,جان پی. استرلکی,امیرحسن مکی,انتشارات ماه آوا
روزنامه سازندگی ـ شماره ۸۹۷ ـ ۲۵ اسفند ۹۹,,,روزنامه سازندگی
والدین سمی,سوزان فوروارد,مینا فتحی,انتشارات ماه آوا
یک سرزمین موعود,باراک اوباما,الهام شریف $ فاطمه باغستانی,انتشارات نسل نواندیش
اعترافات رمان نویس جوان,اومبرتو اکو,رضا علیزاده,انتشارات ماه آوا
کلکسیونر,جان فاولز,پیمان خاکسار,نشر چشمه
فقر احمق می ‌کند,سندهیل مولاینیتن $ الدار شفیر,سید امیرحسین میرابوطالبی,انتشارات ترجمان علوم انسانی
من، شماره سه,عطیه عطارزاده,,نشر چشمه
عامه پسند,چارلز بوکفسکی,پیمان خاکسار,نشر چشمه
در محضر طبیب (در سفری به خراسان),ماجد اخوت,,انتشارات پژوهش اخوت
ماهنامه جهان کتاب ـ شماره ۳۸۱ و ۳۸۲ ـ بهمن و اسفند ۱۳۹۹,,,جهان کتاب
بیا با جغدها درباره دیابت تحقیق کنیم,دیوید سداریس,پیمان خاکسار,نشر چشمه
پرانترنی، دستیاری، بورد داخلی,,,کامران احمدی
abc medicine آسان آموز دانش پزشکی؛ درس آزمون بیماری های عفونی,مسعود مرتضی‌زاده,,تیمورزاده
دستنامه تشخیص افتراقی DSM-5,مایکل بی. فیرست,علیرضا بهرامی,تیمورزاده
GBS آناتومی - نوروآناتومی (ویراست دوم),مهدی آذرافراز,,تیمورزاده
تفسیر آسان آزمون عملکرد ریه؛ راهنمای تفسیر اسپیرومتری (ویراست دوم),قاسم عظیمی $ رامین ابراهیمی,,تیمورزاده
اصول جراحی لارنس (عمومی، تخصصی)؛ جلد اول (ویراست ششم),جسیکابت اوکانل,آرمان انقطاع $ هاله پاک $ حسن توکلی,تیمورزاده
درنگی در زندگانی جذاب ترین زن تاریخ,ماجد اخوت,,انتشارات پژوهش اخوت
اصول جراحی لارنس (عمومی، تخصصی)؛ جلد دوم (ویراست ششم),جسیکابت اوکانل,آرمان انقطاع $ هاله پاک $ حسن توکلی,تیمورزاده
اصول و تکنیک های روش جراحی الیزاروف,محمود کریمی مبارکه $ ذبیح‌الله حسن‌زاده $ علی نعمتی $ سیروس افشار,,تیمورزاده
بعد از او,منصور یوسف‌زاده شوشتری,,بنیاد فرهنگ زندگی دیجیتال
با من سخن بگو,منصور یوسف‌زاده شوشتری,,بنیاد فرهنگ زندگی دیجیتال
پیوند مغز استخوانی (BMT) در بتا تالاسمی؛ راهنمای آموزشی برای بیماران,افشان شیرکوند,,تیمورزاده
تفسیر تصاویر اشعه X شکم برای دانشجویان پزشکی,کریستوفر کلارک $ آنتونی داکس,علی ابطحی‌راد,تیمورزاده
جراحی در یک صفحه,اسکات کاهان $ جان جی راوز,رامین اعتصامی,تیمورزاده
دارونامه جامع رسمی داروهای ایران، ایران فارما؛ داروهای قلب و عروق و داروهای خون,مهدیه بهشادفر $ عاطفه رباب‌پور درخشان $ زهرا قاسمی,,تیمورزاده
دستنامه درمان های طبی واشنگتن؛ جلد اول (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد,تیمورزاده
مردم‌سالاری - ۱۳۹۵/۰۳/۲۸,,,روزنامه مردم سالاری
دستنامه درمان های طبی واشنگتن؛ جلد دوم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد,تیمورزاده
دستنامه درمان های طبی واشنگتن؛ جلد سوم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد,تیمورزاده
دستنامه درمان های طبی واشنگتن؛ جلد چهارم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد,تیمورزاده
دستنامه درمان های طبی واشنگتن؛ جلد پنجم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد $ افسانه توده‌رنجبر $ حسام‌الدین حسین‌جانی,تیمورزاده
دستنامه درمان‌های طبی واشنگتن؛ جلد ششم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد $ کاوه شفایی تنکابنی $ حسام‌الدین حسین‌جانی,تیمورزاده
دستنامه درمان‌های طبی واشنگتن؛ جلد هفتم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد,تیمورزاده
دستنامه درمان‌های طبی واشنگتن؛ جلد هشتم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد $ افسانه توده‌رنجبر,تیمورزاده
دستنامه درمان های طبی واشنگتن؛ جلد نهم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد $ افسانه توده‌رنجبر,تیمورزاده
دستنامه درمان های طبی واشنگتن؛ جلد دهم (ویراست ۳۴),,مهیار شیرخدایی $ محمدرضا ترحمی $ محمد رضائیان $ علی ابطحی‌راد $ افسانه توده‌رنجبر,تیمورزاده
پخمه,عزیز  نسین,رضا همراه,انتشارات ماه آوا
ایران ورزشی - ۱۳۹۵ سه شنبه ۲۸ ارديبهشت,,,روزنامه ایران ورزشی
کفش باز,فیل نایت,سید سعید کلاتی,انتشارات ماه آوا
مرد کوچک,آلفونس دوده,محمود گودرزی,انتشارات ماه آوا
بازگشت به کافه چرا,جان پی. استرلکی,خاطره باقری,شادن پژواک
سایه,کارین ژیه‌بل,آریا نوری,نشر البرز
ایران - ۲۶ اسفند ۱۳۹۹,,,روزنامه ایران
خراسان - ۱۳۹۹ سه شنبه ۲۶ اسفند,,,روزنامه خراسان
کیهان - سه‌شنبه ۲۶ اسفند ۱۳۹۹,,,روزنامه کیهان
جوان - سه‌شنبه ۲۶ اسفند ۱۳۹۹,,,روزنامه جوان
ابتکار - ۲۶ اسفند ۱۳۹۹,,,روزنامه ابتکار
بهار - ۱۳۹۹ سه شنبه ۲۶ اسفند,,,روزنامه بهار
ایران - ۱۳۹۵ سه شنبه ۲۸ ارديبهشت,,,روزنامه ایران
وطن امروز - ۱۳۹۹ سه شنبه ۲۶ اسفند,,,روزنامه وطن امروز
ایران ورزشی - ۱۳۹۹ سه شنبه ۲۶ اسفند,,,روزنامه ایران ورزشی
روزنامه ایران ـ ویژه نامه نوروزی,,,روزنامه ایران
آفتاب یزد - ۲۶ اسفند ۱۳۹۹,,,روزنامه آفتاب یزد
به سوی تو می آیم و تو قسمتم نمی شوی,عسل نجاتی,,انتشارات آذرفر
مربی تریلیون دلاری,جاناتان روزنبرگ $ اریک اشمیت $ آلن ایگل,احمد آل احمد,نوین کتاب گویا
مثنوی معنوی (دفتر اول),مولانا جلال‌الدین محمد بلخی مولوی,,کتاب‌های صوتی کتابسرای نیک
زمستان ۶۲,اسماعیل فصیح,,نوین کتاب گویا
راه مردم - ۱۳۹۵ سه شنبه ۲۸ ارديبهشت,,,روزنامه راه مردم
مثنوی معنوی (دفتر دوم),مولانا جلال‌الدین محمد بلخی مولوی,,کتاب‌های صوتی کتابسرای نیک
زندگی خود را طراحی کنید,بیل برنت $ دیو ایوانز,سیمین موحد,نوین کتاب گویا
روزنامه اقتصاد برتر ـ شماره ٩١۴ ـ ٢۶ اسفند ۹۹,,,روزنامه اقتصاد برتر
مثنوی معنوی (دفتر سوم),مولانا جلال‌الدین محمد بلخی مولوی,,کتاب‌های صوتی کتابسرای نیک
مثنوی معنوی (مجموعه شش دفتر),مولانا جلال‌الدین محمد بلخی مولوی,,کتاب‌های صوتی کتابسرای نیک
آخرین شب پاییزی,نسیم داوودی پناه,,انتشارات آثار سبز
تاثیر فلات زدگی شغلی در سازمان,اکبر عباسی امیرهنده,,انتشارات آذرفر
مجله نجوم ـ شماره ۲۷۷ ـ اسفند ۹۹,,,ماهنامه نجوم
گودبرداری های عمیق,او چانگ یو,مسعود عامل سخی $ بهروز احمدپور $ سیدحسن حسینی,انتشارات دانشگاه صنعتی قم
دل خون,الهام اعلاءالملکی,,انتشارات آذرفر
ابرار ورزشی - ۱۳۹۵/۲/۲۸,,,روزنامه ابرار ورزشی
آموزش ساخت زیورآلات طلا و نقره,علیرضا عبدالکریمی,,انتشارات آذرفر
فصلنامه قاف ـ شماره ۱۲ ـ زمستان ۹۹,,,فصلنامه قاف
نبرد با تانک‌ها,سعید مهاجر $ تقی حمیدی,,انتشارات آثار سبز
یادی از ایران,ایوب گبانچی,,سبزان
هفته نامه غیر بر خط اراده ملت ـ شماره ۲۷ ـ هفته چهارم اسفند ۹۹,,,هفته‌نامه اراده ملت
سرزمین بی کران,ایوب گبانچی,,سبزان
نماد و نشانه در شماره ها,ایوب گبانچی,,سبزان
روزنامه سازندگی ـ شماره ۸۹۸ ـ ۲۶ اسفند ۹۹,,,روزنامه سازندگی
زندگی یک عروسک چرک تاب,مژگان حاتمی,,سبزان
کتابگرد ۱۰ | احسان طریقت,,,پادکست کتابگرد
شهروند - ۱۳۹۵ سه شنبه ۲۸ ارديبهشت,,,روزنامه شهروند
شبی که پیشوا دندان درد داشت,مژگان حاتمی,,سبزان
مجله شیرازه کتاب ـ شماره ۵۰ و ۵۱ ـ بهمن و اسفند ۱۳۹۹,,,مجله شیرازه کتاب
مثنوی معنوی (دفتر چهارم),مولانا جلال‌الدین محمد بلخی مولوی,,کتاب‌های صوتی کتابسرای نیک
خر فیلسوف,توفیق الحکیم,پریسا عرب,انتشارات روزبهان
راهنما و کتاب کار آزمایشگاه ژنتیک پایه,زهرا لندرانی,,نشر دقایق
بن بست بی ساز,هایده رحیمی,,انتشارات روزبهان
خزان,آلی اسمیت,آرمین کاظمیان,انتشارات روزبهان
چگونه نویسنده‌‌ی پول‌ساز شویم؟,فریبا حداد,,انتشارات کتابداران
