name,author,translator,publisher
هفته‌نامه صدا ـ شماره ۱۱۵ ـ ۳۰ اردیبهشت ۹۶,,,هفته‌نامه صدا
تیمسار دگمه,عزت الله الوندی,,کانون پرورش فکری کودکان و نوجوانان
تئاتر بی کلام و تئاتر مستقل,مهری نقی پور ینگجه,,کانون پرورش فکری کودکان و نوجوانان
پیشکسوتان نشر و مراکز مکتب تشیع در عرصه بین الملل,محمدتقی انصاریان خوانساری,,انتشارات انصاریان
جزیره,داریوش عابدی,,کانون پرورش فکری کودکان و نوجوانان
جزیره هزار داستان,ادوارد پکارد,شهین دخت بهزادی,کانون پرورش فکری کودکان و نوجوانان
جنگ جهانی سوم,حمید نوایی لواسانی,,کانون پرورش فکری کودکان و نوجوانان
جنگل,معصومه معصوم زاده,,کانون پرورش فکری کودکان و نوجوانان
چرا بی خداحافظی رفته ای؟,مریم زندی,,کانون پرورش فکری کودکان و نوجوانان
حقیقتی پنهان (جلد اول),محمدتقی انصاریان خوانساری,,انتشارات انصاریان
چهره ات چه قدر آشناست,اسماعیل اله دادی,,کانون پرورش فکری کودکان و نوجوانان
ترجمه دعای آل یاسین,,,انتشارات شکیب
تغذیه تکمیلی کودکان,افسانه واحدی,,انتشارات آوای چلچله شاهرود
حوصله ام پیش تو جا مانده است,مریم زندی,,کانون پرورش فکری کودکان و نوجوانان
سامی کیز و راز راهبه ها,وندلین وان درانن,کتایون صداقت,کتاب کوله پشتی
سامی کیز و الف فراری,وندلین وان درانن,فائزه منطقی,کتاب کوله پشتی
سامی کیز و نفرین مری سبیلو,وندلین وان درانن,تینا غراب,کتاب کوله پشتی
سامی کیز و مومیایی هالیوود,وندلین وان درانن,معصومه باقری,کتاب کوله پشتی
نور,ویدا هنربخش حقیقی,,انتشارات فرنام
مفید باش,آرنولد شوارتزنگر,حسین گازر,کتاب کوله پشتی
خانه من کجاست؟,ریحانه جعفری,,کانون پرورش فکری کودکان و نوجوانان
خانه ها...,طراوت جلالی فراهانی,,کانون پرورش فکری کودکان و نوجوانان
من هشتمین آن هفت نفرم,ع‍رف‍ان‌ ن‍ظرآه‍اری‌,,انتشارات صابرین
خداحافظ عمومیر,حمید نوایی لواسانی,,کانون پرورش فکری کودکان و نوجوانان
خدای دست و دلباز,زهرا داوری,,کانون پرورش فکری کودکان و نوجوانان
خشم قلمبه,میری دلانسه,سیدمهدی شجاعی,کانون پرورش فکری کودکان و نوجوانان
خیس می شوم,ویکی کاب,شهلا انتظاریان,کانون پرورش فکری کودکان و نوجوانان
بیا با هم قرآن بخوانیم,مجید مسعودی (م. طارق),,انتشارات حمزه
دارد هوای تازه می آید,محمود پوروهاب,,کانون پرورش فکری کودکان و نوجوانان
داستان کلاه پشمی,گروه نویسندگان,حسین سیدی,کانون پرورش فکری کودکان و نوجوانان
آش بلوط,کلر ژوبرت,,کانون پرورش فکری کودکان و نوجوانان
سمفونی احساسات,لیندا مدیسون,زهرا شجراتی $ ریحانه حق پرست,انتشارات فرنام
آینه,کلر ژوبرت,,کانون پرورش فکری کودکان و نوجوانان
تماشاگران امروز ـ ۳۱ اردیبهشت۹۶,,,تماشاگران امروز
درخت شکلات,کلر ژوبرت,,کانون پرورش فکری کودکان و نوجوانان
پریسایه,رسول امیری,,انتشارات فرنام
زندان خانه زبان,فردریک جیمسن,حسین صافی پیرلوجه,نشر نیماژ
غصه پپوچی,کلر ژوبرت,,کانون پرورش فکری کودکان و نوجوانان
آبی ترین اطلسی,فاطمه گویا,,انتشارات فرنام
دختر آسمانی,سیدمهدی شجاعی,,کانون پرورش فکری کودکان و نوجوانان
در برابر باد می ایستم,ویکی کاب,شهلا انتظاریان,کانون پرورش فکری کودکان و نوجوانان
پیر بابا و آدم برفی دماغ شلغمی,شهین دسترس,,انتشارات فرنام
درخت بلوط بزرگی در دانه بلوط کوچک,مکس لوکیدو,اعظم سادات ملک,کانون پرورش فکری کودکان و نوجوانان
دعاهای زمینی پدربزرگ,داگلاس وود,حسین ابراهیمی (الوند),کانون پرورش فکری کودکان و نوجوانان
آدلی نورمال (۱۵ و آخر),اتیس فرامپتون,احمد کلاتیانی,کمیک سیتی
در سایه آفتاب,محمدحسین تقوایی,,انتشارات فرنام
دلتنگی های یک آپارتمان,مهدی مردانی,,کانون پرورش فکری کودکان و نوجوانان
دوچرخه فکر می کند به ما دوتا,عباسعلی سپاهی یونسی,,کانون پرورش فکری کودکان و نوجوانان
حباب های ذهن,هیدر کرانتز,مریم قربانی آقبلاغی $ ریحانه حق پرست $ مینا راسخ,انتشارات فرنام
دوست بهتره یا کلوچه؟,سمیرا قیومی,,کانون پرورش فکری کودکان و نوجوانان
رژه ۱۰۰ تایی ها,ماسایوکی سب,فاطمه گوهریان $ حمید پیرهادی,کانون پرورش فکری کودکان و نوجوانان
رنگ ها,عباس کیارستمی,,کانون پرورش فکری کودکان و نوجوانان
روباه و ستاره,کورالی بیکفورد اسمیت,شهناز صاعلی,کانون پرورش فکری کودکان و نوجوانان
برای چشم هایت می سرایم,محمود عطایی,,انتشارات فرنام
روستای پله کانی,مسعود طاهری عضد,,کانون پرورش فکری کودکان و نوجوانان
خراسان - ۱۳۹۶ يکشنبه ۳۱ ارديبهشت,,,روزنامه خراسان
تقویم معنوی,فاطمه بهمنی پور دراوی (خاله فام),,انتشارات فرنام
دوره سوم: این زنده زندانی,مجید رضائیان,,ناشر مؤلف
ژاکتی برای ایلیا,جمال الدین اکرمی,,کانون پرورش فکری کودکان و نوجوانان
اخلاق توحیدی توکل,کارگروه موسسه محتوایی خدمات مشاوره ای و پژوهش های آستان قدس رضوی,,موسسه خدمات مشاوره ای و پژوهش های اجتماعی آستان قدس رضوی
سیارات نزدیک,یان گراهام,مجید عمیق,کانون پرورش فکری کودکان و نوجوانان
استعدادیابی هنری,مهشادسادات ایزدی $ معصومه قربانپور,,انتشارات فرنام
دو درخت ( مفاهیم سیاسی شجره طیبه و شجره خبیثه),مرضیه سادات حمیدی,,ناشر مؤلف
سیاه دل (جلد اول),کورنلیا فونکه,شقایق قندهاری,کانون پرورش فکری کودکان و نوجوانان
کیهان - يکشنبه ۳۱ ارديبهشت ۱۳۹۶,,,روزنامه کیهان
سیب جان سلام,ناصر کشاورز,,کانون پرورش فکری کودکان و نوجوانان
سیب و جیب,محمدرضا شمس,,کانون پرورش فکری کودکان و نوجوانان
عشق خدا چرا؟چگونه؟,محمدحسن وکیلی,,موسسه خدمات مشاوره ای و پژوهش های اجتماعی آستان قدس رضوی
سینه ام پر از دویدن گوزن هاست,مهدی مردانی,,کانون پرورش فکری کودکان و نوجوانان
شب های شیرین,محمد میرکیانی,,کانون پرورش فکری کودکان و نوجوانان
شعرای جیک جیکونه,شکوه قاسم نیا,,کانون پرورش فکری کودکان و نوجوانان
شغل های رویایی در ریاضی,کولین هینسون,مجید عمیق,کانون پرورش فکری کودکان و نوجوانان
شغل های رویایی در علوم,کریس اکسلاد,مجید عمیق,کانون پرورش فکری کودکان و نوجوانان
جوان - يکشنبه ۳۱ ارديبهشت ۱۳۹۶,,,روزنامه جوان
شغل های رویایی در فناوری,کولین هینسون,مجید عمیق,کانون پرورش فکری کودکان و نوجوانان
نظام تربیت توحیدی,محمدحسن توکلی,,موسسه خدمات مشاوره ای و پژوهش های اجتماعی آستان قدس رضوی
حقیقتی پنهان (جلد دوم),محمدتقی انصاریان خوانساری,,انتشارات انصاریان
شغل های رویایی در مهندسی,کولین هینسون,مجید عمیق,کانون پرورش فکری کودکان و نوجوانان
مری و معده,,,انتشارات رزیدنت یار
شکارچیان شگفت آور,آنجلا ویلكز,محمدحسن بنکدار,کانون پرورش فکری کودکان و نوجوانان
شیر آسیایی,علی گلشن,,کانون پرورش فکری کودکان و نوجوانان
شریان در کودکان C,,,انتشارات رزیدنت یار
شیرا,سمیرا آرامی,,کانون پرورش فکری کودکان و نوجوانان
آفتاب یزد - ۳۱ اردیبهشت ۱۳۹۶,,,روزنامه آفتاب یزد
شریان در کودکان F,,,انتشارات رزیدنت یار
عر و عرعره، تره یا کره؟,طاهره ایبد,,کانون پرورش فکری کودکان و نوجوانان
جراحی عمومی شریان A,,,انتشارات رزیدنت یار
درگوشی های عاشقانه,,سیدمحمدجواد میری,موسسه خدمات مشاوره ای و پژوهش های اجتماعی آستان قدس رضوی
جراحی عمومی شریان B,,,انتشارات رزیدنت یار
جراحی عمومی شریان C,,,انتشارات رزیدنت یار
بانک سوالات پزشکی هسته ای (برانوالد),,,انتشارات رزیدنت یار
لحظه های درمانی را آهنگین کنیم,مارتا استارک,وجیهه قبادی راد $ مجید سلیمانی,نشر دانژه
عروسکم گم شده,بهناز ضرابی‌زاده,,کانون پرورش فکری کودکان و نوجوانان
عروسیه عروسی,شکوه قاسم نیا $ مصطفی رحماندوست $ اسدالله شعبانی $ افسانه شعبان نژاد $ جعفر ابراهیمی $ بابک نیک طلب $ بیوک ملکی,,کانون پرورش فکری کودکان و نوجوانان
ابتکار - ۳۱ اردیبهشت ۱۳۹۶,,,روزنامه ابتکار
عمو زنجیرباف و دزد پشت کوه قاف,طاهره ایبد,,کانون پرورش فکری کودکان و نوجوانان
غازی که نمی خواست غاز باشد,پتر هوراچک,نورا حق پرست,کانون پرورش فکری کودکان و نوجوانان
غریبه و دریا,جمال الدین اکرمی,,کانون پرورش فکری کودکان و نوجوانان
غنچه بر قالی,ابراهیم  حسن بیگی,,کانون پرورش فکری کودکان و نوجوانان
فرانک,سودابه امینی,,کانون پرورش فکری کودکان و نوجوانان
فردا پلاک فرد,حسین تولایی,,کانون پرورش فکری کودکان و نوجوانان
فوتبال در فصل شکار,مژگان کلهر,,کانون پرورش فکری کودکان و نوجوانان
قاب عکس آفتاب,وحید کیانی,,کانون پرورش فکری کودکان و نوجوانان
قصه جو (جلد اول),,,کانون پرورش فکری کودکان و نوجوانان
بهار - ۱۳۹۶ يکشنبه ۳۱ ارديبهشت,,,روزنامه بهار
قصه جو (جلد دوم),,,کانون پرورش فکری کودکان و نوجوانان
قصه کوچک بزرگ ترین سیب دنیا,حافظ میرآفتابی,,کانون پرورش فکری کودکان و نوجوانان
قصه های علمی,محمدرضا شمس,,کانون پرورش فکری کودکان و نوجوانان
قصه دیگچه و ملاقه,میشائیل انده,سیامک گلشیری,کانون پرورش فکری کودکان و نوجوانان
قصه مارمولک سبز کوچولو,کلر ژوبرت,,کانون پرورش فکری کودکان و نوجوانان
قمری تو ایوون,محمدرضا مرزوقی,,کانون پرورش فکری کودکان و نوجوانان
قورباغه آوازخوان,علی خدایی,,کانون پرورش فکری کودکان و نوجوانان
کاوش و بینش,محبوبه اسپیدکار,,کانون پرورش فکری کودکان و نوجوانان
گرگ خاکستری,علی گلشن,,کانون پرورش فکری کودکان و نوجوانان
کشف های کوچک، لذت های بزرگ,محبوبه اسپیدکار,,کانون پرورش فکری کودکان و نوجوانان
وطن امروز - ۱۳۹۶ يکشنبه ۳۱ ارديبهشت,,,روزنامه وطن امروز
گریز از سال صفر,حسین قربان‌زاده خیاوی,,کانون پرورش فکری کودکان و نوجوانان
آنچه هر فرد باید از قانون بداند,هلیا زعم فرحزادی,,انتشارات امینی
کاوشی در حقیقت خسرو و شیرین,اعظم ریزوندی,,انتشارات امینی
مهارت های اجتماعی کودکان,حمیدرضا اورنگی,,انتشارات امینی
بهترین قصه های قدیمی,سمیه امینی,,انتشارات امینی
قصه های تازه از کتاب های کهن,سمیه امینی,,انتشارات امینی
بهترین قصه ها برای خوب ترین بچه ها,سوسن امینی,,انتشارات امینی
قصه های ناب از کلیله و دمنه,سوسن امینی,,انتشارات امینی
قصه ها و حکایت های شیرین,مهدیه حیدری زادکراتی,,انتشارات امینی
ایران - ۱۳۹۶ يکشنبه ۳۱ ارديبهشت,,,روزنامه ایران
داستان های آموزنده ایرانی,نسرین امینی,,انتشارات امینی
قصه ها و حکایات کهن,نسرین امینی,,انتشارات امینی
قصه های شیرین قدیمی,نسرین امینی,,انتشارات امینی
قصه های ماندگار,نسرین امینی,,انتشارات امینی
قصه های ناب,نسرین امینی,,انتشارات امینی
اسم تو، مانگا (جلد دوم),ماکوتو شینکای,صالحه ترابی نوا,انتشارات نگاه آشنا
اسم تو، مانگا (جلد سوم),ماکوتو شینکای,صالحه ترابی نوا,انتشارات نگاه آشنا
کشور شکوفه های گیلاس (مانگا),فومیو کونو,نیلوفر گنجی,انتشارات نگاه آشنا
اسم تو (جلد اول),ماکوتو شینکای,صالحه ترابی نوا,انتشارات نگاه آشنا
مدرسه افسانه ای؛ جایی برای خوب ها و بدها (جلد سوم، ملکه تاریکی),سومان چینانی,مطهره ابراهیم زاده,انتشارات نگاه آشنا
راه مردم - ۱۳۹۶ يکشنبه ۳۱ ارديبهشت,,,روزنامه راه مردم
مدرسه افسانه ای؛ جایی برای خوب ها و بدها (جلد چهارم، جست و جوی خوش بختی),سومان چینانی,مطهره ابراهیم زاده,انتشارات نگاه آشنا
صدای خاموش، مانگا (جلد اول),یوشیتوکی اویما,فائزه محمدلو,انتشارات نگاه آشنا
صور اسرافیل بزرگسالی (ماجراهای یک بالغ کم لیاقت جلد ۷),میچی ان جی,حورا شایسته‌کیا,انتشارات خانه‌ی رود
مجموعه شعر منجی موعود,منصور مقدم جونقانی,,انتشارات امید کویر
هنر شفاف اندیشیدن,رولف دوبلی,فرشته مهری,انتشارات هرماس
۴۸ قانون قدرت,رابرت گرین,گروه ترجمه انتشارات ملینا,انتشارات هرماس
قلعه حیوانات,جورج اورول,مریم رضایی,انتشارات هرماس
ابرار ورزشی - ۱۳۹۶/۲/۳۱,,,روزنامه ابرار ورزشی
جرات داشته باش,فردریک فانژه,فرشته مهری,انتشارات الینا
بابا لنگ دراز,جین  وبستر,محسن معصومی,انتشارات الینا
درمان شوپنهاور,اروین  د. یالوم,فرشته مهری,انتشارات هرماس
می خواهم دوباره رشد کنم,سامیت گوئل,فهیمه رحمتی,موسسه انتشارات فلسفه
تفکر جانبی در انگیزش خلاقیت دانش آموزان,وجیهه ملک نژاد یزدی $ صغری محمدنیا,,نشر برگ و باد
زبان بدن,مرتضی فاخری,,نشر برگ و باد
نجات رابطه,جنیفر اسمیت,شیوا کوهی کمالی,نشر برگ و باد
بی ترانگی,حامد سعادتی بیشه سری,,انتشارات حامیان
مدیریت فرهنگ سازمانی,فاطمه صغری سینا,,نشر برگ و باد
والدین موقعیت مدار,حامد بخشی $ مریم درودی,,نشر برگ و باد
شهروند - ۱۳۹۶ يکشنبه ۳۱ ارديبهشت,,,روزنامه شهروند
جایگاه مشاوره مدرسه در درمان اختلالات یادگیری,معصومه عباسی هزاری,,نشر برگ و باد
هفته نامه صدای خاک ـ شماره ۱۵۱ ـ شنبه ۲۱ بهمن ماه ۱۴۰۲,,,ماهنامه صدای خاک
شبیه عشق,مریم سادات ذکریایی,,انتشارات حامیان
تحف القلوب,سیدمحمد شفیعی مازندرانی,,میراث  ماندگار
سهم من از زندگی,لیلا هاشمی منش (پرستو),,انتشارات حامیان
عشق جاوید,لیلا هاشمی منش (پرستو),,انتشارات حامیان
بی ژن,پروانه حیدری,,انتشارات حامیان
حمیرا,پروانه حیدری,,انتشارات حامیان
شیمی فیزیک پوشش های سطح (جلد اول),,,مرکز نشر دانشگاه امیرکبیر
آسمان لاجوردی,سیدعبدالرضا هاشمی ارسنجانی,,انتشارات لیله القدر
جهان صنعت -  ۳۱ اردیبهشت ۱۳۹۶,,,روزنامه جهان صنعت
فصلنامه بارثاوا ـ شماره ۹ ـ پاییز ۱۴۰۲,,,بارثاوا
مقدمه ای بر آموزش زبان انگلیسی به غیر انگلیسی زبانان,دیوید نونان,علی درخشان $ فرزانه شکی,انتشارات دانشگاه گلستان
موتسارت,نوبرت الیاس,حسن خیاطی,انتشارات علمی و فرهنگی
جامعه شناسی هنر,جرمی تنر,حسن خیاطی,انتشارات علمی و فرهنگی
هویت اخلاقی زن در سینمای ایران,فائزه جمشیدی,,انتشارات اندیشه احسان
حوا بهانه داشت برای ظهور عشق,فاطمه ولدخانی (حوا),,انتشارات حامیان
من موفق,فاطمه سادات احمد نیری,,انتشارات حامیان
هوش عاطفی و تاثیر آن بر عملکرد مدیران,پوریا حسینی راد,,انتشارات اندیشه احسان
قانون - ۱۳۹۶/۰۲/۳۱,,,روزنامه قانون
خلوتم تنها نیست,سعید رضایی فرد,,انتشارات حامیان
واحد 365,مهناز یعقوبی آبکناری,,انتشارات اندیشه احسان
نابرابری و امنیت در سطوح خرد کلان,سعید گودرزی $ نورالدین اله دادی,,انتشارات اندیشه احسان
من X نیستم,مجتبی بخشنده $ سعید زارعی فرد,,انتشارات اندیشه احسان
تهران - ۲۸,پژمان تیمورتاش,,نشر پیدایش
Insight into General English Reading for University Students,علی درخشان $ سعید   رضایی $ علی عرب مفرد,,انتشارات دانشگاه گلستان
مقاله نویسی از بحث های نظری تا رویه های عملی,خلیل میرزایی,,انتشارات اندیشه احسان
مرگ نویسنده,وحید اسلام زاده,,انتشارات اندیشه احسان
اعتماد - ۱۳۹۶ يکشنبه ۳۱ ارديبهشت,,,روزنامه اعتماد
مجموعه مقالات نخستین همایش ملی مکران شناسی,عبدالودود سپاهی $ عبداله صفرزائی $ حمید شمس الدین $ اسماعیل شیرعلی $ میثم دهقانی,,انتشارات اندیشه احسان
نیمه,صدیقه حسینی (مینا),,انتشارات حامیان
روش تحقیق روایت پژوهی,لئونارد وبستر $ پاتریسی مرتوا,حسن بودلایی $ نرگس قلی زاده,انتشارات اندیشه احسان
دل است دیگر گاهی بهانه می گیرد,سعید رضایی فرد,,انتشارات حامیان
بانک سوالات پزشکی هسته ای (مقالات),,,انتشارات رزیدنت یار
بانک سوالات پزشکی هسته ای (گایدلاین ها),,,انتشارات رزیدنت یار
وقایع اتفاقیه - ۱۳۹۶/۰۲/۳۱,,,روزنامه وقایع اتفاقیه
جامعه شناسی هنرهای دستی ایران زمین,معصومه محمدی سیف,,انتشارات اندیشه احسان
کسب درآمد با چت جی پی تی,نیل دگر,کاوه متمادی,انتشارات اندیشه احسان
علوم اعصاب خواب و رویاها,پاتریک مک نامارا,فائزه جمشیدی,انتشارات اندیشه احسان
مادرانه های تغذیه ای,نگین نادری زرنق,,انتشارات حامیان
آسمان من تمامش آبیست,سعید رضایی فرد,,انتشارات حامیان
دوهفته‌نامه موفقیت ـ شماره۳۵۰ ـ نیمه اول خرداد ۹۶,,,مجله همه راز موفقیت
فارماکولوژی داروهای ضروری بخش ICU,محمدحسام آزادبخت,,انتشارات کنکاش
دیدگاه های نظری پیروان استراتژیک,دیوید بی. زوگا,حسن ولیان $ پیمان قلی زاده $ مصطفی مجیدی یزدی $ محسن شیری بابادی,انتشارات اندیشه احسان
