name,author,translator,publisher
دیوار,ژان پل سارتر,صادق هدایت,الماس پارسیان
غثیان,ژان پل سارتر,مهدی روشن‌زاده,انتشارات فرهنگ جاوید
کیهان - يکشنبه ۲۶ دی ۱۳۹۵,,,روزنامه کیهان
 وحشی ترین ها، مسخره ترین ها، بامزه ترین ها و خفن ترین های دنیا,ژان پین,فاطمه خوشرو,حوض نقره
مغازه خودکشی,ژان تولی,سمیه خالدی,آلاچیق
ریشه های مسیحیت در اسناد بحرالمیت,ژان دانیلو,علی مهدی زاده,ادیان و مذاهب
قرارداد اجتماعی,ژان ژاک روسو,غلامحسین زیرک زاده,قاصدک صبا
سیاها (یک دلقک بازی),ژان ژنه,عاطفه طاهایی,انتشارات اختران
آلبر کامو از شورش تا عشق,ژان فرانسوا ماتئی,جواد فرید,انتشارات ماهریس
کجا می ریم بابا؟,ژان لویی فورنیه,محمدجواد فیروزی,انتشارات نگاه
مدیریت راهبردی نام تجاری,ژان نوئل کاپفرر,سینا قربانلو,نشر مبلغان
باستان شناسی سینما و خاطره یک قرن,ژان لوک گدار,مازیار اسلامی,انتشارات حرفه نویسنده
چیزها,ژرژ پرک,احمد سمیعی,انتشارات علمی و فرهنگی
آرمان - ۱۳۹۵ يکشنبه ۲۶ دي,,,روزنامه آرمان ملی
نانون,ژرژ ساند,قاسم صنعوی,انتشارات دوستان
دیوانه ای در شهر,ژرژ سیمنون,رامین آذربهرام,انتشارات مروارید
مگره و سایه پشت پنجره,ژرژ سیمنون,عباس آگاهی,موسسه فرهنگی هنری جهان کتاب
پرنس شرمان در جستجوی گنج,ژرژ شوله,مهدی ضرغامیان,انتشارات سروش
ادموند گانگلیون و پسر,ژوئل اگلوف,اصغر نوری,نشر افق
سیستم گرید در طراحی گرافیک,ژوزف مولر بروکمان,دژار حقی,انتشارات کتاب آبان
نوجوان و خانواده درمانی,ژوزف میکوچی,مهشید یاسایی,گروه انتشاراتی ققنوس
کوری,ژوزه  ساراماگو,حبیب  گوهری‌راد,انتشارات جمهوری
بیست هزار فرسنگ زیر دریا,ژول ورن,سلماز بهگام,انتشارات ترانه
پنج هفته در بالن,ژول ورن,,آفرینگان
جوان - يکشنبه ۲۶ دی ۱۳۹۵,,,روزنامه جوان
بیست هزار فرسنگ زیر دریا,ژول ورن,مجید عمیق,انتشارات قدیانی
سفر به اعماق آمازون,ژول ورن,سلماز بهگام,انتشارات ترانه
از زمین تا ماه,ژول ورن,محمد نجابتی,آفرینگان
دور ماه,ژول ورن,محمد نجابتی,آفرینگان
دور دنیا در هشتاد روز,ژول ورن,فرزانه مهری,آفرینگان
بیست هزار فرسنگ زیر دریا,ژول ورن,محمد نجابتی,آفرینگان
دور دنیا در هشتاد روز,ژول ورن,سلماز بهگام,انتشارات ترانه
کلودیوس بومبارناک,ژول ورن,آذین حسین زاده $ کتایون شهپرراد,انتشارات خوارزمی
سیاست چیست؟,ژولین فروند,عبدالوهاب احمدی,انتشارات آگه
مورچه ها,سابین بوکادور,مهناز عسگری,انتشارات محراب قلم
آفتاب یزد - ۲۶ دی ۱۳۹۵,,,روزنامه آفتاب یزد
چطور زندگی کنیم,سارا بیکول,مریم تقدیسی,گروه انتشاراتی ققنوس
قلمرو خار و رز ۲ (بخش دوم),سارا جی ماس,زهرا هدایتی,نشر باژ
قلمرو خار و رز ۲ (بخش اول),سارا جی ماس,زهرا هدایتی,نشر باژ
کت ومن,سارا جی ماس,آیدا کشوری,نشر باژ
خانه امن,ساسان  ناطق,,انتشارات سوره مهر
آدم های عادی,سالی رونی,الهام فیاضی,انتشارات جمهوری
من را می بخشی؟,سالی گریندلی,منا خاطری,بازی و اندیشه
دوستی برای چیست؟,سالی گریندلی,منا خاطری,بازی و اندیشه
بدون تو چه کار کنم؟,سالی گریندلی,منا خاطری,بازی و اندیشه
غرب حقیقی,سام  شپرد,امیر امجد,انتشارات نیلا
صد آساناک,رسول یونان,,نشر مشکی
عشق و نفرین,سام  شپرد,اشکان خطیبی,انتشارات نیلا
راهنمای ارزهای دیجیتال,سامان کریمی شاد $ کسری رفالیان,,انتشارات کلید آموزش
مرسیه و کامیه,ساموئل بکت,پویان غفاری,انتشارات افراز
هذیان ها,ساموئل بکت,نشمیل مشتاق,انتشارات افراز
ما همانی هستیم که می خوریم,سامی زبیده,معصومه ابراهیمی,انتشارات فرهامه
هتلی ها و عامدانه، عاشقانه، قاتلانه …,ساناز بیان,,نشر قطره
خاموش خانه,ساناز زمانی,,نشر نیماژ
مبانی مشاوره پیش از ازدواج,ساندرا ال سرن,مریم محمودی مهر,نشر علم
خواب,ساندرا بوینتون,مریم هاشم پور,نشر افق
ابتکار - ۲۶ دی ۱۳۹۵,,,روزنامه ابتکار
پایین، بالا,ساندرا بوینتون,مریم هاشم پور,نشر افق
ماجرای عجیب سگی در شب,سایمون استیونز,نجمه دوست دار,انتشارات افراز
مارکس از منظر پساساختارگرایی,سایمون چوت,پژمان برخورداری,نقد فرهنگ
با یک چرا آغاز کنید,سایمون سینک,نوید حسنی,انتشارات ذهن آویز
گاو بنفش,ست گودین,محسن مجدی کیا,آرایان
گزیده سفرنامه سرجان ملکم و دستیارش,سر جان ملکم,فرشاد ابریشمی,ابریشمی
تبلیغاتی که ما می شناسیم به آخر خط رسیده است,سرجیو زیمن,منیژه شیخ جوادی,انتشارات سیته
همه طبیبان من,سرمد قباد,,انتشارات ماهریس
درس گفتارهایی در فلسفه اخلاق,سروش دباغ,,صراط
اگر اکنون می توانستی مرا ببینی,سیسیلیا آهرن,شهناز رافعی,انتشارات پرسمان
جمهوری اسلامی - ۲۶ دی ۱۳۹۵,,,روزنامه جمهوری اسلامی
قصاید سعدی,شیخ مصلح الدین سعدی شیرازی,محمدعلی فروغی,گروه انتشاراتی ققنوس
بوستان سعدی,شیخ مصلح الدین سعدی شیرازی,,انتشارات دوستان
بوستان سعدی با مینیاتور,شیخ مصلح الدین سعدی شیرازی,,یاقوت کویر
بوستان سعدی,شیخ مصلح الدین سعدی شیرازی,,آیدین
کم خوانده های سعدی,شیخ مصلح الدین سعدی شیرازی,,انتشارات دوستان
مجموعه کامل غزلهای سعدی,شیخ مصلح الدین سعدی شیرازی,,کومش
تئوری ها و مسائل اقتصاد خرد,سعید شیرکوند,,انتشارات کویر
متن های پهلوی,سعید عریان,,انتشارات علمی
جریان شناسی موسیقی مردم پسند ایران,سعید کریمی,,انتشارات ماهریس
سرچشمه تصوف در ایران,سعید نفیسی,,جاجرمی
بهار - ۱۳۹۵ يکشنبه ۲۶ دي,,,روزنامه بهار
ابن سینا,سعید نفیسی,,زرین آرا
توقیف هویدا,سعیده پاکروان,نیما همایون پور,نشر فرزان روز
آقای پروست,سلست آلباره,شهرزاد ماکویی $ مینو حسینی,انتشارات آگه
قلعه مرغی روزگار هرمی,سلمان امین,,هیلا
زندگی و احوال ایرانیان,سمیوئل گراهام ویلسن,شهلا طهماسبی,کتاب پنجره
دیوان حکیم سنایی,سنایی غزنوی,,زوار
سهراب,سهراب  سپهری,,دارینوش
آسانا، پرانایاما، مودرا، باندا,سوامی ساتیاناندا ساراسوتی,امید اقتداری,چیمن
یوگا سوتره های پتنجلی,سوامی ساتیاناندا ساراسوتی,جلال موسوی نسب,انتشارات فراروان
گذر از اضطراب با بهوشیاری,سوزان اورسیلو,سهیلا جمالی,انتشارات بینش نو
وطن امروز - ۱۳۹۵ يکشنبه ۲۶ دي,,,روزنامه وطن امروز
کمی زندگی کن,سوزان ام. لاو,عفت حیدری,انتشارات فراروان
رهایی از غم جدایی,سوزان اندرسون,مرتضی نظری,بنیاد فرهنگ زندگی
پس از جدایی,سوزان جی. الیوت,حجت محسنی حقیقی,نشر دانژه
بیماری به مثابه استعاره,سوزان سونتاگ,احسان کیانی خواه,انتشارات حرفه نویسنده
درباره عکاسی,سوزان سونتاگ,فرزانه طاهری,انتشارات کتاب آبان
بانوی دریایی,سوزان سونتاگ,حمید احیاء,انتشارات نیلا
والدین سمی,سوزان فوروارد,شهرام ظریف,نشر سما
اشتعال,سوزان کالینز,شبنم سعادت,انتشارات افراز
چگونه شریک زندگی مان را انتخاب کنیم,سوزان کویلیام,سما قرایی,نشر هنوز
فلسفه داستایفسکی,سوزان لی اندرسون,خشایار دیهیمی,فرهنگ نشر نو
وقایع اتفاقیه - ۱۳۹۵/۱۰/۲۶,,,روزنامه وقایع اتفاقیه
فلسفه کی یرکگور,سوزان لی اندرسون,خشایار دیهیمی,فرهنگ نشر نو
گربه ای که کتاب ها را نجات داد,سوسوکه ناتسوکاوا,الهام صیفی کار,انتشارات دانش‌آفرین
احساسات,سوفی دوسسوآ,مطهره حیدری,انتشارات پرتقال
خواب,سوفی دوسسوآ,مطهره حیدری,انتشارات پرتقال
خاطرات یک الاغ,سوفی کنتس دو سگور,محمدحسین سروری,نشر مهاجر
دنیای شگفت انگیز ربه کا (در سفر),سوفی کینسلا,الهه صالحی,انتشارات درسا
سال های کملات (جلد اول),سومان چینانی,رباب پورعسگر,نشر باژ
سال های کملات (جلد دوم),سومان چینانی,رباب پورعسگر,نشر باژ
تاریخ عقاید سیاسی از افلاطون تا هابرماس,سون اریک لیدمان,سعید مقدم,انتشارات اختران
مارکس و مارکسیسم,سی. رایت میلز,محمد رفیعی مهرآبادی,خجسته
پابلو پیکاسو مردی که دوزخ را نقاشی کرد,آرنی گرینبرگ,گلی امامی,انتشارات نشانه
ما، همه سهمی از زمین هستیم,سیاتل ‍,امید خادم صبا,انتشارات شباهنگ
سیاوش کسرایی,سیاوش کسرایی,,انتشارات نگاه
عشق در مثنوی معنوی,سید احمد حسینی کازرونی,,زوار
معرفت و امر قدسی,سید حسین نصر,فرزاد حاجی میرزائی,نشر فرزان روز
طلب و اراده,سیدروح الله خمینی,احمد فهری,انتشارات علمی و فرهنگی
شرح حدیث جنود عقل و جهل,سیدروح الله خمینی,اصغر مددی,انتشارات کتابستان معرفت
عاشقی به وقت کتیبه ها,سید علی شجاعی,,نیستان
فرشته ها قصه ندارند بانو,سید علی شجاعی,,نیستان
تو را معراجی بر نی,سید علی شجاعی,,نشر آرما
سرزمین خوش‌بینی,احمد ستایش,,نشر تعالی
نامه ها,سید علی صالحی,,نشر علم
ما نباید بمیریم,سید علی صالحی,,انتشارات نگاه
علم اصول,سیدمحمدباقر صدر,نصرالله حکمت,انتشارات امیرکبیر
حقوق بشر معاصر (دفتر اول),سید محمد قاری سید فاطمی,,انتشارات نگاه معاصر
دعای کمیل,سید مهدی شجاعی,,نیستان
زیارت امام رضا (ع),سید مهدی شجاعی,,نیستان
نظریه ها و درمان در اختلالات روانی,سیدحمید آتش‌پور,,انتشارات کتابسرای میردشتی
اگر فردا بیاید,سیدنی شلدون,حمیده  رستمی,انتشارات لیوسا
زندگینامه این زنان موفق,سیلویا ریم,مینو پرنیانی,دایره
صدف و قهوه,سیما یاری,,مس
انباری آبی,,,جایزه ادبی بهرام صادقی
پرسش های اساسی فلسفه,سیمون بلک برن,مریم تقدیسی,گروه انتشاراتی ققنوس
تفکر,سیمون بلک برن,مریم تقدیسی,گروه انتشاراتی ققنوس
تصاویر زیبا,سیمون دوبووار,کاوه میرعباسی,هاشمی
سرشک عشق,سینان یامور,اسماعیل حسینی,انتشارات مرو
مورونای سبزپوش,شارلوت مری ماتیسن,حسن صفوی,انتشارات امیرکبیر
فرانکلین با قایق پارویی به سفر می رود,شارون جنینگز,شهره هاشمی,آبادیران
فرانکلین می خواهد بزرگ باشد,شارون جنینگز,شهره هاشمی,آبادیران
فرانکلین به جشن خدا حافظی می رود,شارون جنینگز,شهره هاشمی,آبادیران
درآمدی بر اساطیر ایران,شاهرخ مسکوب,,انتشارات فرهنگ جاوید
مرتضی کیوان,شاهرخ مسکوب,,انتشارات فرهنگ جاوید
در سوگ و عشق یاران,شاهرخ مسکوب,,انتشارات فرهنگ جاوید
مزیت شادمانی,شان آکور,مهسار مشتاق,ابوعطا
اگر موفقیت یک بازی است قانون های آن، چنین است,شری کارتر اسکات,شیوا سادات,انتشارات پل
اتل متل این گلمه عشق منه، خوشگلمه,شکوه قاسم نیا,,انتشارات قدیانی
قصه ای به شیرینی عسل,شکوه قاسم نیا,,انتشارات سروش
از فاطمه به فاطمه (س),شکوه قاسم نیا,,انتشارات قدیانی
روانشناسی زن,شکوه نوابی‌نژاد,,نشر علم
کی کرگدن ارزان می خواهد,شل  سیلوراستاین,رضی هیرمندی,انتشارات شولا
یک زرافه و نیم,شل  سیلوراستاین,رضی هیرمندی,انتشارات شولا
رژه بر خاک پوک,شمس لنگرودی,,انتشارات نگاه
تاسیان,,,جایزه ادبی بهرام صادقی
از جان گذشته به مقصود می رسد,شمس لنگرودی,,انتشارات نگاه
تعادل روز بر انگشتم,شمس لنگرودی,,انتشارات نگاه
دهه ۴۰ و مشق های دیگر,شمیم بهار,,نشر بیدگل
فی‏ حقیقه‏ العشق,شهاب الدین یحیی سهروردی,,انتشارات مولی
صفیر سیمرغ‏,شهاب الدین یحیی سهروردی,,انتشارات مولی
فی‏ حاله‏ الطفولیه,شهاب الدین یحیی سهروردی,,انتشارات مولی
عرفان و هنر در دوره مدرن,شهرام پازوکی,,نشر علم
ماشین لباسشویی ارواح,شهرام شفیعی,,انتشارات قدیانی
ماچ را بگذار برای بعد,شهرام شفیعی,,انتشارات قدیانی
پیمان شکنی در زناشویی,شهربانو قهاری,,نشر دانژه
دبه‌ها و جبه‌ها,,,جایزه ادبی بهرام صادقی
مشاوره پیش از ازدواج با موارد دشوار,شهربانو قهاری,,نشر دانژه
مهارت های زندگی ویژه زنان خشونت دیده,شهربانو قهاری,,نشر دانژه
گورچین,شهره احدیت,,نشر نیماژ
بیژن,شهره وکیلی,,نشر علم
روان شناسی شادی,شهریار شهیدی,,نشر قطره
هشتمین روز زمین,شهریار مندنی پور,,انتشارات نیلوفر
فهرست حسرت ها,شهلا  حائری,,نشر قطره
دیروز خیلی دیره,شهلا  حائری,,نشر قطره
اعتراف باز,شهلا زرلکی,,گروه انتشاراتی ققنوس
سیمای زن در آثار بهرام بیضایی,شهلا لاهیجی,,روشنگران و مطالعات زنان
زمستان شغال,فرهاد رفیعی,,جایزه ادبی بهرام صادقی
بنویس! ساعت پاکنویس,شهیار قنبری,,انتشارات نگاه
کشف الاسرار و مکاشفات الانوار,روزبهان بقلی شیرازی,محمد خواجوی,انتشارات مولی
ارتباط با خدا,شیخ عباس قمی,مهدی الهی قمشه ای,پیام آزادی
المقامات العلیه,شیخ عباس قمی,,انتشارات کتابستان معرفت
لائیسیته چیست؟,شیدان وثیق,,انتشارات اختران
آینه در کربلاست,شیرینعلی گلمرادی,,انتشارات سروش
سه بار خوش شانسی,شیلا ترنیج,پریسا رضایی,نشر هیرمند
زنان در تکاپو,شیلا روباتام,حشمت الله صباغی,انتشارات شیرازه
ماهی قرمز بزرگ,شیوا کهرا,آرش بهشتی,انتشارات درسا
تنگسیر,صادق چوبک,,انتشارات بدرقه جاویدان
ماهنامه چوک ـ شماره ۵۲ ـ آذر ۹۳,,,ماهنامه چوک
پنج گفتار در باب حکومت,صادق زیباکلام,,انتشارات روزنه
یادداشت های انقلاب,صادق زیباکلام,,انتشارات روزنه
اصفهان نصف جهان,صادق هدایت,,انتشارات نگاه
فوائد گیاهخواری,صادق هدایت,,جامه دران
فوائد گیاهخواری,صادق هدایت,,انتشارات نگاه
زنده بگور,صادق هدایت,,جامه دران
کچل کفترباز,صمد  بهرنگی,,جامه دران
الدوز و کلاغ ها,صمد  بهرنگی,,جامه دران
بازی ها و تمرین ها,صندوق کودکان سازمان ملل متحد (یونیسف),الهه میرزایی,دایره
سندروم ژولیت,ضحی کاظمی,,نشر باژ
عروس,,,جایزه ادبی بهرام صادقی
دور گردون,طاهره ایبد,,انتشارات سروش
آلوچه و سنگ,طاهره خردور,,نشر پیدایش
گوجه فرنگی و میوه سبز,طاهره خردور,,نشر پیدایش
گاو نقاشی و گاو شیرده,طاهره خردور,,نشر پیدایش
حرکت تئاتر به سمت شعر,طلایه رویایی,,نشر قطره
توان بخشی کودکان,طلعت اللهیاری,,انتشارات سروش
آن روزها,طه حسین,حسین خدیوجم,انتشارات علمی و فرهنگی
گلوگاه,طیبه گوهری,,انتشارات نیلوفر
انگشت و ماه,ع. پاشایی,,انتشارات نگاه
جامعه شناسی انقلاب,عادل ابراهیمی لویه,,انتشارات وانیا
قبل از خواب چراغ‌ها را خاموش می‌کنم,,,جایزه ادبی بهرام صادقی
شاملو به روایت خرمشاهی,,,انتشارات ناهید
سبز بخت,عاطفه منجزی,,برکه خورشید
هفت پیکر,عباس جهانگیریان,,نشر پیدایش
چهارمقاله نظامی عروضی,عباس جهانگیریان,,نشر پیدایش
شرح مختصر قانون مجازات اسلامی,عباس زراعت,,گروه انتشاراتی ققنوس
دزد یک چشم,عباس قدیر‌محسنی,,نشر پیدایش
همراهی نزدیکان در طول بیماری,عبدالحسین رفعتیان,,نشر قطره
منظومه سلامان و ابسال,عبدالرحمن بن احمد جامی,,انتشارات سروش
قصه های هفت اورنگ جامی,عبدالرحمن بن احمد جامی,جعفر ابراهیمی,نشر پیدایش
سلطان عشق,عبدالرحیم گواهی,,نشر علم
نگاه بی‌قرار و چشم سرگردان,بهمن بابایی,,جایزه ادبی بهرام صادقی
خلاقیت در تایپوگرافی,عبدالرضا چارئی,,انتشارات کتابسرای میردشتی
قهرمانان ملی ایران (جلد دوم),عبدالرفیع حقیقت,,کومش
قهرمانان ملی ایران (جلد سوم),عبدالرفیع حقیقت,,کومش
تاریخ جنبش سربداران,عبدالرفیع حقیقت,,کومش
تاریخ نهضت های ملی ایران,عبدالرفیع حقیقت,,کومش
حکومت جهانی ایرانیان,عبدالرفیع حقیقت,,کومش
فرائد الادب,عبدالعظیم قریب گرکانی,,انتشارات سخن
گمشدگان جنگل آی سولان,عبدالمجید  نجفی,,انتشارات سروش
هوش هیجانی,عبدالمجید نگارش نژاد,,شهرآب
خوابی به رنگ فراموشی,عزت الله الوندی,,انتشارات سوره مهر
پرتقال‌های خونی,دامون بهرنگ,,جایزه ادبی بهرام صادقی
بابابزرگ خوبم برام می خونه,عزت الله الوندی,,انتشارات با فرزندان
فلسفه و جامعه و سیاست,عزت‌الله فولادوند,,نشر ماهی
فلان فلان شده ها,عزیز  نسین,ثمین باغچه‌بان,انتشارات نگاه
مگه تو مملکت شما خر نیس؟,عزیز  نسین,زهرا آلوشی,چابک اندیش
کدام حزب برنده می شود؟,عزیز  نسین,داود وفایی,گروه انتشاراتی ققنوس
حرف بزنم یا نزنم,عزیز  نسین,ثمین باغچه‌بان,انتشارات نگاه
آخرین روز های زندگی هلاله,عطا نهایی,رضا کریم مجاور,انتشارات افراز
معمای توسعه,علی اشرف افخمی,,نیستان
تاریخ فلاسفه ایرانی,علی اصغر حلبی,,زوار
تاریخ نهضت های دینی سیاسی معاصر,علی اصغر حلبی,,زوار
حدس بزنید کی؟,امین شیرپور,,جایزه ادبی بهرام صادقی
ایران چگونه ایران شد؟,علی اصغر سیدآبادی,,آفرینگان
این نقشه بزرگ چرا کوچک شد؟,علی اصغر سیدآبادی,,آفرینگان
سرگذشت شعر,علی اصغر سیدآبادی,,نشر افق
فرمان کورش بزرگ,علی اصغر شریعت زاده,,پازینه
سکه های ایران زمین,علی اصغر شریعت زاده,,پازینه
ایران در دوره سلطنت قاجار,علی اصغر شمیم,,نشر علم
ایران در دوره سلطنت قاجار,علی اصغر شمیم,,بهزاد
هگل,علی‌اصغر مصلح,,انتشارات علمی
جنبش عدم تعهد,علی اکبر عبدالرشیدی,,انتشارات سروش
تصویری استدلال های بد,علی الموسوی,حسین شیخ رضایی,انتشارات فاطمی
خاطرات عینک دودی,,,جایزه ادبی بهرام صادقی
هارمونی روان,علی بابایی‌زاد,,انتشارات ذهن آویز
گره گشایی به شیوه فیلسوفان,علی پایا,,پژوهشکده مطالعات فرهنگی و اجتماعی
دمی با خیام,علی دشتی,,زوار
نگاهی به صائب,علی دشتی,,اساطیر
می و مینا,علی دهباشی,,خانه فرهنگ و هنر گویا
زن در چشم و دل محمد (ص),علی شریعتی,,چاپخش
اشارات,علی شریعتی,,رامند
انسان بی خود,علی شریعتی,,چاپخش
بخوان بشنو زندگی کن,علی صاحبی,,انتشارات آرمان رشد
برج غار,,,انتشارات ناهید
خشکشویی سپید,,,جایزه ادبی بهرام صادقی
گرافیک,علی عابدی,,انتشارات اختران
لبخند فرزندان طلاق,علی کریمی,,نشر دانژه
مقالات,علی محمد حق شناس,,انتشارات نیلوفر
 مجموعه سوالات کنکور دکترای تخصصی مهندسی بهداشت محیط,علی مشایخ صالحی,,شهرآب
درسنامه ادیان شرقی,علی موحدیان عطار,,انتشارات کتاب طه
صدای سبز,علی موسوی گرمارودی,,انتشارات قدیانی
به کوتاهی آه، به بلندای ماه,علی موسوی گرمارودی,,انتشارات قدیانی
جنبش نقطویه,علیرضا ذکاوتی قراگزلو,,ادیان و مذاهب
خم,علیرضا سیف الدینی,,نشر نیماژ
چمدان های قدیمی,علیرضا قزوه,,انتشارات شهرستان ادب
داربست,,,جایزه ادبی بهرام صادقی
صبح بنارس,علیرضا قزوه,,انتشارات شهرستان ادب
رباعیات حکیم عمر خیام,عمر خیام,,بهزاد
ناگفته ها,عنایت الله رضا,عبدالحسین آذرنگ,نامک
تبلیغات و فرهنگ,عیسی کشاورز,,انتشارات سیته
در بیروت دریایی نیست,غاده السمان,سرمد اغوالی,انتشارات نگاه
آسمانی ها,غزل پورنسایی,,انتشارات سخن
از محسوس تا معقول,غلامحسین ابراهیمی دینانی,,حکمت و فلسفه
گاو,غلامحسین ساعدی,,انتشارات نگاه
فیزیک از زبان فیزیک دانان,غلامحسین صدری افشار,,انتشارات آگاه
در کنار پدرم؛ مصدق,غلامحسین مصدق,,انتشارات رسا
سفید سفید مثل برف,,,جایزه ادبی بهرام صادقی
فرخی سیستانی,غلامحسین یوسفی,,انتشارات علمی
سرپرستی واحدهای کسب و کار,غلامرضا تیزفهم فرد,,انتشارات ادیبان روز
فکر، کودک، فلسفه,غلامرضا حیدری ابهری,,نشر جمال
نبرد گوسفندان,غلامرضا حیدری ابهری,,نشر جمال
مثل دانه های شانه,غلامرضا حیدری ابهری,,نشر جمال
پیامبر و قصه هایش,غلامرضا حیدری ابهری,,نشر جمال
ثروتمند مغرور,غلامرضا حیدری ابهری,,نشر جمال
مسواک میثم,غلامرضا حیدری ابهری,,نشر جمال
چشم لطفا ممنون,غلامرضا حیدری ابهری,,نشر جمال
از این خونه به اون خونه,غلامرضا حیدری ابهری,,انتشارات قدیانی
غوطه‌ور در فرمالین,عباس باباعلی,,جایزه ادبی بهرام صادقی
جهان غزلی عاشقانه است,غلامرضا طریقی,,نشر نیماژ
ئاله کوک,غنی بلوریان,رضا خیری مطلق,انتشارات رسا
خواب و خوراک,غیاث الدین جزایری,,انتشارات امیرکبیر
رساله طاق و ازج,غیاث‌الدین جمشید کاشانی,علیرضا جذبی,انتشارات سروش
بیچارگان,فئودور داستایفسکی,نسرین مجیدی,انتشارات روزگار
نازنین و بوبوک,فئودور داستایفسکی,رحمت الهی,انتشارات علمی و فرهنگی
داستایفسکی به آنا,فئودور داستایفسکی,یلدا بیدختی‌نژاد,انتشارات علمی و فرهنگی
قمارباز,فئودور داستایفسکی,جلال آل احمد,انتشارات روزگار
قمارباز,فئودور داستایفسکی,جلال آل احمد,آرشیو روز
قمار باز,فئودور داستایفسکی,جلال آل احمد,نشر معیار علم
ماهنامه چوک ـ شماره ۵۳ ـ دی ۹۳,,,ماهنامه چوک
جن زدگان,فئودور داستایفسکی,نسرین مجیدی,انتشارات روزگار
در پانسیون اعیان,فئودور داستایفسکی $ آنتون چخوف $ لئو تولستوی,آلک قازاریان,انتشارات مرو
یک محسن عزیز,فائضه غفارحدادی,,انتشارات سوره مهر
کیف پول من گرسنه است,فاضل ترکمن,,نشر پیدایش
جنسیت، ناسیونالیسم و تجدد در ایران,فاطمه صادقی,,قصیده سرا
تاریخ فلسفه چین,فانگ یو لان,فرید جواهرکلام,نشر فرزان روز
هویت ایران,فخرالدین عظیمی,,انتشارات آگاه
حاکمیت ملی و دشمنان آن,فخرالدین عظیمی,,نگاره آفتاب
تسبیح,فدریکو د. روبرتو,مهدی فتوحی,انتشارات نیلا
ماریانا پیندا,فدریکو گارسیا  لورکا,فانوس بهادروند,نشر مینا
ماهنامه چوک ـ شماره ۵۴ ـ بهمن ۹۳,,,ماهنامه چوک
ساسانیان و هون ها,فرانتس آلتهایم,هوشنگ صادقی,نشر فرزان روز
آمریکا,فرانتس کافکا,بهرام مقدادی,هاشمی
گروه محکومین,فرانتس کافکا,حسن قائمیان $ صادق هدایت,جامه دران
گروه محکومین,فرانتس کافکا,حسن قائمیان $ صادق هدایت,انتشارات نگاه
مسخ,فرانتس کافکا,فرزانه طاهری,انتشارات نیلوفر
نقب,فرانتس کافکا,سیاوش جمادی,شادگان
مانی و سنت مانوی,فرانسوا دکره,عباس باقری,نشر فرزان روز
برهوت عشق,فرانسوا موریاک,اصغر نوری,انتشارات افراز
معماری و انرژی ساخت و ساز سبز,فرانسیس دی‌کی‌چینگ,کوروش محمودی,شهرآب
رقص انگشتان فیلسوفان,فرانسیس نودلمن,میترا فراهانی,انتشارات یوبان
