name,author,translator,publisher
تخم اسرار آمیز!,میرنا لارنس,مینا میرازئی,انتشارات اردوی سوره
آقا سگ، بزغاله ناقلا و گاو مهربان,فابین واکولی,مینا میرزائی,انتشارات اردوی سوره
رد پای خورشید,سونیا نوری,,انتشارات اردوی سوره
روح,آرون زرا,زهرا متین,انتشارات اردوی سوره
دستور ساده زبان فارسی,رضامراد صحرائی $ شهناز احمدی قادر $ مرضیه سادات اعتمادالاسلامی $ اکرم بیگم حاجی سیدرضایی $ لیلا کیاشمشکی,,انتشارات آزفا (وابسته به بنیاد سعدی)
طرح و نقشه ای برای شادکامی,پل دولان,بهنام شهائی,انتشارات ترجمان علوم انسانی
مقدمه ای بر بیولوژی اسب,زو داویس,فرامرز قراگوزلو $ پیمان عزیزی $ حافظ صادقی,انتشارات دانشگاه تهران
فراتر از ذهن,آلن واتس,کامران بهمنی,موسسه انتشارات فلسفه
ابرار ورزشی - ۱۳۹۵/۸/۲۳,,,روزنامه ابرار ورزشی
مقدمه ای بر جغرافیای سیاسی,مارتین جونز $ رایس جونز $ مایکل وودز,زهرا پیشگاهی فرد $ رسول اکبری,انتشارات دانشگاه تهران
مقدمه ای بر کسب و کار,دیوید دوسو $ داگلاس ویلسون,رضا محمدکاظمی,انتشارات دانشگاه تهران
مقدمه ای بر تحلیل عدم قطعیت در سامانه های منابع آب,امید بزرگ حداد $ سمانه سیف الهی آغمیونی,,انتشارات دانشگاه تهران
کلیدهایی برای بهبودبخشیدن به بیماری ها از طریق دعا,گل نرگس,طوبی مردانی,انتشارات اردوی سوره
من به توان ما,علی اصغر روح الامین,,انتشارات متخصصان
طنز ۱۴۰۰ هوشنگ میرزا,اکرم آقابابایی,,انتشارات متخصصان
جزیره مثنوی؛ لیلی و خلیفه,مولانا جلال‌الدین محمد بلخی مولوی,,نوین کتاب گویا
عشق ماندگار,ویدا براهویی,,انتشارات متخصصان
وروجک,پتی لاول,فراز پندار,انتشارات فنی ایران (کتاب های نردبان)
شهروند - ۱۳۹۵ يکشنبه ۲۳ آبان,,,روزنامه شهروند
فصلنامه دریچه معماری ـ شماره ۹ ـ تابستان و پاییز ۱۴۰۱,,,فصلنامه دریچه معماری
موج ها,کری لانزدیل,فرشاد شالچیان,نشر آموت
وراجی,ایتن کراس,نسیم حسینی,انتشارات ترجمان علوم انسانی
ده باور بی اساس علم مدرن,روپرت شلدریک,علیرضا شفیعی نسب,انتشارات ترجمان علوم انسانی
نفرت بازی,سالی تورن,فرشاد شالچیان,نشر آموت
پاستیل های بنفش,کاترین اپلگیت,آناهیتا حضرتی,آوانامه
کاخ کاغذی,میراندا کاولی هلر,محدثه احمدی,آوانامه
قدم بخیر مادربزرگ من بود,یوسف علیخانی,,آوانامه
جهان صنعت -  ۲۳ آبان ۱۳۹۵,,,روزنامه جهان صنعت
دریاچه مه آلود,ریچل کین,مریم رفیعی,نشر آموت
زیبای گمشده,امی هارمن,آتنا رحمتی,نشر آموت
در پی پایان,ایان رید,شقایق قندهاری,نشر آموت
یاد او,کالین  هوور,عباس زارعی,نشر آموت
ماهنامه عصر کرمان ـ شماره ۲۶ ـ یکشنبه ۳۰ بهمن ماه ۱۴۰۱,,,نشریه فرهنگی هنری عصر کرمان
فصلنامه ترجمان علوم انسانی ـ شماره ۲۵ ـ زمستان ۱۴۰۱,,,فصلنامه ترجمان علوم انسانی
فصلنامه ترجمان علوم انسانی ـ شماره ۲۴ ـ پاییز ۱۴۰۱,,,فصلنامه ترجمان علوم انسانی
اعجاز زندگی,لوئیز ال. هی,مینا اعظامی,انتشارات ماه آوا
افسون انرژی,محمدمهدی دوستی,,انتشارات ماه آوا
برنامه ریزی فضایی,کمیسیون اقتصادی اروپا,مهدی برنافر,انتشارات شهرسازی
وقایع اتفاقیه - ۱۳۹۵/۰۸/۲۳,,,روزنامه وقایع اتفاقیه
طراحی ابزار سنجش برای یادگیری؛ راهنمای معلم علوم,مریم روزبهانی $ فریبا رییسی,,نشر دکتر آباد
زبانزدهای ترکمنی,سیاوش مرشدی,شهناز عبانژاد,نشر بید
مجله بسپار ـ شماره ۲۴۴ ـ بهمن ماه ۱۴۰۱,,,نشریه بسپار
روزنامه سراسری خوزی ها ـ شماره ۵۱۷ ـ چهارشنبه ۲۶ بهمن ماه ۱۴۰۱,,,روزنامه خوزی ها
جستارهایی درباره زن,سوزان  سانتاگ,آذر جوادزاده,انتشارات ماه آوا
ذهن ملتهب,ادوارد بالمور,الهام شريف,انتشارات ماه آوا
مغالطه های پرکاربرد,ليندا الدر $ ریچارد پل,مهدی خسروانی,انتشارات ماه آوا
زیاد فکر نکنید,ان بوگل,فاطمه ضیاء توحیدی,انتشارات ماه آوا
سالمندشناسی محیطی,گراهام رولس $ میریام برنارد‬,عبدالرحیم اسداللهی $ طاهره سکوت,انتشارات نیلفام
شرق - ۱۳۹۵ يکشنبه ۲۳ آبان,,,روزنامه شرق
الفبای بازار سرمایه,حمیدرضا ارباب,,انتشارات بورس
الفبای بورس,سعید مستشار,,انتشارات بورس
انقلاب تامین مالی جمعی,سعید زرندی $ محسن افشارپور $ سجاد عساکره,,انتشارات بورس
مديريت خشم  بر اساس رويکرد شناختي- رفتاري,پاتریک ریلی $ مايکل شاپ شاير,فرزاد نصیری,انتشارات ارجمند
اوراق مشتقه,زهرا فرخی $ فاطمه فرخی,,انتشارات بورس
حل مسئله اجتماعی مروری بر نظریه، پژوهش و آموزش,ادوارد س. چانگ $ توماس ج. دزوریلا $ لاورنس ج. سانا,ربابه نوری $ محمدعلی نوری,انتشارات ارجمند
مقدمه ای بر جغرافیای سیاسی دریاها با تأکید بر آب های ایران,زهرا پیشگاهی فرد,,انتشارات دانشگاه تهران
ترز راکن,امیل زولا,محمد نجابتی,فرهنگ معاصر
مقدمه ای بر ژنتیک بیومتری,ک. مدر $ ج. ال. جینکز,علیرضا طالعی,انتشارات دانشگاه تهران
مقدمه ای بر همسانه سازی ژن و تجزیه و تحلیل DNA,تی. ای. براون,پریچهره احمدیان تهرانی,انتشارات دانشگاه تهران
آرمان - ۱۳۹۵ يکشنبه ۲۳ آبان,,,روزنامه آرمان ملی
من جکی رابینسون هستم!,برد ملتسر,شبنم حیدری پور,انتشارات پرتقال
مقدمه ای بر زیست فناوری,اس. ایناسیموتو,محمدرضا نقوی $ محمدطاهر حلاجیان $ فریبا ابوئی مهریزی,انتشارات دانشگاه تهران
مقدمه ای بر مدل های ریاضی در اکولوژی و تکامل,مایکل گیلمن,محمدجواد امیری $ حمیده دهقانی اشکذری,انتشارات دانشگاه تهران
آخرین کسی که ناپدید شد,مگان میراندا,سمر میرزاخانی نافچی,نشر افرا
من لوسیل بال هستم!,برد ملتسر,شبنم حیدری پور,انتشارات پرتقال
نحسی ستاره های بخت ما,جان گرین,آرمان آیت اللهی,نشر آموت
پیش از آن که بخوابم,اس. جی واتسون,شقایق قندهاری,نشر آموت
تمام چیزهایی که باقی گذاشتیم,کری لانزدیل,سارا نجم‌آبادی,نشر آموت
همسر گمشده,آلیسون ریچمن,سودابه قیصری,نشر آموت
جاذبه میان ما,بریتنی سی چری,منا اختیاری,نشر آموت
مایکل فارادی,اس‍ت‍وارت‌ راس ,مهین مهتاج,انتشارات دلهام
ما شروعش می کنیم,کالین  هوور,آرتمیس مسعودی,نشر آموت
مردی از شب,ریچل کین,مریم رفیعی,نشر آموت
اندوه و سعادت,مگ میسون,مریم  مفتاحی,نشر آموت
هنر قانع ساختن,هری میلز,حسین نور,انتشارات آرنا
برای حال خوب,نگین داورپناه,,انتشارات آرنا
برای امید,سمیه احمدی,,انتشارات آرنا
مالیس (جلد اول),کریس وودینگ,فرهاد تقی پور,انتشارات پرتقال
آپولو؛ جلد چهارم,ریک ریوردان,آرزو مقدس,انتشارات پرتقال
مکانیک سیالات (جلد اول),وحید اصفهانیان,,انتشارات دانشگاه تهران
خدا دوست من است,لیزا او. انگلهارت,برزو سریزدی,انتشارات صابرین
سرقت (جلد دوم),جود واتسون,مرجان خوش قامت,انتشارات پرتقال
زمانه‌ جادو؛ جلد چهارم,کرسیدا کاوئل,چکامه چکامیان,انتشارات پرتقال
نامیرا (جلد اول),نامینا فورنا,قاسم مومنی,انتشارات پرتقال
گذرگاه اشباح,ویکتوریا شواب,نگار شجاعی,انتشارات پرتقال
مجله زن روز ـ شماره ۲۸۱۰ ـ ۲۹ بهمن ماه ۱۴۰۱,,,مجله زن روز
تریاژ در بیمارستان و بلایا,احمد پویامهر $ مصطفی دلسوز $ حجت شفائی $ علی عابدی $ راضیه فروتن $ حسن قدسی $ سیدرضا مظلوم $ مهشید معتمدالشریعتی $ جواد ملک زاده $ امیرحسین میرحقی $ زهره نجفی $ مهین همه چیز فهم,,انتشارات متخصصان
ماهنامه صدبرگ ـ شماره ۶۲ ـ بهمن ماه ۱۴۰۱,,,ماهنامه صدبرگ
مدیریت زمان: شیوه‌های کاربردی برای بهره‌گیری موثر از وقت‌,برایان تریسی,صالح سپهری‌فر $ مهدی شهبازی,انتشارات دنیای اقتصاد تابان
صنایع شیطانی,کیانوش سبزی پور مله تختی,,انتشارات اردوی سوره
فصلنامه فناوری همراه ـ شماره ۶ ـ تابستان ۱۴۰۱,,,انتشارات مرکز تحقیق و توسعه همراه اول
کنت مونت کریستو,الکساندر دوما,محسن فرزاد,استودیو نوار
بازی تاج و تخت (مجموعه دو جلدی: نبرد پادشاهان),جورج آر.آر. مارتین,رویا خادم‌ الرضا,انتشارات ماه آوا
پرنده خارزار,کالین مکالو,مهدی غبرائی,انتشارات ماه آوا
یعقوب و دیگ و قابلمه سازها,حمید عبدالهیان $ عبدالله متولی,,نشر خیال انگیز
نصر و دماغ گنده ها,حمید عبدالهیان $ عبدالله متولی,,نشر خیال انگیز
محمود و گنده بگ ها,حمید عبدالهیان $ عبدالله متولی,,نشر خیال انگیز
ملک و گله دارها,حمید عبدالهیان $ عبدالله متولی,,نشر خیال انگیز
برای این‌که در محله گم نشوی,پاتریک مودیانو,سعیده شکوری,انتشارات افراز
عباس و پشمینه پوش ها,حمید عبدالهیان $ عبدالله متولی,,نشر خیال انگیز
ضربه درمانی (EFT) برای دردهای مزمن,نیک اورتنر,پروین تاجیکی,انتشارات مانیان
ای کاش در این چهل سال می دانستم,اکرم سلیمی,,انتشارات مانیان
ظاهرا فقط برای من می بارد,ملانی دیل,علی‌اکبر عبدالرشیدی,انتشارات ماه آوا
مرور سریع برانوالد 2022 (فصول 11 تا 14),مرجان حامدی سرشت $ معصومه رحمانی جویباری $ سعید امیری پویا,,عبدی
مجله پیشخوان ـ شماره ۳۱۱ ـ نیمه اول اسفندماه ۱۴۰۱,,,مجله پیشخوان
مجله فصل نو ـ شماره ۲۷۲ ـ نیمه اول اسفندماه ۱۴۰۱,,,دوهفته‌نامه فصل نو
مجله خورشید امروز ـ شماره ۱۵۷ ـ نیمه اول اسفندماه ۱۴۰۱,,,دوهفته نامه خورشید امروز
بازارهای مالی و معاملات,آناتولی بی اشمیت,شرکت فرابورس ایران,انتشارات بورس
کتاب سعیدی: روایت زندگی حجت‌الاسلام شهید سیدمحمدرضا سعیدی,زهرا رجبی‌متین,,انتشارات خیمه
بازها و کبوترها در بازار سهام,لیلا مهرابی پور $ رضا مجیدزاده,,انتشارات بورس
پیش بینی ریسک مالی,سیدمحمد هاشمی نژاد $ محمدرضا عبدالهی,,انتشارات بورس
رقابت و انحصار بین بانک ها و موسسات اعتباری,محمود باقری $ محمد صادقی $ نفیسه شوشی نسب $ سیاوش سفیداری $ فرزاد نیکبخت,,انتشارات بورس
رهنمود ارزیابی و گزارشگری کنترل های داخلی توسط مدیریت,رضا صبری,,انتشارات بورس
زمان سنجی بازار,علی بشیرپور $ ابراهیم صابر $ حسین محسنی,,انتشارات بورس
سیاست های حمایتی بخش کشاورزی,علیرضا ناصرپور $ جواد فلاح $ حامد سلطانی نژاد $ محبوبه ناروئی,,انتشارات بورس
لبخند به موفقیت,,,انتشارات بورس
مقدمه ای بر فلسفه هایدگر,مایکل واتز,مهرداد پارسا,انتشارات شوند
منتخب آثار سومین نمایشگاه کاریکاتور بورس,,,انتشارات بورس
فلش کارت تحلیل تکنیکال,فرزین نیک اقبال $ زهرا قناعتیان,,انتشارات بورس
شهید عشق,احمد تورگوت,دریا توره $ محمد فروهر $ اسماعیل بندی‌داریان,انتشارات کتابستان معرفت
فرهنگ واژگان دریدا,نایل لوسی,مهدی  پارسا,انتشارات شوند
شکست ناپذیر,فاطمه جهانی فر,,انتشارات متخصصان
برسون از زبان برسون,میلن برسون,رامین خلیقی $ محمد نصیری,انتشارات شوند
کدبانوهای کهن,رزسیکا پارکر $ گریزلدا پولوک,فائزه جعفریان,انتشارات شوند
راهنمای جامع ITIL برای مدیریت نرم افزارها و دارایی های فناوری اطلاعات,نشمین افضلی,,انتشارات متخصصان
رویای عنکبوت ها,شیرزاد حسن,عدنان هنرور,انتشارات متخصصان
آدمیان,زویا قلی پور,,خانه داستان چوک
لالایی نیروانا,آزاده جمشیدپور,,خانه داستان چوک
عجب دردیست جان دادن به مرداب,ویدا حسینی فرد,,نشر برگ و باد
مجله عصر اندیشه ـ شماره۲ـ مهر ٩٥,,,مجله عصر اندیشه
راهنمای درمان هیجان محور برای از دست دادن رابطه,کلر روزمان,فاطمه صادق پور کلویر,نشر برگ و باد
آقادار,مریم سمیع زادگان,,آوانامه
ایل لر، ایزلر,حسن ریاضی (ایلدیریم),,انتشارات موغام
اولدوزلار، باخیش لار,حسن ریاضی (ایلدیریم),,انتشارات موغام
کتاب شنبه (شماره دوازدهم),الهام نظری,,انتشارات ماه آوا
ماهنامه ادبیات داستانی چوک ـ شماره ۱۵۱ ـ اسفندماه ۱۴۰۱,,,خانه داستان چوک
از من اثری در همه‌ چیز هست,روشنک صدر,,چاپ و نشر نظر
این دم را بنوش,روشنک صدر,,چاپ و نشر نظر
مجله عصر اندیشه ـ شماره۳ـ آذر ۹٣,,,مجله عصر اندیشه
هفته نامه صدای خاک ـ شماره ۱۰۲ ـ شنبه ۲۹ بهمن ماه ۱۴۰۱,,,ماهنامه صدای خاک
هفته نامه اطلاعات بورس ـ شماره ۴۸۳ ـ یکشنبه ۳۰ بهمن ماه ۱۴۰۱,,,هفته نامه شرکت نیکان رسانه بازار سرمایه
روزنامه سراسری خوزی ها ـ شماره ۵۱۸ ـ یک شنبه ۳۰ بهمن ماه ۱۴۰۱,,,روزنامه خوزی ها
مکانیک غیرخطی محیط های پیوسته,هاویر بونت $ ریچارد وود,ایرج محمودزاده کنی,انتشارات دانشگاه تهران
مکانیک کلاسیک,منصور نیکخواه بهرامی,,انتشارات دانشگاه تهران
مکانیک محیط های پیوسته برای مهندسین,جرج میس $ توماس میس,عباس راستگو $ محمدمهدی هیهات,انتشارات دانشگاه تهران
Correspondance française,ماندانا صدرزاده,,انتشارات دانشگاه تهران
مکاترونیک,دوداس شتی $ کولک ریچارد,حسین موسی زاده $ علی  جعفری $ سمانه جوان بخت,انتشارات دانشگاه تهران
منتخب اشعار حکیم زاهد ابوالمعارف,محمدعلی زاهد $ سیدامیرمحمود انوار,,انتشارات دانشگاه تهران
مجله عصر اندیشه ـ شماره ۵ ـ بهمن٣ ٩,,,مجله عصر اندیشه
منتوری,کورتیس جی. گرافورد,محمد عزیزی $ علی حسن زاده,انتشارات دانشگاه تهران
منظر شهری تاریخی,فرانچسکو باندرین $ رون ون اوئرز,پویا دولابی $ پرستو عشرتی $ سمیه فدائی‌ نژاد,انتشارات دانشگاه تهران
روش تحلیل خانواده روان‌شناسی خانواده به زبان ساده,سعید جهانشاهی فرد,,انتشارات ارجمند
مهارت های منطق جدید,ضیاء موحد $ زینب  برخورداری,,انتشارات دانشگاه تهران
درمان شناختی رفتاری برای اختلال اضطراب فراگیر,مایکل داگاس $ ملیسا رابی چاود,مهدی اکبری $ مسعود چینی فروشان $ احمد عابدیان,انتشارات ارجمند
پرایس اکشن؛ عرضه و تقاضا,پرایس اکشن نینجا,محمدرضا جمالی,نشر کتاب مهربان
مهندسی آبزی پروری,اود ایوار لکانگ,علی طاهری میرقائد $ سیدمرتضی ابراهیم زاده,انتشارات دانشگاه تهران
مانند یک قهرمان بیاندیش,مارک مینروینی,سلیمه صدیقی,نشر کتاب مهربان
مهندسی فشار قوی الکتریکی پیشرفته,حسین محسنی,,انتشارات دانشگاه تهران
متاورس,ویلسون جی. دیویس,سمیه محمدی,نشر کتاب مهربان
مجله عصر اندیشه ـ شماره ۶ ـ فروردین٤ ٩,,,مجله عصر اندیشه
شبه جزیره ایبریا,ایمان مهدی پور,,انتشارات آفرینش مهر
فروید در زمانه خودش و ما,الیزابت رودینسکو,گلناز ملک,انتشارات خوب
تکنیک های تنظیم هیجان در روان‌درمانی راهنمای کاربردی,رابرت ال. لی هی $ دنیس تیرچ $ لیزا ناپولیتانو,عبدالرضا منصوری راد,انتشارات ارجمند
مدیریت معامله (جلد اول),جیم کین,عماد نوبهار,نشر کتاب مهربان
مهندسی منابع آب نوین (جلد اول),لارنس کی. وانگ $ چیه تد یانگ,پریساسادات آشفته,انتشارات دانشگاه تهران
مهندسی منابع آب نوین (جلد دوم),لارنس کی. وانگ $ چیه تد یانگ,پریساسادات آشفته,انتشارات دانشگاه تهران
شهر در ادبیات,کوین مک نامارا,نگین نوریان دهکردی,انتشارات خوب
مردی که معادله بازار را حل کرد,گرگوری زوکرمن,محمدحسین صالحی,نشر کتاب مهربان
مجموعه سوالات بورد و ارتقاء تخصصی بیماری های عفونی و گرمسیری 1401,,علیرضا ادیبی مهر,انتشارات رزیدنت یار
مجموعه سوالات بورد و ارتقاء تخصصی رادیولوژی ۱۴۰۰,,علیرضا امیرمعافی,انتشارات رزیدنت یار
مجله عصر اندیشه ـ شماره ۷ ـ خرداد ٤ ٩,,,مجله عصر اندیشه
مجموعه سوالات ارتقاء و بورد تخصصی ۱۴۰۰ طب اورژانس,,نگین موسائی نژاد,انتشارات رزیدنت یار
موازین بین المللی حقوق زنان,شهیندخت مولاوردی,,انتشارات دانشگاه تهران
سینمای فریدون رهنما,,,انتشارات خوب
پسری که صدای خرس ها شد,کارمن الیور,امین شیرپور,نشر اطراف
موافقت نامه تریپس,دانیل جرویس,رضا شکوهی زاده,انتشارات دانشگاه تهران
قاتل آجری,هارولد شکتر,بابک طهماسبی,انتشارات خوب
مورد کاوی های مدیریت رفتار سازمانی,علی پیران نژاد,,انتشارات دانشگاه تهران
میکروبیولوژی خاک، ریزموجودات و رشد گیاهان,سوبا رائو,غلامعباس اکبری $ ایرج اله دادی $ شهریار دشتی $ حسینعلی علیخانی,انتشارات دانشگاه تهران
بچه کشی,هارولد شکتر,امیر مرزبان,انتشارات خوب
میکرومورفولوژی خاک,جورج استوپز,احمد حیدری $ احسان صاحب جلال,انتشارات دانشگاه تهران
مجله عصر اندیشه ـ شماره ۸ ـ شهریور٤ ٩,,,مجله عصر اندیشه
مینای عشق,مصطفی صافی گلپایگانی,,انتشارات دانشگاه تهران
پیاده روی مرگ,هارولد شکتر,بابک طهماسبی,انتشارات خوب
آقایان علیه آقایان,صفورا رهبری,,انتشارات خوب
ماهرخ و  کبوتر سفید,کریم فرهادی,,ناشر مؤلف
تعبیر خواب نوین,افسانه صنعت کاران,,انتشارات متخصصان
معمای آگاتا کریستی,ماری بندیکت,علی مجتهدزاده,نشر مون
دود شوق,فرهاد وداد,,انتشارات همیشه
مذاکره ذهن‌آگاه,گاتان پلرین,احمدرضا نفریان $ رضا ایازی,ناشر مؤلف
داستان تلاش,کوبی یامادا,معصومه نفیسی,انتشارات سیمای شرق
لبخندها,رینا تلگمایر,هدا نژادحسینیان,نشر اطراف
مجله عصر اندیشه ـ شماره ۹ ـ آبان ٤ ٩,,,مجله عصر اندیشه
بی عیب و نقص,مایکل شور,نگار شجاعی,نشر مون
توهم نبوغ,دیوید مک رینی,نگار شجاعی,نشر مون
ناخودآگاه در نمایشنامه های شکسپیر,مارتین برگمن,زهرا شکوهی فر,موسسه انتشارات فلسفه
۳۵ کیلو امیدواری,آنا گاوالدا,آتوسا صالحی,رادیو گوشه
کارگاه جادو,لیزا اونز,ليلا قنادپور,رادیو گوشه
ماهنامه توسعه فناوری های نوین پزشکی ـ شماره ۳۸ ـ بهمن ماه ۱۴۰۱,,,ماهنامه توسعه فناوری های نوین پزشکی
کتاب کوچک غلبه بر بازار,جوئل گرین بلت,مهدی صالحی فرهادپور,انتشارات بورس
ماهنامه سه نقطه ـ شماره ۳۹ ـ بهمن ماه ۱۴۰۱,,,ماهنامه سه نقطه
مدیریت ارتباط با مشتری (CRM),حمید ناصربخت $ محمود رضایی $ امیر اکبری,,انتشارات بورس
مجله عصر اندیشه ـ شماره ۱۰ ـ  بهمن ٤ ٩,,,مجله عصر اندیشه
مسئولیت مدنی کارگزاران بورس,محمدرضا محمدی,,انتشارات بورس
فرهنگ سه زبانه اصطلاحات، ضرب المثل ها و کنایه ها در زبان لاری,لیلا دیانت,,نشر بوی کاغذ (بوکا)
مجموعه سیاست های کلی نظام,,,انتشارات بورس
سلف و اوراق سلف,حامد تاجمیر ریاحی $ فرزانه اشعریون قمی زاده,,انتشارات بورس
صندوق های سرمایه گذاری قابل معامله (ETFs),حسین محسنی,,انتشارات بورس
فدراسیون ها و انجمن های بین المللی بازار سرمایه,ابوالفضل شهرآبادی $ الهام مسلمی,,انتشارات بورس
شفای کودک درون,لوسیا کاپاچیونه,اکرم توکلی,انتشارات ارمغان گیلار
با ما از عشق سخن بگو,مسیحا برزگر,,آوانامه
خواسته گاری,پوران ایران,,آوانامه
مکتب در فرایند تکامل,سید حسین مدرسی طباطبایی,هاشم ایزدپناه,آوانامه
مجله عصر اندیشه ـ شماره ۱۱ ـ اردیبهشت۹۵,,,مجله عصر اندیشه
خانه کاغذی,کارلوس ماریا دومینگوئز,شقایق قندهاری,آوانامه
قانون توانگری,کاترین پاندر,فرشته ابوالحسنی $ مریم شیخی,رمانو
مجله داستان سار ـ شماره ۱ ـ زمستان ۱۴۰۱,,,مجله داستان سار
نابرابری اجتماعی,چارلز ای. هرست,علی شکوری,انتشارات دانشگاه تهران
ناتوانی هوشی,انجمن ناتوانی های هوشی و رشدی آمریکا,احمد به پژوه $ مونا دلاوریان,انتشارات دانشگاه تهران
رهایی از مشکلات هیجانی,متیو مک کی $ مارتا دیویس $ پاتریک فنینگ,حسن حمیدپور $ زهرا اندوز,انتشارات ارجمند
مهارت‌های مصاحبه انگیزشی,دیوید بی. روزنگرن,شیما تمنایی فر,انتشارات ارجمند
نانوحامل های پلیمری,سپیده خوئی $ رضا بافکاری $ یوسف باقری,,انتشارات دانشگاه تهران
اصول طبقه بندی شکستگی ها,محسن مردانی کیوی $ خشایار صاحب اختیاری $ کیوان هاشمی مطلق $ محمود کریمی مبارکه,,انتشارات ارجمند
نانوحامل های پلیمری (جلد دوم),سپیده خوئی $ رضا بافکاری,,انتشارات دانشگاه تهران
شلیک به گاو مقدس پول,رابرت کیوساکی,سمانه  فلاح,انتشارات طاهریان
شکر و شکایت,محمدعلی انصاری,,انتشارات بیان هدایت نور
نانوفناوری در شیمی تجزیه,حسن سرشتی,,انتشارات دانشگاه تهران
احیاگر حکمت,رضا ماحوزی,,انتشارات موسسه مطالعات فرهنگی و اجتماعی وزارت علوم
اخلاق بهره‌ وری,رستم فلاح,,انتشارات موسسه مطالعات فرهنگی و اجتماعی وزارت علوم
آیین نامه ارتقا اعضای هیئت علمی,رضا ماحوزی $ فاطمه نصراللهی نیا $ احد رضایان قیه باشی,,انتشارات موسسه مطالعات فرهنگی و اجتماعی وزارت علوم
از آموزش عالی کلاسیک به آموزش عالی الکترونیکی,رضا ماحوزی,,انتشارات موسسه مطالعات فرهنگی و اجتماعی وزارت علوم
نسل جدید فناوری های توالی یابی و چالش های سرهم سازی توالی ها,سارا المتوالی $ اوسامه اودا $ محمد حلمی,حمید فرحمند $ فربد امامی لنگرودی,انتشارات دانشگاه تهران
پیدا و پنهان استارت آپ,اباذر اشتری مهرجردی,,انتشارات موسسه مطالعات فرهنگی و اجتماعی وزارت علوم
نفس شیطان,ر. ک. نارایان,مرضیه  خسروی,نشر روزگار نو
راهنمای مارکت‌ پلیس‌ ها,آنجلا ترن کینگ ینس $ بوریس ورتز,مجتبی ذوالفقاری,انتشارات شرکت توسعه محتوای لحن دیگر
صراط,علی صفایی حائری,,انتشارات لیله القدر
مدیریت هیجان در کودکان,اکرم پرند $ مریم اطمینان,,نشر نور گیتی
نظر متفکران اسلامی درباره طبیعت,سیدحسین نصر,,انتشارات دانشگاه تهران
نظریه رشد متعالی در مشاوره و روان درمانی,قاسم قاضی,,انتشارات دانشگاه تهران
نظریه اجتماعی شهری,مایکل باندز,رحمت اله صدیق سروستانی,انتشارات دانشگاه تهران
نظریه شهری,جان رنه شورت,کرامت اله زیاری $ حافظ مهدنژاد $ فریاد پرهیز,انتشارات دانشگاه تهران
نظریه پیچیدگی - آشوب و جنگ در روابط بین الملل,فرهاد قاسمی,,انتشارات دانشگاه تهران
آموزش ذهن برای عملکرد برتر,لایل بورن $ آلیس هیلی,زهره مجدآبادی,انتشارات نیوند
بادبادک,مجید لطفعلیان,,انتشارات اقلیما
