name,author,translator,publisher
لور,آلکساندرا برکن,زهرا چفلکی,انتشارات کتابسرای تندیس
پناهگاه امن,نیکلاس اسپارکس,لیلی شمس آبادی,شالگردن
آشفتگی های ذهنی,ریچارد پاورز,الهه محمدی,شالگردن
پیمان لمبارد,دیمون گالگوت,فاطمه ذبیحی,شالگردن
غذاها جورواجورند,شکوه قاسم نیا,,نشر پیدایش
شبح معلم,تونی بردمن,زینب رضائی,نشر پیدایش
جن خاکی و قصه های دیگر,ویلهلم گریم $ یاکوب گریم,پرستو پنجه شاهی,نشر پیدایش
ببر پشت دروازه,ژان ژیرودو,عبدالله  کوثری,نشر نی
گالیله کی بود؟,پاتریشیا برنان دموت,محیا کمالوند,انتشارات دوایر
نلسون ماندلا کی بود؟,پم پولاک $ مگ بلویسو,محیا کمالوند,انتشارات دوایر
جهان صنعت -  ۲۷ آبان ۱۳۹۵,,,روزنامه جهان صنعت
اسم من میناست,دیوید آلموند,مریم رفیعی,ایران‌بان
افسانه های مردم ولز,مایکل مک لیمویر,خدیجه مالمیر,نشر پنجره
انسان عاشق در سه حرف,مهرداد ناظری,,نشر علم
قصه های گوگولی برای بچه های گوگولی (جلد نهم),لاله  جعفری,,انتشارات قدیانی
قصه های گوگولی برای بچه های گوگولی (جلد دهم),لاله  جعفری,,انتشارات قدیانی
قصه های شب (جلد چهارم),برادران گریم,سپیده  خلیلی,انتشارات قدیانی
چاپ دستی مقدماتی و پیشرفته,جلال الدین سلطان کاشفی,,انتشارات علمی و فرهنگی
جامعه شناسی ورزش,حمید سیفی $ سید ابوالفضل حسینی $ مهدی محمد رحیمی,,انتشارات اندیشه احسان
رمان به روایت رمان نویسان,میریام آلوت,علی محمد حق شناس,نشر مرکز
نجات استخوان ها,جزمین وارد,سحر حدیقه,انتشارات مانیاهنر
اعتماد - ۱۳۹۵ پنج شنبه ۲۷ آبان,,,روزنامه اعتماد
توی کثیف درون من,محسن حمید,احمد آل احمد,تداعی
دنگ و دنگ شعر و رنگ (جلد اول),مریم اسلامی,,انتشارات قدیانی
گفتگو با ایران درودی,مهدی  مظفری ساوجی,,نشر ثالث
تاج پنهان,کاترین فیشر,زهرا طباطبایی,انتشارات بهنام
جانوران شگفت انگیز و زیستگاه آن ها,جی.کی. رولینگ,ویدا اسلامیه,انتشارات کتابسرای تندیس
دنیای زیبا کجایی؟,سالی رونی,فرناز سربندی,انتشارات کتابسرای تندیس
گزیده غزلیات شمس تبریز,مولانا جلال‌الدین محمد بلخی مولوی,,نشر گویا
ایلیا؛ تولد یک قهرمان (هفت جلدی),امین توکلی,,کمیک
وارث گمشده,کاترین فیشر,زهرا طباطبایی,انتشارات بهنام
زاده وحش,براندون مال,فرزام حبیبی اصفهانی,انتشارات بهنام
خراسان - ۱۳۹۵ پنج شنبه ۲۷ آبان,,,روزنامه خراسان
کسی این کلاغ آبی را نمی خواهد؟,ادیت شرایبر ویکه,نیلوفر کشتیاری,انتشارات فنی ایران (کتاب های نردبان)
قاضی عادل,اسکار وایلد,اسمیرا سلیمی $ فاطمه صفری,فرای علم
 ایرانیت، ملیت، قومیت (جلد دوم),علی‌اصغر شیرازی,,جهان کتاب
فرهنگ رنسانس در ایتالیا,یاکوب بورکهارت,محمدحسن لطفی,انتشارات طرح نو
پیامبر و دیوانه,جبران خلیل جبران,نجف دریابندری,كارنامه
قصه های شب (جلد ششم),ویلهلم گریم $ یاکوب لودویک کارل گریم,سپیده  خلیلی,انتشارات قدیانی
قصه های شب (جلد هفتم),ویلهلم گریم $ یاکوب لودویک کارل گریم,سپیده  خلیلی,انتشارات قدیانی
قصه های شب (جلد هشتم),ویلهلم گریم $ یاکوب لودویک کارل گریم,سپیده  خلیلی,انتشارات قدیانی
قصه‌های شب ‌(جلد دهم),یاکوب گریم $ یاکوب لودویک کارل گریم,سپیده  خلیلی,انتشارات قدیانی
درباره توتالیتاریسم,هربرت اسپایرو,هادی نوری,انتشارات شیرازه کتاب
کیهان - پنجشنبه ۲۷ آبان ۱۳۹۵,,,روزنامه کیهان
تصویر آخر,لیلا دارابی,,نشر پیدایش
آیلین و آب نبات های نعنایی,هلن پرلمن,پروانه فتاحی,انتشارات آسمان خیال
ساکت باشید تا داستان بخوانم!,جاناتان الن,هایده کروبی,انتشارات فنی ایران (کتاب های نردبان)
من نمی ترسم!,جاناتان الن,هایده کروبی,انتشارات فنی ایران (کتاب های نردبان)
بیگانه,آلبر کامو,جلال آل احمد $ اصغر خبره زاده,انتشارات علمی و فرهنگی
موش ها و آدم ها,جان اشتاین‌بک,پرویز داریوش,انتشارات علمی و فرهنگی
ماساژ کودک,آلن هیث $ نیکی بین بریج,ناهید آزادمنش,انتشارات صابرین
خانه گربه ها,هیوا قادر,مریوان حلبچه‌ای,نشر ثالث
عاشقانه های تورگنف,ایوان تورگنیف,بابک شهاب,نشر لاهیتا
رزی کارپ,ماری اندیای,مرضیه کردبچه,نشر نیماژ
جوان - پنجشنبه ۲۷ آبان ۱۳۹۵,,,روزنامه جوان
قصه های تصویری از پروین اعتصامی (جلد ششم),مژگان شیخی,,انتشارات قدیانی
Super good skils (almost),لیز پیشون,,نشر معیار علم
The happiness trap,راس هریس,,نشر معیار علم
بیگ بنگ، فلسفه و خدا,جانر تاسلامان,رامین کریمی,نشر سایلاو
نانسی می داند,سایبل یانگ,مینا پورشعبانی,انتشارات مبتکران
برابری و آزادی,آمارتیا سن,حسن فشارکی,انتشارات شیرازه کتاب
درباره اگزیستانسیالیسم,مارک تانزر,محسن زارعی,نشر علم
دزدان دریایی تصادفی (جلد دوم),کلر فایرز,اکرم حسن پور,انتشارات هوپا
مجموعه کامل ۴۷ کتاب آقا کوچول ها,راجر هارگریوز,مهدی حجوانی,انتشارات قدیانی
عاشقانه های وطن,الکساندر ووازار,آسیه حیدری,نشر مهر و دل
وقایع اتفاقیه - ۱۳۹۵/۰۸/۲۷,,,روزنامه وقایع اتفاقیه
بدون هماهنگی شعر نگویید!,اسدالله امرایی,,گل آذين
مجموعه سه دخترون,محمدرضا شمس,,نشر افق
تسخیرشدگان جزیره بادیان,بدری مشهدی,,انتشارات علمی و فرهنگی
خواب بی پایان,آندره شدید,بیتا ترابی,انتشارات مانیاهنر
من هنوز آماده نیستم!,جاناتان الن,هایده کروبی,انتشارات فنی ایران (کتاب های نردبان)
می بینید چی کشیدم؟!,فاطمه ظهیری,,انتشارات فنی ایران (کتاب های نردبان)
هلن,اوریپید ,محمد سعیدی,انتشارات علمی و فرهنگی
تاراس بولبا,نیکلای گوگول,قازار سیمونیان,انتشارات علمی و فرهنگی
سرهنگ زندان یحیی,هادی خورشاهیان,,نشر ثالث
پری ماه,لیلا راهدار,,نشر نون
شرق - ۱۳۹۵ پنج شنبه ۲۷ آبان,,,روزنامه شرق
تعادل؛ کلید کامیابی,جف کوز,وحید منصوری $ هیرش لطفی $ صبا فکروند,انتشارات گوتنبرگ
قصه های زالزالکی (جلد سوم),لاله  جعفری,,انتشارات قدیانی
بگذار تروا بسوزد,آناهیتا آروان,,انتشارات علمی و فرهنگی
از برادران زخمی ما,ژوزف آندراس,مریم خراسانی,نشر نیماژ
آنتونی و کلئوپاترا,ویلیام شکسپیر,علاءالدین پازارگادی,انتشارات علمی و فرهنگی
زنده باد تفاوت!,فاطمه بخشنده,,بهار سبز
پاییز، برگ زرد,احمدرضا احمدی,,نشر گویا
۱۰ قانون اعتماد,یوال پیترسون $ دیوید ای. کاپلان,ایرج پاد,انتشارات سایه سخن
اگنس,پتر اشتام,محمود حسینی‌زاد,نشر افق
ایمی نیمی در خبرهای داغ,مگان مک دونالد,محبوبه نجف خانی,نشر افق
آرمان - ۱۳۹۵ پنج شنبه ۲۷ آبان,,,روزنامه آرمان ملی
روزهای بدون او,شباهنگ مبصریان,,انتشارات حکیم نظامی گنجه ای
قصه شهری آن طرف دریاها,مژگان شعبانی,,نسک
رویای بیداری,ناصر کوشان,,انتشارات پیام چارسو
آقای قناصه؛ خانم گرینف,سینا قنبرپور,,انتشارات پیام چارسو
آنگاه که خدا پزشک توست,نیل دونالد والش,شبنم محمدی ماجد,انتشارات جمهوری
کبوترها و بازها,گراتزیا دلددا,بهمن فرزانه,نشر ثالث
پاسکا، دختر اهل نوئورو,گراتزیا دلددا,بهمن فرزانه,نشر ثالث
دعای دریا,خالد حسینی,میلاد فشتمی,انتشارات بهنام
چرا و چگونه (مجموعه هشتم),مجموعه نويسندگان,کمال بهروزکیا,انتشارات قدیانی
۱۲ قصه از کیمیای سعادت,مژگان شیخی,,انتشارات قدیانی
اعتماد به نفس و انگیزش,موسسه آموزشی ام.تی.دی,طوبی مردانی,نشر نوین
گزارش گمان شکن,علی شمس,,نشر نیماژ
عنصر اصلی,جی پاپسان $ گری کلر,رضا اسکندری آذر,نشر نون
۱۲ قصه از قابوس نامه,مژگان شیخی,,انتشارات قدیانی
۱۲ قصه از پروین اعتصامی,مژگان شیخی,,انتشارات قدیانی
باختین در قابی دیگر,دبورا جی هینز,ستاره نوتاج,نشر فرهنگستان
استعاره,ترنس هاوکس,فرزانه طاهری,نشر مرکز
چشم اندازهای کلامی در باب خداوند و زیبایی,جان میلبنک,عذرا لوعلیان لنگرودی,نشر فرهنگستان
نیایش,مهاتما  گاندی,شهرام نقش تبریزی,نشر نی
خشونت,اسلاوی  ژیژک,علیرضا پاکنهاد,نشر نی
پنجمین روز سال، ساعت بیست,رضا شالبافان,,نشر مهر و دل
شرق - ۱۳۹۵ شنبه ۲۹ آبان,,,روزنامه شرق
فلسفه جنگ نیچه,عبدالحسین پیروز,,نشر علم
زبان منشوری ست,امیر اور,رزا جمالی,نشر مهر و دل
آکادمی کاوشگر، راز نبولا,ترودی تروت,فهیمه سادات کمالی,انتشارات هفت و نیم
پدربزرگ بالن سوار و سه بازیگوش,فریدون اورال,مژگان دولت‌آبادی,انتشارات هفت و نیم
تعطیلات بی دغدغه,دیوید سداریس,میلاد زکریا,بنگاه ترجمه و نشر کتاب پارسه
اشتعال,کاترین لسکی,بهنام حاجی زاده,انتشارات هوپا
کار نشد نداره,چاد ویچ,گیتا سلیمانی,انتشارات جمهوری
The Last Don,ماریو پوزو,,نشر معیار علم
شورش خرگوش ها,آریل دورفمن,امیلی امرایی,نشر افق
جهان صنعت -  ۲۹ آبان ۱۳۹۵,,,روزنامه جهان صنعت
در دام کمال طلبی,ماریون وودمن,آزاده کامیار,نشر هیرمند
۱۲ قصه از سیاست نامه,مژگان شیخی,,انتشارات قدیانی
خدای ما چه جوریه؟ (مجموعه اول),سیدمحمد مهاجرانی,,انتشارات قدیانی
هذیان های روزانه یک مرد‌ خفته,حامد سلیمان زاده,,دیبایه
سفیدبرفی و هفت کوتوله,برادران گریم,بخشعلی بایراملو,انتشارات چكه
هفت نامه به مرتضی کیوان,محمد طباطبایی,,انتشارات آرادمان
تماشاگر رهایی یافته,ژاک  رانسیر,اشکان صالحی,نشر نی
نظریه های کلاسیک جامعه شناسی,تیم دیلینی,بهرنگ صدیقی,نشر نی
بر فراز صخره ها,ایمی رزنتال,نرگس انتخابی,نشر نی
لویاتان,توماس هابز,حسین بشیریه,نشر نی
خراسان - ۱۳۹۵ شنبه ۲۹ آبان,,,روزنامه خراسان
کنفرانس یالتا و قطار هیچ و پوچ,اوریزا هیراتا,نگار خلیلی,نشر نی
دروغ های کوچک بزرگ,لیان موریاتی,سینا بحیرایی,نشر معیار علم
تاریخ تغزل باستان,رضا شالبافان,,نشر مهر و دل
صدا و موسیقی در فیلم مستند,هالی راجرز,نازنین اردوبازارچی,مركز گسترش سينماى مستند و تجربى
شش قدرت,پیتاکوس لور,پیمان اسماعیلیان,نشر افق
راه های رسیدن به خانه,آله‌خاندرو سامبرا,فردین توسلیان,نشر هیرمند
اژدها کوچولو و شفته پلو,فریدون اورال,مژگان دولت‌آبادی,انتشارات هفت و نیم
اثر انگشت,علیرضا آذر,,نشر نیماژ
استراتژی و سیاست,مجموعه نويسندگان,گروه مترجمان,انتشارات ژرف
خدای ما چه جوریه؟ (مجموعه دوم),سیدمحمد مهاجرانی,,انتشارات قدیانی
کیهان - شنبه ۲۹ آبان ۱۳۹۵,,,روزنامه کیهان
زیبا بنویسیم (جلد اول),رضا تبریزی,,انتشارات قدیانی
زیبا بنویسیم (جلد ششم),رضا تبریزی,,انتشارات قدیانی
تمساحی که از آب بازی خوشش نمی آمد,جما مرینو,احمد تصویری,انتشارات مبتکران
سفر,ائرن بکر,حسام سبحانی طهرانی,انتشارات مبتکران
قصه های گوگولی برای بچه های گوگولی (جلد پنجم),لاله  جعفری,,انتشارات قدیانی
قصه‌های گوگولی برای بچه‌های گوگولی (جلد چهارم),لاله  جعفری,,انتشارات قدیانی
فیه ما فیه و پیوست های نویافته,جلال‌الدین محمد بلخی,توفیق هـ سبحانی,بنگاه ترجمه و نشر کتاب پارسه
زنی میان ما,گریر هندریکس $ سارا پکانن,مینا بیگی,کتاب کوله پشتی
اینجا نیروی جاذبه کمتر است,رزا جمالی,,نشر مهر و دل
مشت زن,سیدحسن موسوی,,انتشارات فاطمی
آفتاب یزد - ۲۹ آبان ۱۳۹۵,,,روزنامه آفتاب یزد
دره هزار دارکوب,اعظم مهدوی,,انتشارات فاطمی
حداکثرگرا,استفن سستانوویچ,محمدرضا ملکی,انتشارات علمی و فرهنگی
عینک جادویی!,بریتا شوارتس,منیژه نصیری,انتشارات زعفران
بگو ما هم بخندیم (جلد هفتم),شهرام شفیعی,,نشر پیدایش
مجموعه شعرهای نوذر پرنگ,نوذر پرنگ,,هنر موسیقی
در چشمه خورشید,نسیم خلیلی,,نشر آفتابكاران
پشت کوه بیستون,نسیم خلیلی,,نشر آفتابكاران
نارسیس,هرمان هسه,وحید منوچهری واحد,انتشارات جامی
دنیای رنگین کمان,بهرام خائف,,کانون پرورش فکری کودکان و نوجوانان
مهمانی شگفت انگیز حیوانات,هال ا.گراهام,جواد کریمی,انتشارات فنی ایران (کتاب های نردبان)
جمهوری اسلامی - ۲۹ آبان ۱۳۹۵,,,روزنامه جمهوری اسلامی
دوقلوها,ایان وای برو,نسرین مهاجرانی,نشر پیدایش
منظومه شمسی ما,مرجان یوسف زاده شبستری,,سفیدسار
 بابابزرگ سبز من,لین اسمیت,مینا پورشعبانی,انتشارات مبتکران
Dog Zombies Rule ,لیز پیشون,,نشر معیار علم
کتاب بازی در حمام,شکوه قاسم نیا,,انتشارات قدیانی
یادگیری هنر مشاوره,مارک یانگ,مجتبی احمدی $ جواد خلعتبری $ شهره قربان شیرودی ,نشر ثالث
کلاغ ها عاشق نمی شوند,حمیدرضا فرامرزی,,نشر مشکی
خاشخاشی با الف,پری ناز فهیمی,,نشر مشکی
سنگ پا + گل,محمدکاظم مزینانی,,نشر پیدایش
قدس - شنبه ۲۹ آبان ۱۳۹۵,,,روزنامه قدس
دلقک ها و حکایت های عامیانه,مرجان کشاورزی آزاد,,نشر پیدایش
شکم شیر,شیلا خزانه داری,,نشر پیدایش
بلوچستان در سه سیاحت نامه عهد قاجار,محسن شهرنازدار,,موسسه آبی پارسی، پل فیروزه
مقالاتی در زمینه مطالعات تاریخی بلوچستان,نورمن لسلی فالکن,ملیحه درگاهی,موسسه آبی پارسی، پل فیروزه
دیوار,جان لنچستر,سعيد كلاتي,نشر هیرمند
مثل باغچه ای در بهار,نسیم خلیلی,,نشر آفتابكاران
چراغی بر فراز قصه ها,نسیم خلیلی,,نشر آفتابكاران
دو چشم کوچک من,زهرا موسوی,,نشر پیدایش
پیشوا به رنگ خشم و خون,سباستین هافنر,ژیلا فرهادی,انتشارات خوب
حکایت های جامی,حیدر بشیری,,آرایان
ایران - ۱۳۹۵ شنبه ۲۹ آبان,,,روزنامه ایران
تصویرهای شگفت انگیز خزندگان و دوزیستان,ارنست کینگ,محمدرضا افضلی,انتشارات فنی ایران (کتاب های نردبان)
خزندگان ایران,هادی فهیمی,,انتشارات فنی ایران (کتاب های نردبان)
کلاه سیاه و جادوی قهرمانان شاهنامه,الهام مزارعی,,انتشارات علمی و فرهنگی
پسران زره پوش,ایان وای برو,نسرین مهاجرانی,نشر پیدایش
شیرین و فرهاد,ناظم  حکمت,ثمین باغچه‌بان,نشر مینا
فضا,نیکولاس هریس,مهدی شاه خلیلی,انتشارات علمی و فرهنگی
بدن انسان,نیکولاس هریس,مهدی شاه خلیلی,انتشارات علمی و فرهنگی
سفرنامه حاجی خان,محسن شهرنازدار,,موسسه آبی پارسی، پل فیروزه
مدرنیته و اندیشه انتقادی,بابک احمدی,,نشر مرکز
در سایه اکثریت های خاموش,ژان بودریار,پیام یزدانجو,نشر مرکز
آرمان - ۱۳۹۵ شنبه ۲۹ آبان,,,روزنامه آرمان ملی
 احساس یعنی چه؟,کلارایس هونگ,شهرام رجب زاده,ذکر
 با غریبه ها جایی نمی روند,دگمار گایسلر,پرستو عوض‌زاده,انتشارات قدیانی
 حسنی و جارو جارجاری,فروزنده خداجو,,انتشارات قدیانی
قصه های شیرین و دلنشین,شیو کومار,سیما طاهری,ذکر
قاصدک دانایی؛ ماز (جلد دوم),فهیمه سیدناصری,,ذکر
 قدرت اسرارآمیز,ایان وای برو,نسرین مهاجرانی,نشر پیدایش
نفرین خاکستری,مهسا محب علی,,نشر نیماژ
دختر اقیانوس,ریک ریوردن,سوگند رجبی نسب,انتشارات بهنام
فلیکس و سرچشمه نامرئی,اریک امانوئل اشمیت,وحیده نعیم‌آبادی,انتشارات کتابستان معرفت
جشن تولد سارا,سارا گومز هریس,حسین فتاحی,نشر پنجره
خون نوشت,محمدرضا بایرامی,,نشر ستاره‌ها
فهم علم اجتماعی,راجر تریگ,شهناز مسمی پرست,گل آذين
نظریه و روش تحلیل چارچوب,سیده‌زهرا اجاق,,سمندر
مرده ای که حالش خوب است,احمد  آرام,,نشر افق
آن ها چه کسانی بودند؟!,احمد  آرام,,نشر افق
پلنگ برفی,سیلون تسون,پریزاد تجلی,انتشارات مروارید
من هم چسبیده ام به تو,اسمریتی پراسادام هالس,فاطمه مهدیان,انتشارات مهرسا
خوشحال یعنی چه؟,کلارایس هونگ,شهرام رجب زاده,ذکر
گربه کوچولوی سفید و پرنده,جف ورینگ,سارا سیدناصری,ذکر
فرهنگ جغرافی مدرسه,منصور ملک عباسی,,انتشارات محراب قلم
ماهنامه دیده بان فناوری ـ شماره ۱۲ ـ مهر و آبان ماه ۹۵,,,دیده بان آی تی
ایل بختیاری در دوره قاجار,آرش خازنی,شهلا طهماسبی,نشر مرکز
درآمدی بر روابط موضوعی و روانشناسی خود,مایکل سنت کلر,حامد علی آقایی $ علیرضا طهماسب,نشر نی
درآمدی بر دانش نوین سیاست,اریک فوگلین,محمد صبوری,بنگاه ترجمه و نشر کتاب پارسه
آخرین روز یک محکوم,ویکتور هوگو,محمد قاضی,نشر ثالث
انجیل سفید,توبیاس وولف,اسدالله امرایی,نشر ثالث
رآل پلیتیک انقلابی لنین و پاسخ به پسامارکسیسم,گروه نویسندگان,مسعود امیدی,گل آذين
مست می عشق,مریم سادات حسینی,,انتشارات شقایق
ارتباطات اجتماعی,مارشال مک لوهان,عباس محمدی اصل,انتشارات اندیشه احسان
داستان های دیکنز,والری ویلدینگ,محمود  مزینانی,نشر پیدایش
زولی,کالم مک‌کان,رضا مشهور,انتشارات ترانه
دوهفته‌نامه موفقیت ـ شماره ۳۳۹ـ نیمه اول آذر ۹۵,,,مجله همه راز موفقیت
فوتبالیست ریزه میزه,ایان وای برو,نسرین مهاجرانی,نشر پیدایش
اصل گرایی,گرگ مک کیون,مهناز فرجی,آرایان
سرسختی,آنجلا داکورث,گیتی شهیدی,آرایان
حکایت زمستانی,ویلیام شکسپیر,فواد نظیری,نشر ثالث
شهر موسیقیدان های سپید,بختیار علی,مریوان حلبچه‌ای,نشر ثالث
بومرنگ,شهریار جوهری,,نشر تيسا
رویایی به شب نیمه تابستان,ویلیام شکسپیر,فواد نظیری,نشر ثالث
لنا لیستی و رویای جهانگردی,فرانسین امن,پیمانه قماشچی,نشر پیدایش
اژدهای چیپس خوار,مالوری بلکمن,فریبا نباتی,نشر پیدایش
دوهفته‌نامه امرداد ـ شماره ۳۵۲ ـ ۲۲ آبان ۱۳۹۵,,,هفته‌نامه امرداد
تئوری و مسائل اقتصاد خرد,دومینیک سالواتوره,حمیدرضا ارباب,نشر نی
دکارت,جان کاتینگهام,سید مصطفی شهرآیینی,نشر نی
جهان ساعت هایش را با چشمان تو کوک می کند,نزار قبانی,ستار جلیل‌زاده,نشر ثالث
خداحافظ دلدادگی,شیرزاد حسن,مریوان حلبچه‌ای,نشر ثالث
چهره های منفور در تاریخ معاصر ایران,حبیب اله تابانی,,انتشارات نگاه
عمو جان,پتر هرتلینگ,گیتا رسولی,انتشارات محراب قلم
پیرزن جوانی که خواهر من بود,صمد طاهری,,نشر نیماژ
شفقت ورزیدن به خود,ابتكار ميچ ابلت $ کریس ویلارد $ تیم دزموند,الهام پارسامهر,انتشارات جیحون
امپراتوری نشانه ها,رولان بارت,ناصر  فکوهی,نشر نی
نقاب,فاطمه خاوریان,,نشر علی
هفته‌نامه کرگدن ـ شماره ۲۸ ـ ۲۵ آبان۹۵,,,هفته‌نامه کرگدن
آنا خانم خانم ها,تونی گراس,میترا لبافی,انتشارات قدیانی
سفر به کره ماه,فریبرز ایزدی فر,,انتشارات بروج
جایی برای زندگی,سوزان شیهان,نیلوفر صادقی,نشر ثالث
روباه فوق العاده,رولد دال,مهناز ایلدرمی,گل آذين
شن های روان,امیلی رودا,محبوبه نجف خانی,انتشارات قدیانی
تو شدن,علیرضا  روشن,طیبه هاشمی $ ژان رستم ناصر,نشر نیماژ
دنیای هیربل,پتر هرتلینگ,گیتا رسولی,انتشارات محراب قلم
فرنسه,پتر هرتلینگ,گیتا رسولی,انتشارات محراب قلم
آقای ماجیکا و هفته کتاب,هامفری کارپنتر,پژمان واسعی,انتشارات محراب قلم
کتاب زندیق,مصطفی جمشیدی,,انتشارات علمی و فرهنگی
والدن,هنری دیوید ثورو,سیدعلیرضا  بهشتی شیرازی,انتشارات روزنه
آیلین,آتوسا مشفق,گلاره جمشیدی,انتشارات چترنگ
کتاب کار جامع پیش دبستانی,کتایون مهرآبادی,,انتشارات مبتکران
سارا و اردک مهمانی دارند,سارا گومز هریس,حسین فتاحی,نشر پنجره
اتل متل تابستون,غلامحسین مردانیان,,نشر نوشته
ایوب,یوزف روت,محمد اشعری,نشر ثالث
دایره المعارف یوگا,سوامی شیواناندا $ سوامی ویشنو دواناندا,رضا رامز,نشر ثالث
ذهن آگاه شدن,ابتكار ميچ ابلت $ کریس ویلارد,احسان بیک زاده,انتشارات بذر خرد
آقا موش پستچی به تعطیلات می رود,ماریان دوبو,محبوبه نجف خانی,انتشارات زعفران
آنتونی و کلئوپاترا,ویلیام شکسپیر,جواد ثابت‌نژاد,ذکر
نوایی هم آهنگ باران,فریدون مشیری,,نشر چشمه
اقتصاد پساتحریم,,,مقصد
همسازی و تعارض در هویت و قومیت,ناصر  فکوهی,,گل آذين
تحصیل کرده,تارا وستوور,علی ایثاری کسمایی,نشر آموت
باکره ها,الکس میخائلیدس,سامان شهرکی,نشر آموت
آشنایی با طبیعت,امیلی بومون,راضیه خوئینی,انتشارات قدیانی
نیکلاس نیکلبی (متن کوتاه شده),چارلز دیکنز,محسن سلیمانی,نشر افق
بازگشت,ائرن بکر,,انتشارات مبتکران
از نوک خودکار من گل می چکد,سیدسعید هاشمی,,کانون پرورش فکری کودکان و نوجوانان
آن روز معمولی در مدرسه,کالین مک ناتن,فهیمه شانه,نشر غنچه
داوود (ع),حسین فتاحی,,انتشارات قدیانی
یاغی,حسین پاکدل,,نشر ثالث
ماهنامه صنایع هوافضا ـ شماره ۱۱۹ ـ شهریور ۹۵,,,مجله صنایع هوافضا
زنبورها,مایا لونده,علی کهربایی,نشر ثالث
دختر خاله ها,نیلوفر مالک,,انتشارات قدیانی
شرط بندی بر وجود خدا,زینب سالاری,,انتشارات کتاب طه
قبله مایل به تو,حمیدرضا برقعی,,انتشارات فصل پنجم
از صدای باران خوشم می آید,فرهاد حسن زاده,,حوض نقره
الیدور,آلن گارنر,شهرام رجب زاده,انتشارات قدیانی
انقلاب های علمی,چارلی ساموئلز,ماندانا فرهادیان,انتشارات فاطمی
رودخانه واژگون (جلد دوم),ژان کلود مورلوات,نوید اعطار شرقی,انتشارات محراب قلم
این دست بی صدا,حسین صفا,,نشر نیماژ
کارت هایی برای شادمان ‌شدن,میچ ابلت $ کریس ویلارد,احسان بیک زاده,انتشارات جیحون
ماهنامه صنایع هوافضا- شماره ۱۱۸ - مرداد ۹۵,,,مجله صنایع هوافضا
تاریخ خاورمیانه,پیتر منسفیلد,کیانوش امیری,نشر نیماژ
اکوان دیو,مازیار بغلانی $ ایلناز ابراهیمی,,انتشارات برف
روزی که یاد گرفتم عنکبوت ها را اهلی کنم,یوتا ریشتر,کتایون سلطانی,نشر افق
والنتین پادشاه کوچک,کاترین کانگولا,آمنه امیرخانی,نشر نوشته
شهر اشباح,ویکتوریا شواب,رها قطبی,ایران‌بان
با ما تمام می شود,کالین  هوور,مریم رفیعی,ایران‌بان
وقتی پدربزرگ به تو جعبه ابزار هدیه می دهد,جیمی دینیهن,سیده هستی حسینی,انتشارات مهرسا
مثل یک ببر بخواب,مری لوگ,نسرین  وکیلی,انتشارات علمی و فرهنگی
خاطرات و ملاحظات سیدعلی محمد دولت آبادی,ایرج افشار,,انتشارات سخن
صبح جادویی,هال الرود,پریسا فخارزاده,نشر معیار علم
پیوند آسمانی,,,مقصد
با من از نرگس ها بگو,اسماعيل يوردشاهيان,,انتشارات سیب سرخ
هیاهوی زیاد برای هیچ,ویلیام شکسپیر,جواد ثابت‌نژاد,ذکر
جاسوسی در حزب,قاسم شفیع نورمحمدی,,جهان کتاب
بهلول معمای حاکم,سارا خسروی برنا,,انتشارات برف
A Man Called Ove,فردریک بکمن,,نشر معیار علم
فلیکس و ماجرای ماشین زمان درب و داغون,آنت لنگن,منیژه نصیری,انتشارات زعفران
فلیکس و جشن تولد بچه های دنیا,آنت لنگن,منیژه نصیری,انتشارات زعفران
برگزیده شعرهای سعدی,شیخ مصلح الدین سعدی شیرازی,,کانون پرورش فکری کودکان و نوجوانان
ماجراجویی,ائرن بکر,حسام سبحانی طهرانی,انتشارات مبتکران
کتاب استودیو تهران,سهیل حسینی,,انتشارات مکتب تهران
پرندگان زرد,کوین پاورز,انیسا دهقانی,نشر شورآفرین
ندارد,همایون جمشیدیان,,انتشارات سیب سرخ
آخرین پرتقال,هنگامه احمدی,,انتشارات سیب سرخ
نبرد بیژن و هومان,مازیار بغلانی $ ایلناز ابراهیمی,,انتشارات برف
پیشرفت افلاطون,گیلبرت رایل,ملیحه ابویی مهریزی,فارسی
قصه پاییز و نهال هلو,حافظ موسوی,,انتشارات شهر قلم
مبانی فلسفه هنر نیچه,عبدالحسین پیروز,,نشر علم
ماجراهای پرنسس پولورایزر (جلد سوم),نانسی کرولیک,خاطره‌ کردکریمی,انتشارات شهر قلم
در کنار تو,کیسی وست,مریم رفیعی,ایران‌بان
ده قرن عاشقی,مارکوس سجویک,ندا شادنظر,ایران‌بان
زندگی ربوده شده,جیسی دوگارد,میعاد بانکی,انتشارات مروارید
ماهنامه صنایع هوافضا ـ شماره ۱۱۷ ـ تیر ۹۵,,,مجله صنایع هوافضا
مردان هوشیار,جان گری $ آرجونا آرداق,علی علی پناهی,انتشارات نسل نواندیش
پسری که دور دنیا را رکاب زد؛ سفر به آمریکا,اَلستر هامفریز,لیدا هادی,نشر اطراف
گرترود,هرمان هسه,شهلا حمزاوی,نشر چشمه
زنان و تبعیض,کیت فیگز,اسفندیار زندپور,گل آذين
غرور و تعصب,جین آستین,شمس الملوک مصاحب,انتشارات جامی
