name,author,translator,publisher
جوان - چهارشنبه ۱۷ بهمن ۱۳۹۷,,,روزنامه جوان
ابتکار - ۱۷ بهمن ۱۳۹۷,,,روزنامه ابتکار
وطن امروز - ۱۳۹۷ چهارشنبه ۱۷ بهمن,,,روزنامه وطن امروز
ایران ورزشی - ۱۳۹۷ چهارشنبه ۱۷ بهمن,,,روزنامه ایران ورزشی
ایران - ۱۷ بهمن ۱۳۹۷,,,روزنامه ایران
قانون - ۱۳۹۷/۱۱/۱۷,,,روزنامه قانون
ابرار ورزشی - ۱۳۹۴/۷/۲۶,,,روزنامه ابرار ورزشی
خراسان - ۱۳۹۷ چهارشنبه ۱۷ بهمن,,,روزنامه خراسان
شهروند - ۱۳۹۴ يکشنبه ۲۶ مهر,,,روزنامه شهروند
قانون - ۱۳۹۴ يکشنبه ۲۶ مهر,,,روزنامه قانون
کیهان - يکشنبه ۲۶ مهر ۱۳۹۴,,,روزنامه کیهان
چه حیوان خطرناکی!,سوسن طاقدیس,,انتشارات امیرکبیر
آفتاب یزد - ۲۶ مهر ۱۳۹۴,,,روزنامه آفتاب یزد
ابتکار - ۲۶ مهر ۱۳۹۴,,,روزنامه ابتکار
جمهوری اسلامی - ۲۶ مهر ۱۳۹۴,,,روزنامه جمهوری اسلامی
مردم‌سالاری - ۱۳۹۴/۰۷/۲۶,,,روزنامه مردم سالاری
ایران ورزشی - ۱۳۹۴ يکشنبه ۲۶ مهر,,,روزنامه ایران ورزشی
جوان - يکشنبه ۲۶ مهر ۱۳۹۴,,,روزنامه جوان
راه مردم - ۱۳۹۴ يکشنبه ۲۶ مهر,,,روزنامه راه مردم
شرق - ۱۳۹۴ يکشنبه ۲۶ مهر,,,روزنامه شرق
اعتماد - ۱۳۹۴ يکشنبه ۲۶ مهر,,,روزنامه اعتماد
آرمان - ۱۳۹۴ يکشنبه ۲۶ مهر,,,روزنامه آرمان ملی
بیب بیب قصه,لاله  جعفری,,انتشارات امیرکبیر
بهار - ۱۳۹۴ يکشنبه ۲۶ مهر,,,روزنامه بهار
هفت صبح - شماره ۱۲۸۶ -۲۶ مهر ۱۳۹۴,,,روزنامه هفت صبح
ملکه مصلوب: داستان لیلی و مجنون غرب,ژیلبر سینوئه,عبدالرضا هوشنگ‌مهدوی,انتشارات مروارید
مشتری شنبه‌ها,ژرژ سیمنون,رامین آذربهرام,انتشارات مروارید
غروب آرزو: عصیان,نسرین ثامنی,,انتشارات پر
دو دریا اشک,غلامرضا سازگار,,موسسه هلال
عروسی شیوا,گیتا قنبر,,انتشارات پر
آموزش آمار و احتمال به کمک کاریکاتور,لاری گونیک $ ولکات اسمیت,عباس سقایی $ رسول نورالسناء,ناشر مؤلف
آفتاب یزد - ۲۷ مهر ۱۳۹۴,,,روزنامه آفتاب یزد
ابتکار - ۲۷ مهر ۱۳۹۴,,,روزنامه ابتکار
بیب بیب قصه,لاله  جعفری,,انتشارات امیرکبیر
جمهوری اسلامی - ۲۷ مهر ۱۳۹۴,,,روزنامه جمهوری اسلامی
مردم‌سالاری - ۱۳۹۴/۰۷/۲۷,,,روزنامه مردم سالاری
ایران ورزشی - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه ایران ورزشی
ایران - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه ایران
ابرار ورزشی - ۱۳۹۴/۷/۲۷,,,روزنامه ابرار ورزشی
شهروند - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه شهروند
قانون - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه قانون
کیهان - دوشنبه ۲۷ مهر ۱۳۹۴,,,روزنامه کیهان
جوان - دوشنبه ۲۷ مهر ۱۳۹۴,,,روزنامه جوان
راه مردم - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه راه مردم
عروسک جان لالا کن - از مجموعه لالایی ها,جعفر ابراهیمی,,انتشارات امیرکبیر
جهان صنعت -  ۲۷ مهر ۱۳۹۴,,,روزنامه جهان صنعت
شرق - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه شرق
آرمان - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه آرمان ملی
اعتماد - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه اعتماد
بهار - ۱۳۹۴ دوشنبه ۲۷ مهر,,,روزنامه بهار
هفت صبح - شماره ۱۲۸۷ -۲۷ مهر ۱۳۹۴,,,روزنامه هفت صبح
ماجراهای تن تن و میلو ـ سیگارهای فرعون,هرژه  ,حسام عسگری,ناشر مؤلف
ابوذر غفاری,ابوالقاسم غلامی‌مایانی,,اندیشه معاصر
هفته‌نامه اقتصاد برتر ـ شماره ۹۱ـ ۲۷ مهر ۹۴,,,روزنامه اقتصاد برتر
۵۳ نفر,بزرگ علوی,,انتشارات نگاه
لالا گلدون، لا لا ماهی-از مجموعه لالایی ها,افسانه شعبان‌نژاد,,انتشارات امیرکبیر
نامه های کوفی,سعید بیابانکی,,انتشارات سوره مهر
طلسم سنگ,سیدحسن حسینی,,انتشارات سوره مهر
عشق و سلطنت,موسی نثری‌همدانی,,انتشارات پر
زنجیر عشق,دافنه دوموریه,چنگیز زرافشان $ مریم حقیقی,انتشارات پر
چهل و یک مجلس عاشورایی,محمدجواد مرادی‌نیا,,انتشارات سوره مهر
هفت نمایشنامه تک پرده‌ای,جرج برناردشاو,رضا شیرمرز,نشر قطره
زیارت عاشورا در نگاهی دیگر,غلامرضا حیدری‌ابهری,,نشر جمال
جهان صنعت -  ۲۸ مهر ۱۳۹۴,,,روزنامه جهان صنعت
قانون - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه قانون
روزنامه هفت صبح - ۲۹ بهمن ۱۳۹۳,,,روزنامه هفت صبح
کیهان - سه‌شنبه ۲۸ مهر ۱۳۹۴,,,روزنامه کیهان
جوان - سه‌شنبه ۲۸ مهر ۱۳۹۴,,,روزنامه جوان
ابتکار - ۲۸ مهر ۱۳۹۴,,,روزنامه ابتکار
جمهوری اسلامی - ۲۸ مهر ۱۳۹۴,,,روزنامه جمهوری اسلامی
مردم‌سالاری - ۱۳۹۴/۰۷/۲۸,,,روزنامه مردم سالاری
ایران ورزشی - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه ایران ورزشی
ایران - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه ایران
راه مردم - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه راه مردم
شهروند - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه شهروند
آفتاب یزد - ۲۸ مهر ۱۳۹۴,,,روزنامه آفتاب یزد
هشت داستان کوتاه,گابریل گارسیا مارکز,نازنین نوذری,موسسه فرهنگی هنری نوروز هنر
شگفت انگیزان، جلد اول، شماره دوم,,علیرضا مخاطب,farstory
ابرار ورزشی - ۱۳۹۴/۷/۲۸,,,روزنامه ابرار ورزشی
آرمان - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه آرمان ملی
شرق - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه شرق
اعتماد - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه اعتماد
بهار - ۱۳۹۴ سه شنبه ۲۸ مهر,,,روزنامه بهار
کاروان امید,لسلی اسکرای‌وینر,محمدابراهیم محجوب,نشر گمان
هفت صبح - شماره ۱۲۸۸ -۲۸ مهر ۱۳۹۴,,,روزنامه هفت صبح
ایران - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه ایران
ابرار ورزشی - ۱۳۹۴/۷/۲۹,,,روزنامه ابرار ورزشی
شهروند - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه شهروند
روزنامه هفت صبح - ۳۰ بهمن ۱۳۹۳,,,روزنامه هفت صبح
قانون - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه قانون
کیهان - چهارشنبه ۲۹ مهر ۱۳۹۴,,,روزنامه کیهان
جوان - چهارشنبه ۲۹ مهر ۱۳۹۴,,,روزنامه جوان
آفتاب یزد - ۲۹ مهر ۱۳۹۴,,,روزنامه آفتاب یزد
ابتکار - ۲۹ مهر ۱۳۹۴,,,روزنامه ابتکار
جمهوری اسلامی - ۲۹ مهر ۱۳۹۴,,,روزنامه جمهوری اسلامی
مردم‌سالاری - ۱۳۹۴/۰۷/۲۹,,,روزنامه مردم سالاری
ایران ورزشی - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه ایران ورزشی
راه مردم - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه راه مردم
جهان صنعت -  ۲۹ مهر ۱۳۹۴,,,روزنامه جهان صنعت
پروفسور,شارلوت برونته,اسماعیل کیوانی,انتشارات جامی
شرق - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه شرق
آرمان - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه آرمان ملی
اعتماد - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه اعتماد
بهار - ۱۳۹۴ چهارشنبه ۲۹ مهر,,,روزنامه بهار
پرستاری بیهوشی 2 (اعمال جراحی رایج),جان ج ناگل‌هاوت $ کارن ال. زاگلانیچنی,مهدی طیبی آراسته $ هاله  حاتم گویا,انتشارات بشری
پرستاری بیهوشی 1 (بیماریهای شایع),,مهدی طیبی آراسته $ محمد مهر آسا $ هاله  حاتم گویا,انتشارات بشری
هفت صبح - شماره ۱۲۸۹ -۲۹ مهر ۱۳۹۴,,,روزنامه هفت صبح
نجوم-شماره ۵۲ و ۵۱ - آذر و دی ۱۳۷۴,,,ماهنامه نجوم
نجوم-شماره ۵۳ - بهمن ۱۳۷۴,,,ماهنامه نجوم
نجوم-شماره  ۵۴ و ۵۵- اسفند و فروردین ۷۵ و  ۱۳۷۴,,,ماهنامه نجوم
ماهی سیاه کوچولو,صمد  بهرنگی,,طاقچه
نجوم-شماره   ۵۶ - اردیبهشت  ۱۳۷۵,,,ماهنامه نجوم
نجوم-شماره ۵۷ - خرداد  ۱۳۷۵,,,ماهنامه نجوم
نجوم-شماره ۵۸  - تیر  ۱۳۷۵,,,ماهنامه نجوم
نجوم-شماره ۵۹  - مرداد  ۱۳۷۵,,,ماهنامه نجوم
نجوم-شماره ۶۰ - شهریور  ۱۳۷۵,,,ماهنامه نجوم
دام,تادئوش روژه‌ویچ,محمدرضا خاکی,نشر بیدگل
روزنامه سازندگی ـ شماره ۲۹۷ ـ ۱۷ بهمن ۹۷,,,روزنامه سازندگی
چرا این‌جا همه‌چی این‌جوریه؟,خوان کیم مونسو,نوشین جعفری,کارگاه اتفاق
دو هفته‌نامه پیشخوان ـ شماره ۲۱۸ ـ نیمه دوم بهمن ۹۷,,,مجله پیشخوان
چپق مقدس سرخپوستها,جوزف اوپس براون,ع. پاشایی,کارگاه اتفاق
شهروند - ۱۳۹۷ چهارشنبه ۱۷ بهمن,,,روزنامه شهروند
ماهنامه آزما ـ شماره ۱۱۸ ـ مرداد و شهریور ۹۵,,,ماهنامه آزما
لحظه‌های انتظار,نسرین ثامنی,,انتشارات پر
دروازه‌ی بی‌‌دروازه,مومون کان,ع. پاشایی,کارگاه اتفاق
جوان و پولدار بازنشسته شوید,رابرت کیوساکی,سمانه  فلاح,انتشارات طاهریان
واقعاً چقدر خودتان را می‌شناسید؟ (خلاصه کتاب),مارک منسون,گروه مترجمان سلپین,سلپین
خودتان را دوباره بسازید؛ تغییر تها چیزی است که دائمی است (خلاصه کتاب),جمیز آلتوکر,گروه مترجمان سلپین,سلپین
افسانه‌ی عملکرد چندتکلیفی؛ چطور «انجام‌همه‌باهم» هیچ کاری را به پایان نمی‌رساند (خلاصه کتاب),دیو کرنشاو,گروه مترجمان سلپین,سلپین
چهار سؤالی که می‌توانند زندگی شما را تغییر دهند (خلاصه کتاب),بایرون کیتی,گروه مترجمان سلپین,سلپین
دانستنی‌هایی درباره‌ی علوم؛ هواشناسی,آنجو چاولا,آزاد تیموری,انتشارات طلایه
کشش (خلاصه کتاب),اسکات سونینشین,گروه مترجمان سلپین,سلپین
اصول پنج‌گانه‌ی برای گرفتن تصمیمات بهتر در زندگی مارک منسن (خلاصه کتاب),مارک منسون,گروه مترجمان سلپین,سلپین
در خانه‌ ما عشق کجا ضیافت داشت؟: مجموعه صد و سی و هفت نامه,نیکی فیروزکوهی,,ماه باران
چگونه از طریق دردهای‌تان رشد کنید؟ (خلاصه کتاب),مارک منسون,گروه مترجمان سلپین,سلپین
دریاچه‌ی گروندل,گوستاو ارنست,لیلا بختیاری,نشر تيسا
مالیه بین‌الملل,اسدالله فرزین وش,,انتشارات نور علم
مدیریت دانش (راهنمای مصور),مارتین سامر و همکاران,حبیب ابراهیم پور $ نورمحمد یعقوبی $ حبیب الله سالارزهی,انتشارات نور علم
قانون - ۱۳۹۷/۱۱/۱۸,,,روزنامه قانون
خراسان - ۱۳۹۷ پنج شنبه ۱۸ بهمن,,,روزنامه خراسان
کیهان - پنجشنبه ۱۸ بهمن ۱۳۹۷,,,روزنامه کیهان
آرمان - ۱۳۹۷ پنج شنبه ۱۸ بهمن,,,روزنامه آرمان ملی
بازخوانی تاریخ کربلا,سیدحسین حسینی‌قمی,,انتشارات عطش
جوان - پنجشنبه ۱۸ بهمن ۱۳۹۷,,,روزنامه جوان
ابتکار - ۱۸ بهمن ۱۳۹۷,,,روزنامه ابتکار
وطن امروز - ۱۳۹۷ پنج شنبه ۱۸ بهمن,,,روزنامه وطن امروز
ایران ورزشی - ۱۳۹۷ پنج شنبه ۱۸ بهمن,,,روزنامه ایران ورزشی
ایران - ۱۸ بهمن ۱۳۹۷,,,روزنامه ایران
راه مردم - چهارشنبه ۱۷ بهمن ۱۳۹۷,,,روزنامه راه مردم
راه مردم - پنج شنبه ۱۸ بهمن ۱۳۹۷,,,روزنامه راه مردم
روزنامه سازندگی ـ شماره ۲۹۸ و ۲۹۹ ـ ۱۸ بهمن ۹۷,,,روزنامه سازندگی
شهروند - ۱۳۹۷ پنج شنبه ۱۸ بهمن,,,روزنامه شهروند
از مدینه تا مدینه (مقتل عاشورا),محمدمهدی تاج‌لنگرودی,,انتشارات سوره مهر
ماهنامه ادبی و هنری داروَگ ـ شماره ۵ ـ دی ۹۷,,,نشریه ادبی و هنری داروگ
مجموعه مقالات نخستین همایش ملی مطالعات نام‌شناسی ایران,,,نشر نویسه پارسی
به بی‌نهایت خوش آمدید,گرنت نیلور,رضا اسکندری‌آذر,نشر سنگ
کالیپسو,دیوید سداریس,رضا اسکندری آذر,نشر سنگ
وطن امروز - ۱۳۹۷ يکشنبه ۲۱ بهمن,,,روزنامه وطن امروز
خراسان - ۱۳۹۷ يکشنبه ۲۱ بهمن,,,روزنامه خراسان
آموزش مفاهیم دینی به خردسالان؛ کتاب راهنمای قصه (برای مربیان مهدهای کودک),انتشارات لک لک,,انتشارات لک لک
در این قطعه از بهشت,اداره‌ی تولیدات فرهنگی,,انتشارات زائر رضوی
آمدیم خانه نبودید: روایت خانه‌های مشاهیر ایران,نسرین ظهیری,,نشر ثالث
نوحه‌های دستگاهی قزوین,سعید افزونتر,,انتشارات سوره مهر
ماهنامه شبکه ـ شماره ۲۱۲ ـ دی۹۷,,,ماهنامه شبکه
خسته‌ای (فکر می‌کنم),ادوارد استلین کامینگز,سینا کمال‌آبادی $ سمیرا نکوئیان,کارگاه اتفاق
صبح نو ـ شماره ۶۵۲ ـ دوشنبه ۲۲ بهمن ۹۷,,,روزنامه صبح نو
درساژ؛ چطور کسب‌وکارمان را به سمت موفقیت رهبری کنیم (خلاصه کتاب),الکساندر هیام,,سبکتو
اعتماد به نفس,سینا رضایی,,ناشر مؤلف
صبح نو ـ شماره ۶۵۳ ـ سه شنبه ۲۳ بهمن ۹۷,,,روزنامه صبح نو
شناسنامه شهر خضری دشت بیاض,اسماعیل قلی‌پور,,انتشارات اکبرزاده
ابتکار - ۲۳ بهمن ۱۳۹۷,,,روزنامه ابتکار
وطن امروز - ۱۳۹۷ سه شنبه ۲۳ بهمن,,,روزنامه وطن امروز
ایران ورزشی - ۱۳۹۷ سه شنبه ۲۳ بهمن,,,روزنامه ایران ورزشی
تراس ـ روال عادی,ژان‌کلود کری‌یر,اصغر نوری,نشر بیدگل
ایران - ۲۳ بهمن ۱۳۹۷,,,روزنامه ایران
راه مردم - سه شنبه ۲۳ بهمن ۱۳۹۷,,,روزنامه راه مردم
قانون - ۱۳۹۷/۱۱/۲۳,,,روزنامه قانون
خراسان - ۱۳۹۷ سه شنبه ۲۳ بهمن,,,روزنامه خراسان
کیهان - سه‌شنبه ۲۳ بهمن ۱۳۹۷,,,روزنامه کیهان
آرمان - ۱۳۹۷ سه شنبه ۲۳ بهمن,,,روزنامه آرمان ملی
جوان - سه‌شنبه ۲۳ بهمن ۱۳۹۷,,,روزنامه جوان
روزنامه سازندگی ـ شماره ۳۰۰ ـ ۲۳ بهمن ۹۷,,,روزنامه سازندگی
هفته‌نامه چلچراغ ـ شماره ۷۵۲ ـ ۲۳ بهمن ۹۷,,,نشریه چلچراغ
دوهفته‌نامه موفقیت ـ شماره ۳۸۹ ـ نیمه دوم بهمن ۹۷,,,مجله همه راز موفقیت
دموع و دما جلد ۲: مجموعه نوحه‌های عاشورایی,مرتضی حیدری‌آل کثیر,,موسسه هلال
شهروند - ۱۳۹۷ سه شنبه ۲۳ بهمن,,,روزنامه شهروند
گزیده شعرهای محمد مختاری,محمد مختاری,,کارگاه اتفاق
دوهفته‌نامه همشهری بچه‌ها ـ شماره ۱۸۵ ـ نیمه دوم بهمن ۹۷,,,دو هفته‌نامه همشهری بچه‌ها
شکل‌دهی به فضای نوین بانکداری با رویکرد دانش‌بنیان,علی مبینی دهکردی $ احسان رسولی نژاد,,انتشارات نور علم
ده قدم تا بهترین نمره؛ کمتر درس بخوانید و بیشترین نمره را بگیرید (خلاصه کتاب),توماس فرانک,یاسمین یلدایی,سبکتو
صبح نو ـ شماره ۶۵۴ ـ چهارشنبه ۲۴ بهمن ۹۷,,,روزنامه صبح نو
ایران ورزشی - ۱۳۹۷ چهارشنبه ۲۴ بهمن,,,روزنامه ایران ورزشی
ایران - ۲۴ بهمن ۱۳۹۷,,,روزنامه ایران
قانون - ۱۳۹۷/۱۱/۲۴,,,روزنامه قانون
راز ۲ (ماورای راز),,بهداد  بلوری,ناشر مؤلف
خراسان - ۱۳۹۷ چهارشنبه ۲۴ بهمن,,,روزنامه خراسان
کیهان - چهارشنبه ۲۴ بهمن ۱۳۹۷,,,روزنامه کیهان
آرمان - ۱۳۹۷ چهارشنبه ۲۴ بهمن,,,روزنامه آرمان ملی
جوان - چهارشنبه ۲۴ بهمن ۱۳۹۷,,,روزنامه جوان
ابتکار - ۲۴ بهمن ۱۳۹۷,,,روزنامه ابتکار
وطن امروز - ۱۳۹۷ چهارشنبه ۲۴ بهمن,,,روزنامه وطن امروز
لهوف,علی‌بن‌موسی ابن طاووس,ابوالحسن میرطالبی,انتشارات دلیل ما
ایران - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه ایران
راه مردم - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه راه مردم
شهروند - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه شهروند
جهان صنعت -  ۳۰ مهر ۱۳۹۴,,,روزنامه جهان صنعت
روزنامه هفت صبح - ۲ اسفند ۱۳۹۳,,,روزنامه هفت صبح
قانون - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه قانون
کیهان - پنجشنبه ۳۰ مهر ۱۳۹۴,,,روزنامه کیهان
جوان - پنجشنبه ۳۰ مهر ۱۳۹۴,,,روزنامه جوان
آفتاب یزد - ۳۰ مهر ۱۳۹۴,,,روزنامه آفتاب یزد
ابتکار - ۳۰ مهر ۱۳۹۴,,,روزنامه ابتکار
جمهوری اسلامی - ۳۰ مهر ۱۳۹۴,,,روزنامه جمهوری اسلامی
مردم‌سالاری - ۱۳۹۴/۰۷/۳۰,,,روزنامه مردم سالاری
ایران ورزشی - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه ایران ورزشی
ابرار ورزشی - ۱۳۹۴/۷/۳۰,,,روزنامه ابرار ورزشی
آرمان - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه آرمان ملی
دوهفته نامه روشن ـ شماره ۷ ـ نیمه اول اسفند ۹۳,,,مجله روشن
شرق - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه شرق
اعتماد - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه اعتماد
بهار - ۱۳۹۴ پنج شنبه ۳۰ مهر,,,روزنامه بهار
هفت صبح - شماره ۱۲۹۰ -۳۰ مهر ۱۳۹۴,,,روزنامه هفت صبح
روایت گل سرخ,مهدی الماسی,,انتشارات سوره مهر
فانوس‌های اشک جلد ۲,حسین  فتحی $ سیّدمحمّد سادات اخوی,,موسسه هلال
فانوس‌های اشک جلد ۳,حسین  فتحی $ سیّدمحمّد سادات اخوی,,موسسه هلال
اهداف قیام حسینی,آیت‌الله  مکارم‌شیرازی,,انتشارات امام علی بن ابی طالب (ع)
نشانه مظلومیت,,,مسجد جامع صفا
"جک سامورایی, جلد اول, شماره پنجم",,آرش علی اکبری,farstory
ایران - ۱۳۹۴ يکشنبه ۳ آبان,,,روزنامه ایران
راه مردم - ۱۳۹۴ يکشنبه ۳ آبان,,,روزنامه راه مردم
ابرار ورزشی - ۱۳۹۴/۸/۳,,,روزنامه ابرار ورزشی
شهروند - ۱۳۹۴ يکشنبه ۳ آبان,,,روزنامه شهروند
جهان صنعت -  ۰۳ آبان ۱۳۹۴,,,روزنامه جهان صنعت
قانون - ۱۳۹۴ يکشنبه ۳ آبان,,,روزنامه قانون
کیهان - يکشنبه ۰۳ آبان ۱۳۹۴,,,روزنامه کیهان
جوان - يکشنبه ۰۳ آبان ۱۳۹۴,,,روزنامه جوان
آفتاب یزد - ۰۳ آبان ۱۳۹۴,,,روزنامه آفتاب یزد
ابتکار - ۰۳ آبان ۱۳۹۴,,,روزنامه ابتکار
روزنامه هفت صبح - ۳ اسفند ۱۳۹۳,,,روزنامه هفت صبح
جمهوری اسلامی - ۰۳ آبان ۱۳۹۴,,,روزنامه جمهوری اسلامی
مردم‌سالاری - ۱۳۹۴/۰۸/۰۳,,,روزنامه مردم سالاری
ایران ورزشی - ۱۳۹۴ يکشنبه ۳ آبان,,,روزنامه ایران ورزشی
اعتماد - ۱۳۹۴ يکشنبه ۳ آبان,,,روزنامه اعتماد
شرق - ۱۳۹۴ يکشنبه ۳ آبان,,,روزنامه شرق
آرمان - ۱۳۹۴ يکشنبه ۳ آبان,,,روزنامه آرمان ملی
دوماهنامه نیویورکفا ـ شماره ۴ ـ مهر ۱۳۹۴,,,نشریه نیویورکفا
هفت صبح - شماره ۱۲۹۱ -۳ آبان ۱۳۹۴,,,روزنامه هفت صبح
پرسش‌ها و پاسخ‌های دانشجویی (جلد بیست و ششم),حمیدرضا شاکرین,,نشر معارف
هفت اشتباهی که والدین خوب مرتکب می شوند,لیندا دی‌. فریل $ جان سی. فریل,مریم ملکوتی,نشر قطره
Calibre Guide,,,روزنامه شرق
صد قدم تا شمای بهتر,ایمان دانش‌راد,,ناشر مؤلف
دو هفته‌نامه امرداد ـ شماره ۳۳۰ـ  ۲ آبان ۹۴,,,هفته‌نامه امرداد
سه خواهر,آنتوان چخوف,ناصر حسینی‌مهر,انتشارات نگاه
خودیاری: تفسیر ۵۲ ایده طلایی از ساموئل اسمایلز,استیو شیپ‌ساید,مریم تقدیسی,گروه انتشاراتی ققنوس
چگونه خود را بشناسیم,هریت  اس. موساچه $ الیزابت کی. لاونر,فرح مدنی‌گیوی,نشر قطره
کیهان - دوشنبه ۰۴ آبان ۱۳۹۴,,,روزنامه کیهان
جوان - دوشنبه ۰۴ آبان ۱۳۹۴,,,روزنامه جوان
آفتاب یزد - ۰۴ آبان ۱۳۹۴,,,روزنامه آفتاب یزد
ابتکار - ۰۴ آبان ۱۳۹۴,,,روزنامه ابتکار
جمهوری اسلامی - ۰۴ آبان ۱۳۹۴,,,روزنامه جمهوری اسلامی
روزنامه ایران-یکشنبه ۳ اسفند ۱۳۹۳,,,روزنامه ایران
مردم‌سالاری - ۱۳۹۴/۰۸/۰۴,,,روزنامه مردم سالاری
ایران - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه ایران
ابرار ورزشی - ۱۳۹۴/۸/۴,,,روزنامه ابرار ورزشی
شهروند - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه شهروند
جهان صنعت -  ۰۴ آبان ۱۳۹۴,,,روزنامه جهان صنعت
قانون - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه قانون
ایران ورزشی - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه ایران ورزشی
راه مردم - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه راه مردم
شرق - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه شرق
آرمان - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه آرمان ملی
جنگ بحرانی ابر پنهانی، جلد اول، شماره سوم,,مریم رئیسی,farstory
اعتماد - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه اعتماد
هفت صبح - شماره ۱۲۹۲ -۴ آبان ۱۳۹۴,,,روزنامه هفت صبح
هزار خورشید تابان,خالد حسینی,زیبا گنجی $ پریسا سلیمان زاده,انتشارات مروارید
آیین زرتشت: کهن روزگار و قدرت ماندگارش,مری بویس,ابوالحسن تهامی,انتشارات نگاه
بهار - ۱۳۹۴ دوشنبه ۴ آبان,,,روزنامه بهار
خاطرات دست و پا چلفتی (مقررات برادرم رودریک),جف کینی,نفیسه معتکف,انتشارات هو
